id,location_id,service_id,organization_id,contact_id,number,extension,type,department
1165,1165,,1160,1165,305-667-1036,1581,fixed,
1166,1166,,1166,1166,850-410-7000,,fixed,
1167,1167,,1166,1167,305-470-5500,,fixed,
1168,1168,,1166,1168,850-410-7640,,fixed,
1169,1169,,1166,1169,888-356-4774,,fixed,
1184,1184,,1184,1184,800-669-4000,,fixed,
1186,1186,,1186,1186,727-461-2990,,fixed,
1187,1187,,1186,1187,786-703-1254,,fixed,
1188,1188,,1188,1188,305-667-3647,,fixed,
1192,1192,,1192,1192,786-308-3000,,fixed,
1193,1193,,1192,1193,305-669-3320,,fixed,
1195,1195,,1195,1195,305-537-9291,,fixed,
1207,1207,,1207,1207,305-740-5287,,fixed,
1209,1209,,1209,1209,305-545-2400,,fixed,
1211,1211,,1211,1211,786-469-4100,,fixed,
1214,1214,,1211,1214,786-469-4100,,fixed,
1215,1215,,1211,1215,786-469-4100,,fixed,
1217,1217,,1217,1217,305-251-2500,,fixed,
1220,1220,,1220,1220,305-995-1000,,fixed,
1221,1221,,1220,1221,786-275-0400,,fixed,
1222,1222,,1220,1222,305-995-1233,,fixed,
1223,1223,,1220,1223,305-995-2995,,fixed,
1224,1224,,1220,1224,305-995-2451,,fixed,
1226,1226,,1220,1226,305-636-7356,,fixed,
1227,1227,,1220,1227,305-252-3041,,fixed,
1228,1228,,1220,1228,305-995-2811,,fixed,
1229,1229,,1220,1229,305-995-2273,,fixed,
1231,1231,,1220,1231,305-995-1778,,fixed,
1233,1233,,1220,1233,305-995-1834,,fixed,
1234,1234,,1220,1234,305-995-2680,,fixed,
1235,1235,,1220,1235,305-995-7112,,fixed,
1238,1238,,1220,1238,305-274-3501,112,fixed,
1239,1239,,1220,1239,305-669-7142,,fixed,
1242,1242,,1220,1242,305-885-3585 x2235,,fixed,
1243,1243,,1220,1243,305-649-9800,2241,fixed,
1244,1244,,1220,1244,305-324-6070,7001,fixed,
1245,1245,,1220,1245,305-324-6070,7001,fixed,
1246,1246,,1220,1246,305-324-6070,7001,fixed,
1247,1247,,1220,1247,305-324-6070,7001,fixed,
1248,1248,,1220,1248,305-324-6070,7001,fixed,
1250,1250,,1220,1250,305-572-2800,,fixed,
1252,1252,,1220,1252,305-823-5020,,fixed,
1253,1253,,1220,1253,305-817-0014,2500,fixed,
1254,1254,,1220,1254,305-995-1440,,fixed,
1255,1255,,1220,1255,305-995-1922,,fixed,
1256,1256,,1256,1256,305-375-2665,,fixed,
1257,1257,,1256,1257,305-375-5323,,fixed,
1260,1260,,1256,1260,305-375-2665,,fixed,
1261,1261,,1256,1261,305-375-4116,,fixed,
1273,1273,,1273,1273,305-324-8717,,fixed,
1274,1274,,1273,1274,305-324-8717,,fixed,
1275,1275,,1275,1275,954-518-1818,,fixed,
1276,1276,,1275,1276,954-518-1818,,fixed,
1277,1277,,1277,1277,305-827-3252,,fixed,
1279,1279,,1277,1279,305-621-6160,,fixed,
1281,1281,,1277,1281,305-267-0205,,fixed,
1290,1290,,1290,1290,305-470-1670,,fixed,
1291,1291,,1290,1291,305-468-1302,,fixed,
1292,1292,,1290,1292,305-470-1670,,fixed,
1293,1293,,1290,1293,305-470-1670,,fixed,
1296,1296,,1296,1296,305-460-5600,,fixed,
1297,1297,,1296,1297,305-460-5600,,fixed,
1298,1298,,1298,1298,305-539-3000,,fixed,
1299,1299,,1298,1299,305-539-3000,,fixed,
1300,1300,,1300,1300,800-355-2227,1578,fixed,
1302,1302,,1302,1302,305-576-1212,,fixed,
1307,1307,,1307,1307,574-264-3102,,fixed,
1309,1309,,1307,1309,305-774-6770,,fixed,
1310,1310,,1307,1310,305-774-6770,,fixed,
1311,1311,,1311,1311,305-253-5100,,fixed,
1312,1312,,1311,1312,305-253-5100,,fixed,
1313,1313,,1311,1313,305-252-4880,,fixed,
1314,1314,,1311,1314,305-252-4865,,fixed,
1317,1317,,1311,1317,305-258-6813,,fixed,
1318,1318,,1311,1318,305-234-7676,,fixed,
1319,1319,,1311,1319,305-246-4607,,fixed,
1320,1320,,1311,1320,305-253-5100,,fixed,
1321,1321,,1311,1321,305-252-4838,,fixed,
1322,1322,,1311,1322,305-252-4838,,fixed,
1323,1323,,1311,1323,305-248-4334,,fixed,
1324,1324,,1311,1324,305-242-6069,,fixed,
1326,1326,,1311,1326,305-252-4838,,fixed,
1327,1327,,1327,1327,800-426-5678,,fixed,
1335,1335,,1334,1335,305-246-7744,,fixed,
1336,1336,,1334,1336,305-245-7738 x225,225,fixed,
1337,1337,,1334,1337,305-242-0481,,fixed,
1338,1338,,1334,1338,305-245-7738 x239,224,fixed,
1339,1339,,1334,1339,305-245-7738 x227,227,fixed,
1340,1340,,1340,1340,305-624-7450,,fixed,
1341,1341,,1340,1341,305-624-7450,,fixed,
1343,1343,,1340,1343,305-624-7450,,fixed,
1344,1344,,1340,1344,305-624-7450,,fixed,
1345,1345,,1340,1345,305-624-7450,,fixed,
1349,1349,,1349,1349,305-325-5511,,fixed,
1350,1350,,1349,1350,305-325-5413,,fixed,
1352,1352,,1349,1352,305-325-4435,,fixed,
1353,1353,,1349,1353,305-325-5464,,fixed,
1354,1354,,1349,1354,305-243-9100,,fixed,
1356,1356,,1349,1356,305-325-5901,,fixed,
1357,1357,,1349,1357,305-325-4518,,fixed,
1358,1358,,1349,1358,305-325-5808,,fixed,
1359,1359,,1359,1359,305-822-2380,,fixed,
1360,1360,,1359,1360,305-822-2380,,fixed,
1361,1361,,1359,1361,305-822-2380,,fixed,
1362,1362,,1359,1362,305-351-7025,,fixed,
1363,1363,,1359,1363,305-822-2380,,fixed,
1366,1366,,1366,1366,305-374-1065,,fixed,
1368,1368,,1366,1368,305-374-1065 x429,429,fixed,
1369,1369,,1366,1369,305-638-8300 x301,330,fixed,
1371,1371,,1366,1371,305-634-2294,429,fixed,
1372,1372,,1366,1372,305-299-0820,,fixed,
1373,1373,,1366,1373,305-299-0820,,fixed,
1374,1374,,1366,1374,305-374-1065 x468,409,fixed,
1376,1376,,1366,1376,305-374-1065 x431,452,fixed,
1377,1377,,1377,1377,305-251-3800,,fixed,
1379,1379,,1379,1379,305-377-5339,,fixed,
1380,1380,,1379,1380,305-377-5339,,fixed,
1381,1381,,1381,1381,305-644-0066,242,fixed,
1382,1382,,1381,1382,305-644-0066,,fixed,
1384,1384,,1381,1384,305-644-0066,,fixed,
1385,1385,,1381,1385,305-644-0066,,fixed,
1386,1386,,1381,1386,305-644-0066,,fixed,
1392,1392,,1392,1392,305-634-3409,121,fixed,
1393,1393,,1392,1393,305-634-3409,,fixed,
1394,1394,,1392,1394,305-634-3409,118,fixed,
1395,1395,,1392,1395,305-634-3409,144,fixed,
1396,1396,,1396,1396,754-200-1689,,fixed,
1397,1397,,1396,1397,754-200-1689,,fixed,
1398,1398,,1396,1398,754-200-1689,,fixed,
1399,1399,,1396,1399,754-200-1689,,fixed,
1400,1400,,1396,1400,754-200-1689,,fixed,
1401,1401,,1396,1401,754-200-1689,,fixed,
1402,1402,,1402,1402,305-751-1297,111,fixed,
1403,1403,,1402,1403,305-751-1295,128,fixed,
1406,1406,,1406,1406,888-477-2669,,fixed,
1408,1408,,1408,1408,786-708-4610,,fixed,
1416,1416,,1416,1416,305-250-9133,,fixed,
1429,1429,,1429,1429,954-364-5000,,fixed,
1431,1431,,1431,1431,305-594-4363,,fixed,
1432,1432,,1431,1432,305-594-4363,,fixed,
1433,1433,,1431,1433,800-227-2345,,fixed,
1438,1438,,1438,1438,305-670-6500,11239,fixed,
1439,1439,,1438,1439,305-670-4357,11238,fixed,
1440,1440,,1438,1440,305-670-4357,11402,fixed,
1441,1441,,1438,1441,305-670-6500,11270,fixed,
1442,1442,,1438,1442,305-670-6500 x11256,11270,fixed,
1443,1443,,1443,1443,305-235-2616,,fixed,
1444,1444,,1443,1444,305-235-2616,,fixed,
1446,1446,,1443,1446,305-235-2616,,fixed,
1448,1448,,1443,1448,305-235-2616,,fixed,
1450,1450,,1450,1450,305-600-5441,,fixed,
1451,1451,,1450,1451,305-600-5441,101,fixed,
1452,1452,,1452,1452,305-573-3737,,fixed,
1457,1457,,1457,1457,786-363-2700,,fixed,
1458,1458,,1457,1458,305-528-5581,,fixed,
1461,1461,,1461,1461,850-617-6348,,fixed,
1462,1462,,1461,1462,800-451-2229,,fixed,
1463,1463,,1461,1463,800-352-2437,,fixed,
1464,1464,,1461,1464,850-617-6333,,fixed,
1466,1466,,1466,1466,800-342-0823,,fixed,
1469,1469,,1469,1469,850-413-1600,,fixed,
1470,1470,,1469,1470,305-536-0307,,fixed,
1471,1471,,1469,1471,305-536-0306,,fixed,
1472,1472,,1472,1472,212-870-3400,,fixed,
1473,1473,,1472,1473,305-461-2425,,fixed,
1474,1474,,1474,1474,888-300-4548,,fixed,
1475,1475,,1474,1475,888-300-4548,,fixed,
1477,1477,,1474,1477,888-300-4548,,fixed,
1478,1478,,1474,1478,888-300-4548,,fixed,
1480,1480,,1474,1480,888-300-4548,,fixed,
1484,1484,,1484,1484,612-230-4020,,fixed,
1485,1485,,1484,1485,888-995-4673,,fixed,
1489,1489,,1489,1489,305-595-8822 x9900,,fixed,
1493,1493,,1493,1493,786-263-7000,,fixed,
1494,1494,,1493,1494,786-263-4110,,fixed,
1495,1495,,1493,1495,786-263-5713,,fixed,
1496,1496,,1493,1496,786-263-5600,,fixed,
1497,1497,,1493,1497,786-263-5101,,fixed,
1501,1501,,1493,1501,786-263-5809,,fixed,
1507,1507,,1504,1507,305-662-7654,,fixed,
1508,1508,,1504,1508,305-891-0294,,fixed,
1510,1510,,1504,1510,305-871-3141,,fixed,
1511,1511,,1504,1511,305-266-0530,,fixed,
1512,1512,,1504,1512,305-866-2446,,fixed,
1513,1513,,1504,1513,305-663-6301,,fixed,
1515,1515,,1504,1515,305-758-2626,,fixed,
1517,1517,,1504,1517,305-759-2468,,fixed,
1518,1518,,1504,1518,786-278-5439,,fixed,
1519,1519,,1504,1519,305-466-8966,,fixed,
1521,1521,,1504,1521,305-866-6242,,fixed,
1522,1522,,1504,1522,305-935-0940,,fixed,
1523,1523,,1504,1523,305-476-5423,,fixed,
1525,1525,,1504,1525,305-247-8223,,fixed,
1527,1527,,1504,1527,305-861-4862,,fixed,
1528,1528,,1504,1528,305-883-2047,,fixed,
1529,1529,,1504,1529,305-687-2525,,fixed,
1530,1530,,1504,1530,305-888-9711,,fixed,
1534,1534,,1533,1534,800-541-5454,,fixed,
1535,1535,,1533,1535,800-638-8255,,fixed,
1539,1539,,1533,1539,800-848-9595,,fixed,
1540,1540,,1533,1540,800-424-9046,,fixed,
1541,1541,,1533,1541,800-422-6237,,fixed,
1542,1542,,1533,1542,800-528-2971,,fixed,
1544,1544,,1533,1544,800-656-4673,,fixed,
1546,1546,,1533,1546,800-621-3141,12,fixed,
1547,1547,,1533,1547,888-762-4001,,fixed,
1548,1548,,1533,1548,800-521-0198,,fixed,
1549,1549,,1533,1549,800-535-3643,,fixed,
1551,1551,,1533,1551,800-424-8666,,fixed,
1552,1552,,1533,1552,800-252-6465,,fixed,
1553,1553,,1533,1553,800-222-3123,,fixed,
1556,1556,,1533,1556,800-233-7393,,fixed,
1557,1557,,1533,1557,800-722-4673,251,fixed,
1558,1558,,1533,1558,800-332-1000,,fixed,
1559,1559,,1533,1559,866-300-2900,,fixed,
1560,1560,,1533,1560,800-448-3000,,fixed,
1562,1562,,1533,1562,800-242-5338,,fixed,
1563,1563,,1533,1563,800-344-4823,,fixed,
1564,1564,,1533,1564,800-822-7422,,fixed,
1572,1572,,1572,1572,800-222-1222,,fixed,
1589,1589,,1589,1589,305-271-9797,,fixed,
1591,1591,,1589,1591,305-271-9797,224,fixed,
1592,1592,,1589,1592,305-271-9797,224,fixed,
1593,1593,,1589,1593,305-271-9797,,fixed,
1594,1594,,1594,1594,305-932-4200,,fixed,
1595,1595,,1594,1595,305-932-4200 x151,151,fixed,
1596,1596,,1594,1596,305-932-4200 x178,178,fixed,
1597,1597,,1594,1597,305-932-4200 x142,144,fixed,
1600,1600,,1600,1600,305-326-0032,,fixed,
1601,1601,,1600,1601,305-326-0032,,fixed,
1606,1606,,1606,1606,305-576-0080,,fixed,
1607,1607,,1606,1607,305-576-0080,,fixed,
1608,1608,,1608,1608,407-894-7325,,fixed,
1609,1609,,1608,1609,407-894-7325,,fixed,
1610,1610,,1610,1610,305-899-1587,,fixed,
1612,1612,,1610,1612,305-576-6550,,fixed,
1614,1614,,1610,1614,305-576-6550,,fixed,
1617,1617,,1610,1617,305-672-8080,,fixed,
1618,1618,,1610,1618,305-672-2648,,fixed,
1619,1619,,1610,1619,305-673-6060,,fixed,
1620,1620,,1610,1620,305-899-1587,142,fixed,
1624,1624,,1610,1624,305-403-6521,,fixed,
1628,1628,,1610,1628,305-670-1911,,fixed,
1629,1629,,1610,1629,305-899-8301,,fixed,
1630,1630,,1610,1630,305-933-9820,,fixed,
1631,1631,,1610,1631,305-576-6550,,fixed,
1633,1633,,1610,1633,305-673-8658,,fixed,
1640,1640,,1610,1640,305-933-9820,,fixed,
1642,1642,,1610,1642,305-899-1587,,fixed,
1644,1644,,1610,1644,305-403-6539,,fixed,
1646,1646,,1610,1646,305-576-6550,,fixed,
1647,1647,,1610,1647,305-576-6550,,fixed,
1648,1648,,1610,1648,305-899-1587,128,fixed,
1649,1649,,1610,1649,305-576-6550,,fixed,
1650,1650,,1610,1650,305-933-9820,,fixed,
1651,1651,,1651,1651,305-324-2400,,fixed,
1653,1653,,1651,1653,786-845-0222,,fixed,
1655,1655,,1651,1655,305-324-2400,,fixed,
1657,1657,,1651,1657,305-628-7227,,fixed,
1658,1658,,1651,1658,305-575-5030,,fixed,
1659,1659,,1651,1659,305-643-7412,,fixed,
1660,1660,,1651,1660,305-278-1046,,fixed,
1661,1661,,1651,1661,305-623-3500,,fixed,
1667,1667,,1651,1667,786-336-1300,,fixed,
1669,1669,,1651,1669,786-336-1300,,fixed,
1670,1670,,1651,1670,786-336-1300,,fixed,
1671,1671,,1651,1671,786-336-1300,,fixed,
1674,1674,,1651,1674,786-336-1300,,fixed,
1675,1675,,1651,1675,786-336-1300,,fixed,
1676,1676,,1651,1676,786-336-1300,,fixed,
1678,1678,,1651,1678,786-336-1300,,fixed,
1679,1679,,1651,1679,786-336-1300,,fixed,
1680,1680,,1651,1680,786-336-1300,,fixed,
1682,1682,,1651,1682,786-336-1300,,fixed,
1683,1683,,1651,1683,786-336-1300,,fixed,
1685,1685,,1651,1685,305-278-1074,,fixed,
1687,1687,,1651,1687,305-546-2986,,fixed,
1690,1690,,1651,1690,786-336-1280,,fixed,
1695,1695,,1651,1695,305-470-5660,,fixed,
1713,1713,,1651,1713,305-643-7300,,fixed,
1714,1714,,1651,1714,305-324-2400,,fixed,
1716,1716,,1716,1716,305-245-7448,,fixed,
1720,1720,,1720,1720,850-561-5600,,fixed,
1721,1721,,1720,1721,800-342-8011,,fixed,
1731,1731,,1731,1731,305-238-5121,,fixed,
1732,1732,,1731,1732,305-651-2332,,fixed,
1733,1733,,1731,1733,305-238-5121,,fixed,
1734,1734,,1731,1734,305-529-5810,,fixed,
1737,1737,,1737,1737,301-306-7070,,fixed,
1738,1738,,1737,1738,954-680-0799,,fixed,
1741,1741,,1741,1741,800-448-0440,0,fixed,
1743,1743,,1743,1743,800-733-2767,,fixed,
1744,1744,,1743,1744,800-733-2767,,fixed,
1746,1746,,1743,1746,800-733-2767,,fixed,
1747,1747,,1743,1747,800-287-4033,,fixed,
1748,1748,,1743,1748,305-644-1200 x2126,,fixed,
1751,1751,,1751,1751,786-942-9836,,fixed,
1752,1752,,1751,1752,786-942-9836,,fixed,
1753,1753,,1751,1753,786-942-9836,,fixed,
1754,1754,,1754,1754,305-335-9077,,fixed,
1756,1756,,1756,1756,800-421-8453,,fixed,
1757,1757,,1756,1757,305-324-6219,,fixed,
1764,1764,,1763,1764,954-925-1100,,fixed,
1765,1765,,1763,1765,305-373-8623,,fixed,
1766,1766,,1763,1766,305-358-6303,,fixed,
1767,1767,,1763,1767,786-347-2420,,fixed,
1768,1768,,1763,1768,407-249-1450,,fixed,
1769,1769,,1763,1769,305-381-6762,,fixed,
1770,1770,,1763,1770,305-373-1889,,fixed,
1771,1771,,1763,1771,305-373-6295,,fixed,
1772,1772,,1763,1772,786-515-1201,,fixed,
1773,1773,,1763,1773,305-285-6200,,fixed,
1774,1774,,1763,1774,305-579-1600,,fixed,
1775,1775,,1763,1775,305-600-0982,,fixed,
1776,1776,,1763,1776,888-764-3326,,fixed,
1777,1777,,1763,1777,305-871-7485,,fixed,
1779,1779,,1763,1779,305-374-6322,,fixed,
1780,1780,,1763,1780,786-866-0480,,fixed,
1781,1781,,1763,1781,305-358-4386,,fixed,
1782,1782,,1763,1782,305-592-6978,,fixed,
1783,1783,,1763,1783,305-269-3131,,fixed,
1784,1784,,1763,1784,305-925-9400,,fixed,
1785,1785,,1763,1785,305-358-3220,,fixed,
1786,1786,,1763,1786,305-539-8214,,fixed,
1787,1787,,1763,1787,305-403-4150,,fixed,
1788,1788,,1763,1788,305-358-0290,,fixed,
1789,1789,,1763,1789,305-400-6400,,fixed,
1790,1790,,1763,1790,305-679-9945,,fixed,
1791,1791,,1763,1791,305-859-2003,,fixed,
1792,1792,,1763,1792,305-447-3700,,fixed,
1793,1793,,1763,1793,945-830-0662,,fixed,
1794,1794,,1763,1794,305-374-8431,,fixed,
1796,1796,,1763,1796,786-268-4900,,fixed,
1797,1797,,1763,1797,305-265-1415,,fixed,
1798,1798,,1763,1798,305-530-9090,,fixed,
1799,1799,,1763,1799,305-374-9090,,fixed,
1800,1800,,1763,1800,305-446-5511,,fixed,
1801,1801,,1763,1801,305-463-0694,,fixed,
1802,1802,,1763,1802,305-443-8917,,fixed,
1803,1803,,1763,1803,305-443-7253,,fixed,
1804,1804,,1763,1804,305-377-6700,,fixed,
1805,1805,,1763,1805,305-445-7577,,fixed,
1806,1806,,1763,1806,202-862-1850,,fixed,
1807,1807,,1763,1807,504-210-1020,,fixed,
1808,1808,,1763,1808,305-374-2199,,fixed,
1813,1813,,1813,1813,305-528-5221,,fixed,
1816,1816,,1816,1816,888-463-6332,,fixed,
1817,1817,,1816,1817,305-994-3103,,fixed,
1818,1818,,1816,1818,407-475-4762,,fixed,
1819,1819,,1819,1819,202-467-8700,,fixed,
1821,1821,,1821,1821,800-992-3442,,fixed,
1822,1822,,1821,1822,800-992-3442,,fixed,
1823,1823,,1823,1823,772-335-0400,,fixed,
1824,1824,,1823,1824,772-335-0400,,fixed,
1825,1825,,1825,1825,800-273-8255,,fixed,
1827,1827,,1827,1827,850-487-3278,,fixed,
1828,1828,,1827,1828,305-243-5706,,fixed,
1830,1830,,1830,1830,305-329-3000,,fixed,
1831,1831,,1830,1831,305-329-3000,,fixed,
1832,1832,,1830,1832,305-416-7143,,fixed,
1835,1835,,1835,1835,800-962-3678,,fixed,
1837,1837,,1837,1837,305-243-6631,,fixed,
1840,1840,,1837,1840,305-243-4500,,fixed,
1843,1843,,1837,1843,305-243-6857,,fixed,
1845,1845,,1837,1845,305-243-4617,,fixed,
1846,1846,,1837,1846,305-243-5937,,fixed,
1851,1851,,1837,1851,305-243-6857,,fixed,
1853,1853,,1853,1853,305-591-2288,,fixed,
1855,1855,,1853,1855,305-670-9797,,fixed,
1856,1856,,1856,1856,305-266-1122,,fixed,
1857,1857,,1856,1857,305-263-8900,,fixed,
1858,1858,,1858,1858,800-222-3937,,fixed,
1859,1859,,1858,1859,877-887-6327,,fixed,
1860,1860,,1858,1860,877-887-6327,,fixed,
1861,1861,,1861,1861,786-534-6921,,fixed,
1865,1865,,1865,1865,305-758-4187,,fixed,
1866,1866,,1865,1866,305-758-4187,,fixed,
1867,1867,,1865,1867,305-758-4187,,fixed,
1868,1868,,1865,1868,305-758-4187,,fixed,
1869,1869,,1869,1869,305-430-0085,,fixed,
1870,1870,,1869,1870,305-430-0085,,fixed,
1884,1884,,1884,1884,305-238-2729,,fixed,
1886,1886,,1886,1886,305-243-6001,,fixed,
1888,1888,,1888,1888,850-488-1850,,fixed,
1889,1889,,1888,1889,305-637-4500,,fixed,
1890,1890,,1888,1890,305-598-6938,,fixed,
1891,1891,,1888,1891,305-337-7077,,fixed,
1892,1892,,1888,1892,305-377-7182,,fixed,
1893,1893,,1893,1893,954-587-1008,,fixed,
1894,1894,,1893,1894,305-630-3334,,fixed,
1897,1897,,1893,1897,305-630-3334,,fixed,
1898,1898,,1898,1898,305-856-2547,109,fixed,
1904,1904,,1904,1904,800-342-2383,,fixed,
1905,1905,,1904,1905,954-772-8040,3053,fixed,
1967,1967,,1967,1967,305-932-8994,,fixed,
1970,1970,,1970,1970,305-953-5433,,fixed,
1972,1972,,1972,1972,305-663-7195,1112,fixed,
1974,1974,,1972,1974,305-663-7195,1121,fixed,
1980,1980,,1980,1980,305-642-7600,,fixed,
1983,1983,,1980,1983,305-642-7600,,fixed,
1984,1984,,1980,1984,305-642-7600,208,fixed,
1985,1985,,1985,1985,414-908-4953 x450,,fixed,
1986,1986,,1985,1986,305-994-9268,315,fixed,
1989,1989,,1989,1989,786-366-2784,,fixed,
1990,1990,,1989,1990,786-357-4255,,fixed,
1991,1991,,1991,1991,305-576-5001,,fixed,
1992,1992,,1991,1992,305-576-5001,,fixed,
1993,1993,,1991,1993,305-576-5001,,fixed,
1997,1997,,1991,1997,305-576-5001,,fixed,
1999,1999,,1991,1999,305-576-5001,,fixed,
2000,2000,,1991,2000,305-576-5001,,fixed,
2003,2003,,2003,2003,866-221-2268,,fixed,
2017,2017,,2017,2017,816-921-0909,,fixed,
2018,2018,,2017,2018,786-752-0845,,fixed,
2019,2019,,2019,2019,305-271-9000,252,fixed,
2021,2021,,2019,2021,305-271-9000,263,fixed,
2022,2022,,2019,2022,305-271-9000 x271,263,fixed,
2023,2023,,2019,2023,305-271-9000,263,fixed,
2028,2028,,2028,2028,786-243-1003,,fixed,
2029,2029,,2028,2029,305-278-2773,,fixed,
2030,2030,,2028,2030,305-278-2773,,fixed,
2031,2031,,2028,2031,305-278-2773,,fixed,
2033,2033,,2028,2033,305-278-2773,,fixed,
2034,2034,,2034,2034,877-242-4543,,fixed,
2035,2035,,2034,2035,305-956-9990,,fixed,
2036,2036,,2036,2036,305-374-9990 x100,,fixed,
2041,2041,,2041,2041,925-957-6223,,fixed,
2042,2042,,2041,2042,954-560-0326,,fixed,
2051,2051,,2051,2051,305-444-1944,,fixed,
2052,2052,,2051,2052,305-444-1944,306,fixed,
2054,2054,,2054,2054,305-704-0116,,fixed,
2055,2055,,2054,2055,305-704-0116,,fixed,
2056,2056,,2054,2056,305-704-0116,,fixed,
2057,2057,,2054,2057,305-704-0118,,fixed,
2058,2058,,2058,2058,323-291-9334,,fixed,
2060,2060,,2060,2060,305-899-8087,,fixed,
2061,2061,,2060,2061,305-899-8087,,fixed,
2062,2062,,2060,2062,305-899-8087,,fixed,
2063,2063,,2060,2063,305-899-8087,,fixed,
2070,2070,,2070,2070,305-350-7700,,fixed,
2072,2072,,2072,2072,786-201-7621,,fixed,
2073,2073,,2072,2073,786-201-7621,,fixed,
2074,2074,,2072,2074,786-201-7621,,fixed,
2075,2075,,2072,2075,786-201-7621,,fixed,
2076,2076,,2072,2076,786-201-7621,,fixed,
2077,2077,,2072,2077,786-201-7621,,fixed,
2078,2078,,2072,2078,786-201-7621,,fixed,
2079,2079,,2072,2079,786-201-7621,,fixed,
2082,2082,,2082,2082,305-514-6666,,fixed,
2084,2084,,2082,2084,305-592-1186,,fixed,
2085,2085,,2085,2085,202-466-6272,,fixed,
2091,2091,,2091,2091,305-243-1000,,fixed,
2098,2098,,2098,2098,305-653-2474,,fixed,
2100,2100,,2098,2100,305-653-2474,,fixed,
2101,2101,,2098,2101,305-653-2474,,fixed,
2104,2104,,2104,2104,305-573-1106,1650,fixed,
2106,2106,,2104,2106,305-573-1106,,fixed,
2107,2107,,2104,2107,305-573-1106,,fixed,
2108,2108,,2104,2108,305-573-1106,,fixed,
2109,2109,,2109,2109,305-891-3456,,fixed,
2110,2110,,2109,2110,305-891-3456,,fixed,
2117,2117,,2117,2117,305-330-5653,,fixed,
2121,2121,,2121,2121,305-971-0607,208,fixed,
2126,2126,,2126,2126,305-406-9467,,fixed,
2128,2128,,2126,2128,786-253-9289,,fixed,
2129,2129,,2129,2129,305-759-2752,,fixed,
2131,2131,,2131,2131,786-573-0061,,fixed,
2132,2132,,2131,2132,786-573-0061,,fixed,
2133,2133,,2133,2133,305-642-3870 x202,,fixed,
2135,2135,,2135,2135,888-680-6100,,fixed,
2145,2145,,2145,2145,305-687-3545,,fixed,
2146,2146,,2145,2146,305-687-3545,236,fixed,
2148,2148,,2148,2148,786-708-0836,,fixed,
2153,2153,,2153,2153,407-898-0787,,fixed,
2154,2154,,2153,2154,305-374-2233,,fixed,
2155,2155,,2153,2155,305-374-2233,,fixed,
2156,2156,,2153,2156,305-374-2233,,fixed,
2157,2157,,2157,2157,305-200-7492,,fixed,
2159,2159,,2159,2159,305-591-1606,,fixed,
2169,2169,,2169,2169,305-722-2502,,fixed,
2171,2171,,2171,2171,305-864-5553,,fixed,
2172,2172,,2171,2172,305-864-5553,14,fixed,
2176,2176,,2176,2176,305-704-0200,,fixed,
2177,2177,,2176,2177,305-704-0200,,fixed,
2178,2178,,2176,2178,305-704-0200,,fixed,
2179,2179,,2176,2179,305-704-0200,,fixed,
2180,2180,,2176,2180,305-704-0131,,fixed,
2181,2181,,2176,2181,305-493-9770,,fixed,
2182,2182,,2176,2182,305-704-0146,,fixed,
2183,2183,,2176,2183,305-704-0200,,fixed,
2184,2184,,2176,2184,305-493-9770,,fixed,
2185,2185,,2176,2185,305-704-0200,,fixed,
2186,2186,,2176,2186,305-255-7569,,fixed,
2187,2187,,2176,2187,305-704-0140,,fixed,
2188,2188,,2188,2188,941-205-2161,,fixed,
2190,2190,,2190,2190,305-947-3998,,fixed,
2192,2192,,2190,2192,305-948-4777,,fixed,
2193,2193,,2190,2193,305-948-4777,,fixed,
2194,2194,,2194,2194,866-487-2345,,fixed,
2195,2195,,2194,2195,866-487-2365,,fixed,
2197,2197,,2194,2197,800-204-2418,,fixed,
2198,2198,,2194,2198,954-424-4022,,fixed,
2199,2199,,2199,2199,727-210-4211,,fixed,
2206,2206,,2206,2206,877-487-2778,,fixed,
2208,2208,,2206,2208,877-487-2778,,fixed,
2209,2209,,2206,2209,888-407-4747,,fixed,
2210,2210,,2210,2210,305-751-8025,,fixed,
2212,2212,,2210,2212,305-354-4424,,fixed,
2213,2213,,2213,2213,305-809-5000,,fixed,
2221,2221,,2221,2221,800-522-0925,,fixed,
2223,2223,,2223,2223,305-576-5075,210,fixed,
2228,2228,,2228,2228,321-632-6688,204,fixed,
2230,2230,,2230,2230,888-236-4848,,fixed,
2231,2231,,2230,2231,888-236-4848,,fixed,
2235,2235,,2235,2235,305-325-1818 xOPT5,,fixed,
2237,2237,,2235,2237,305-325-1818 x309,307,fixed,
2240,2240,,2240,2240,410-423-0600,,fixed,
2241,2241,,2240,2241,954-496-0776,,fixed,
2242,2242,,2242,2242,305-200-8927,,fixed,
2245,2245,,2242,2245,305-625-8354,,fixed,
2255,2255,,2255,2255,211,,fixed,
2256,2256,,2255,2256,904-390-3200,,fixed,
2257,2257,,2257,2257,305-294-4857,,fixed,
2258,2258,,2257,2258,305-743-4800,,fixed,
2259,2259,,2259,2259,305-234-0490,,fixed,
2261,2261,,2259,2261,305-271-8790,,fixed,
2262,2262,,2259,2262,305-234-0490,,fixed,
2265,2265,,2265,2265,305-953-3397,,fixed,
2266,2266,,2265,2266,305-953-3397,,fixed,
2268,2268,,2268,2268,800-799-7233,,fixed,
2271,2271,,2271,2271,305-232-0499,,fixed,
