taxonomy_id,name,parent_id,parent_name
866,Licensing/Certification/Accreditation,1,
867,Community Based Preschools,3,
868,Small Business Financing,1,
869,Mammograms,1,
870,Low Income Home Loans,1,
871,Geriatric Counseling,1,
872,Caregiver Training,1,
873,Home Rental Listings,1,
874,Homelessness  Advocacy Groups,3,
875,Identity Theft Prevention,1,
876,Consumer Assistance and Protection,1,
877,Caregiver/Care Receiver Support Groups,3,
878,Relocation Assistance,1,
879,Immigration/Naturalization Legal Services,1,
880,Family Preservation Programs,1,
881,Medicare Part B Carriers,4,
882,Private Operating Foundations,3,
883,Psychiatrist Complaints,1,
884,Psychologist Complaints,1,
885,Mental Health Associations,3,
886,Crime and Trauma Cleaning,1,
887,Adult Child Sexual Abuse Counseling,1,
888,Home Management Instruction,1,
889,Child Abuse Hotlines,1,
890,Bone Mineral Density Tests,1,
891,Marriage Counseling,1,
892,Central Intake/Assessment for Substance Abuse,1,
893,Central Intake/Assessment for Alcohol Abuse,1,
894,Central Intake/Assessment for Drug Abuse,1,
895,Federal Tax Collection Agencies,3,
896,Tax Information,1,
897,Tax Fraud Reporting,1,
898,Food Stamps/SNAP,4,
899,Family Caregiver Subsidies,1,
900,Adult Protective Intervention/Investigation,1,
901,Protective Services,1,
902,Child Care Provider Licensing,1,
903,Local/Regional History Museums,3,
904,Travel Immunizations,1,
905,Organizational Training Services,2,
906,211 Systems,3,
907,Social Clubs/Events,3,
908,Business Development,1,
909,Guardians ad Litem,1,
910,Acting Instruction,1,
911,Playhouses,3,
912,Osteopathy,1,
913,Immigration Detention Centers,3,
914,General Education Advocacy,1,
915,Higher Education Awareness/Support Programs,1,
916,Local History Programs,1,
917,Community/Nature Area Cleanup/Enhancement Projects,1,
918,Plant/Tree Banks,3,
919,Marine Mammal Protection,1,
920,Public Health,1,
921,Delivery/Childbirth,1,
922,Tuberculosis Screening,1,
923,Speech and Language Evaluations,1,
924,Physical Fitness Assessment,1,
925,Veteran Education Benefits,1,
926,Veteran Home Loans,1,
927,Veteran Burial Benefits,4,
928,Pastoral Care,1,
929,Rehabilitation/Restorative Home Nursing,1,
930,Private Duty Home Nursing,1,
931,Enterostomal Therapy,1,
932,Nutrition Related Public Assistance Programs,1,
933,Public Libraries,3,
934,Library Audiovisual Services,1,
935,Children's Reading Clubs,3,
936,Crime Victim Accompaniment Services,1,
937,Personal/Grooming Supplies,1,
938,Burial/Cremation Expense Assistance,1,
939,Endoscopy,1,
940,General Laboratory Tests,1,
941,Medical Oncology,1,
942,Hyperbaric Chambers,1,
943,Swing Bed Care Facilities,3,
944,Spine Rehabilitation,1,
945,Wildlife Refuges,3,
946,Bingo,1,
947,Games,1,
948,Music Instruction,1,
949,Music Performances,1,
950,Child Development Classes,1,
951,Student Transportation Services,1,
952,Special Education Classes/Centers,3,
953,Welfare to Work Programs,1,
954,Job Development,1,
955,Colleges/Universities,3,
956,Community Colleges,3,
957,Local Automobile Transportation,1,
958,Housing Expense Assistance,1,
959,Sheriff,3,
960,Relapse Prevention Programs,1,
961,Out of Home Respite Care,1,
962,Citizenship and Immigration Medical Examinations,4,
963,Sports Participation Physical Examinations,1,
964,Orthodontics,1,
965,Dental Sealants,1,
966,Fluoride Treatments/Supplements,1,
967,Neonatal Care,1,
968,Developmental Screening,1,
969,Reverse Mortgage Programs,1,
970,Home Purchase/Mortgage Refinance Loans,1,
971,Legislation Information,1,
972,Directory Assistance,1,
973,Lead Poisoning Screening,1,
974,Foreign Language Newspapers,1,
975,Local/Regional Newspapers,1,
976,Organizational Assessment and Evaluation Support,1,
977,Networking/Relationship Building Support,1,
978,Organizational Planning and Development Support,1,
979,Secret Service,4,
980,Marshals Offices,3,
981,Postal Service Complaints,1,
982,Postal Crime Reporting,1,
983,Federal Bureau of Investigation,4,
984,Highway Patrol,3,
985,Ebola Control,1,
986,Influenza Control,1,
987,Sexually Transmitted Disease Control,1,
988,Tuberculosis Control,1,
989,Property Tax Information,1,
990,Election Information,1,
991,Voter Registration Drives,1,
992,Elections/Election Campaigns,1,
993,Children's/Adolescent Psychiatric Hospitals,3,
994,Adult Psychiatric Hospitals,3,
995,Family Based Services,1,
996,Utility Assistance,1,
997,Career Exploration,1,
998,Sign Language Interpretation,1,
999,American Sign Language Instruction,1,
1000,Education Advocacy Groups,3,
1001,Blood Banks,3,
1002,Blood Donor Stations,3,
1003,Teen Expectant/New Parent Assistance,1,
1004,Delousing/Body Parasite Treatment,1,
1005,Visiting Physician Services,1,
1006,Research Funds,1,
1007,Websites,1,
1008,Child Sexual Exploitation Reporting,1,
1009,Crisis Intervention Volunteer Opportunities,1,
1010,Helpline Volunteer Opportunities,1,
1011,Information and Referral Volunteer Opportunities,1,
1012,Suicide Prevention Volunteer Opportunities,1,
1013,Crisis Pregnancy Hotlines,1,
1014,Health Fairs,1,
1015,Disaster Donations Hotlines,1,
1016,Telephone Reassurance,1,
1017,General Health Education Programs,1,
1018,Drop In Child Care,1,
1019,Art Museums,3,
1020,Tax Appeals Filing Assistance,1,
1021,Wage Garnishment Assistance,1,
1022,Eviction Prevention Legal Assistance,1,
1023,Wildlife Rescue/Relocation,1,
1024,Federal Emergency Management Agency Offices,4,
1025,Bee Control,1,
1026,Veteran Aid and Attendance Benefits,4,
1027,Locator Aids,1,
1028,Community Calendars,1,
1029,Inpatient Medically Assisted Alcohol Detoxification,1,
1030,Inpatient Drug Detoxification,1,
1031,Alcoholism Related Recovery Homes/Halfway Houses,3,
1032,Drug Related Recovery Homes/Halfway Houses,3,
1033,Orientation and Mobility Training,1,
1034,Substance Abuse Day Treatment,1,
1035,Food Stamps/SNAP Applications,4,
1036,General Youth Employment Programs,1,
1037,Clubhouse Model Psychiatric Rehabilitation,1,
1038,Computer Distribution Programs,1,
1039,Disaster Claims Information,1,
1040,Parenting Helplines,1,
1041,Welfare Rights Assistance,1,
1042,Child Abuse Prevention,1,
1043,Medicaid Applications,4,
1044,Patient to Patient Networking,1,
1045,Pharmacology Research,1,
1046,Judo,1,
1047,Kickboxing,1,
1048,Tae Kwon Do,1,
1049,Yoga,1,
1050,Divorce Counseling,1,
1051,Problem Solving/Decision Making Skills Development,1,
1052,Psychiatric Occupational Therapy,1,
1053,Mental Health Occupational Therapy,1,
1054,College/University Campus Police,3,
1055,Life Coaching,1,
1056,Job Corps,4,
1057,Occupational Health and Safety,1,
1058,Community Involvement Programs,1,
1059,Donation Pickups,1,
1060,In Home Meal Preparation,1,
1061,Nursing Registries,1,
1062,Notary Public Services,1,
1063,AIDS/HIV/STD Prevention Supplies,1,
1064,Water Conservation Enforcement,1,
1065,Home Water Use Surveys,1,
1066,Baby Clothing,1,
1067,Aging/Older Adult Support Groups,3,
1068,Chronic Disease Self Management Programs,1,
1069,Asthma Clinics,1,
1070,Allergy Specialty,1,
1071,Advance Medical Directives,1,
1072,Traffic Bulletins/Information,1,
1073,Post Disaster Transportation Information,1,
1074,Road Closures Bulletins,1,
1075,Child Guidance,1,
1076,Federal Correctional Facilities,3,
1077,Family Counseling Agencies,3,
1078,Bullying Prevention,1,
1079,Public Defender,1,
1080,State Supreme Court,4,
1081,Identification Devices,1,
1082,Litter Cleanup Volunteer Opportunities,1,
1083,Wildlife Appreciation Societies,3,
1084,Modern Dance Instruction,1,
1085,Tap Dancing Instruction,1,
1086,Wild Animal Preservation/Protection,1,
1087,Wildlife Viewing Excursions,1,
1088,Boating,1,
1089,Zoos/Wildlife Parks,3,
1090,Self Defense Training,1,
1091,Substance Abuse Treatment Programs,1,
1092,Crisis Shelter,1,
1093,Poison Safety Education,1,
1094,Internet Service Providers,3,
1095,Hearing Aids,1,
1096,Community Disaster Education,1,
1097,Barbershop Singing Groups,3,
1098,Child Advocacy Centers,3,
1099,Personal Safety Education,1,
1100,Home Safety Evaluations,1,
1101,Safety Town Programs,4,
1102,Parochial Schools,3,
1103,Child Passenger Safety Seat Inspections,1,
1104,Child Abuse Medical Evaluations,1,
1105,Commemorative Events,1,
1106,Caregiver Counseling,1,
1107,Geriatric Medicine,1,
1108,Job Retraining,1,
1109,Work Clothing Donation Programs,1,
1110,Automobile Loans,1,
1111,Equestrian Therapy Volunteer Opportunities,1,
1112,Equestrian Therapy,1,
1113,Veteran Employment Programs,1,
1114,Veteran Compensation and Pension Benefits,4,
1115,Veteran Life Insurance,4,
1116,Veteran Reintegration Counseling,1,
1117,Clothing Donation Programs,1,
1118,General Furniture Provision,1,
1119,AIDS Drug Assistance Programs,1,
1120,Safer Sex Education,1,
1121,State Medicaid Waiver Programs,4,
1122,Physical Fitness,1,
1123,Pneumococcal Pneumonia Immunizations,1,
1124,Flu Vaccines,1,
1125,Beach Closures/Water Contact Advisories,1,
1126,Public Health Information/Inspection/Remediation,1,
1127,Water Quality Assurance,1,
1128,Tanning Facility Complaints,1,
1129,Mobile Home Complaints,1,
1130,Swimming Pool Complaints,1,
1131,Body Artist Complaints,1,
1132,Pediatric Hematology/Oncology,1,
1133,Radiology,1,
1134,Nutrition Assessment Services,1,
1135,Disability Related Social Clubs,3,
1136,Aging and Disability Resource Centers,4,
1137,Talklines/Warmlines,2,
1138,Shoe Donation Programs,1,
1139,Assistive Technology Equipment Repair,2,
1140,Arts Festivals,1,
1141,Ethnic/Cultural Festivals,1,
1142,Community Celebrations/Festivals,1,
1143,Forensic Psychiatry,1,
1144,Forensic Mental Health Evaluation,1,
1145,Street Outreach Programs,1,
1146,Mental Health Courts,3,
1147,Art Therapy,1,
1148,Pet Therapy,1,
1149,Telemedicine,1,
1150,Jail Diversion Programs for Mentally Ill Offenders,1,
1151,Semi-Independent Living Residences for Adults With Disabilities,3,
1152,Public Access Computers/Tools,1,
1153,Bicycle Safety Education,1,
1154,Tuition Assistance,1,
1155,Water Service Payment Assistance,1,
1156,Sterilization,1,
1157,Infertility Services,1,
1158,Urology,1,
1159,Planning/Coordinating/Advisory Groups,3,
1160,Artist Communities,3,
1161,Art Appreciation,1,
1162,Arts Associations,3,
1163,Senior Companion Program,4,
1164,Foster Grandparent Program,4,
1165,Adult Development Centers,3,
1166,Elder Law,1,
1167,Local Income Tax Information,1,
1168,Animal Licenses,1,
1169,Medication Information/Management,1,
1170,Automobile Payment Assistance,1,
1171,Automobile Insurance Payment Assistance,1,
1172,Gas Service Payment Assistance,1,
1173,Y Facilities,3,
1174,Arts and Culture Volunteer Opportunities,1,
1175,Arts Centers,3,
1176,Art Galleries/Exhibits,3,
1177,Children's Theater Productions,1,
1178,Book/Magazine Donation Programs,1,
1179,Instructional Support Funds,1,
1180,Program Development Funds,1,
1181,Comprehensive Job Assistance Centers,3,
1182,Wellness Programs,1,
1183,Career Awareness,1,
1184,General Health Insurance Information/Counseling,1,
1185,Community Foundations,3,
1186,Board Organization Assistance,1,
1187,Grant Administration Assistance,1,
1188,Breast Self Examination Instruction,1,
1189,Colorectal Cancer Detection,1,
1190,Weight Management,1,
1191,Hepatitis Testing,1,
1192,Sexual/Love Addiction Support Groups,3,
1193,Conservation,1,
1194,Day Cruises,1,
1195,Residential Treatment Facilities,3,
1196,Residential Substance Abuse Treatment Facilities,3,
1197,Cultural Awareness/Competencies Training,1,
1198,Botanical Gardens/Arboreta,3,
1199,Faith Based Youth Programs,1,
1200,Religious Study Groups,1,
1201,Religious Activities,1,
1202,Addiction Psychiatry,1,
1203,Community Crime Prevention Programs,1,
1204,Personal Property Identification Registries,1,
1205,Firearm Permit Fingerprinting,1,
1206,Employment Related Fingerprinting,1,
1207,Adoption Related Fingerprinting,1,
1208,Directory/Resource List Publication,1,
1209,Continuing Education,1,
1210,Veteran Support Groups,3,
1211,Motor Vehicle Registration,1,
1212,Disability Parking Permits,1,
1213,Business Tax Information,1,
1214,General Mental Health Information/Education,1,
1215,Pathology and Laboratory Medicine,1,
1216,Nephrology,1,
1217,Intravenous Medication,1,
1218,Special Olympics,4,
1219,Fire Prevention Information,1,
1220,Instructional Support Services,1,
1221,Braille Materials/Collections,1,
1222,Recordings for the Blind and Dyslexic,1,
1223,Disability Related Libraries,3,
1224,Household Safety Programs,1,
1225,Juvenile Firesetter Intervention Programs,1,
1226,General Paratransit/Community Ride Programs,1,
1227,Food Pantries,3,
1228,Meditation,1,
1229,Summer Food Service Programs,4,
1230,Thanksgiving Meals,1,
1231,Legal Information Lines,1,
1232,Temporary Employment,1,
1233,Domestic Violence Motel Vouchers,1,
1234,On the Job Training,2,
1235,Electric Service Payment Assistance,1,
1236,Loan Counseling,1,
1237,Substance Abuse Treatment Orders,1,
1238,Periodontics,1,
1239,Oral/Maxillofacial Surgery,1,
1240,Endodontics,1,
1241,Dental Bridges,1,
1242,Dental Implants,1,
1243,Cosmetic Dentistry,1,
1244,Radio Stations,3,
1245,Transportation Advocacy Groups,1,
1246,Cycling Equipment,1,
1247,Historic Districts/Sites,3,
1248,History Museums,3,
1249,Labor Relations,1,
1250,General Benefits Assistance,1,
1251,Citizenship Assistance Centers,3,
1252,Families of Inmates Support Groups,3,
1253,Human Trafficking Hotlines,1,
1254,Interpretation/Translation,1,
1255,Student Disability Services,1,
1256,Higher Education Bridge Programs,1,
1257,Benefits Screening,1,
1258,Tax Preparation Assistance,1,
1259,New Dad Parenting Programs,1,
1260,Incontinence Management Programs,1,
1261,WIOA Programs,4,
1262,Vocational/Trade High Schools,3,
1263,High School Vocational Education Courses,1,
1264,Developmental Disabilities Activity Centers,3,
1265,Film Presentations,1,
1266,Community Theater Groups,3,
1267,Prepared Childbirth,1,
1268,Disaster Related Clothing/Emergency Supplies,1,
1269,Disaster Related Drinking Water,1,
1270,Disaster Recovery Services,1,
1271,Gay/Lesbian/Bisexual/Transgender Community Centers,3,
1272,Colposcopy,1,
1273,Street Outreach Volunteer Opportunities,1,
1274,Pre-Employment Background Checks,1,
1275,Criminal Record Expungement Assistance,1,
1276,Gender Identity Counseling,1,
1277,Housing Advocacy Groups,3,
1278,Economic Self Sufficiency Programs,1,
1279,Long Term Home Health Care,1,
1280,Prescription Drug Discount Cards,1,
1281,Native American Traditional Healing,1,
1282,Spiritual Healing,1,
1283,Music Groups,3,
1284,Therapeutic Visitation,1,
1285,Specialized Counseling Services,1,
1286,Small Business Health Options Programs,1,
1287,Navigator Programs,1,
1288,Federal Health Insurance Marketplace Call Center/Website,1,
1289,Certified Application Counselor Programs,1,
1290,Affordable Care Act Qualified Health Plans,1,
1291,Health Insurance Marketplaces,3,
1292,Attendant Services for People With Disabilities,1,
1293,At Risk/Homeless Housing Related Assistance Programs,1,
1294,Military Transition Assistance Programs,1,
1295,Emotions Anonymous Support Groups,3,
1296,Federal Government Information Lines,1,
1297,State Government Information Lines,1,
1298,Service Clubs,3,
1299,Alumni Education,1,
1300,Food Donation Programs,1,
1301,Sailing,1,
1302,Marine Conservation,1,
1303,Literacy Volunteer Opportunities,1,
1304,Local Transit Fare,1,
1305,Runaway/Homeless Youth Counseling,1,
1306,Mobile Dental Care,1,
1307,Public Special Schools,3,
1308,Health Care Discount Enrollment Programs,1,
1309,Homeless School Transition Programs,1,
1310,Mortgage Payment Assistance,1,
1311,Health Related Advocacy Groups,3,
1312,Special Needs Job Development,1,
1313,State Government Agencies,3,
1314,Foreclosure Records,1,
1315,Civil State Trial Courts,3,
1316,Foreclosure Filing Offices,3,
1317,Criminal State Trial Courts,3,
1318,Drug Courts,3,
1319,Braille Transcription,1,
1320,Language Interpretation,1,
1321,Language Translation,1,
1322,Early Head Start,4,
1323,Alcohol Related Crisis Intervention,1,
1324,Drug Related Crisis Intervention,1,
1325,Indoor Home Safety Education,1,
1326,Breast Pumps,1,
1327,Child Abuse Support Groups,3,
1328,Dialectical Behavior Therapy,1,
1329,Eye Movement Desensitization and Reprocessing,1,
1330,Nonprofit Corporation Development,1,
1331,Substance Abuse Crisis Intervention,1,
1332,RSVP Program,4,
1333,Audiology,1,
1334,Formula/Baby Food,1,
1335,Maternity Clothing,1,
1336,Baby Clothing/Diaper Donation Programs,1,
1337,Religious Service Projects,1,
1338,Youth Community Service Programs,1,
1339,Wilderness Therapy Programs,1,
1340,Landscaping Services,1,
1341,Home Rehabilitation Services,1,
1342,General Minor Home Repair Programs,1,
1343,Storm Window/Shutter Installation/Removal,1,
1344,Weatherization Programs,1,
1345,Self Representation Assistance,2,
1346,Divorce/Custody Investigation,1,
1347,Estate Planning Assistance,1,
1348,Probate Courts,3,
1349,Affordable Care Act Insurance Information/Counseling,1,
1350,Certificates/Forms Assistance,1,
1351,Traffic Courts,3,
1352,Driver License Reinstatement Assistance,1,
1353,Family Justice Centers,3,
1354,Special Needs Registries,1,
1355,Evacuation Centers,3,
1356,County Offices of Emergency Services,3,
1357,Disaster Warnings,1,
1358,After School Meal Programs,1,
1359,Palliative Care,1,
1360,Youth Citizenship Programs,1,
1361,Personal/Grooming Supplies Donation Programs,1,
1362,School Supplies Donation Programs,1,
1363,Bookmobiles,1,
1364,Dentures,1,
1365,Day Treatment for Adults With Developmental Disabilities,1,
1366,Christmas Baskets,1,
1367,Gymnasiums,3,
1368,Swimming Facilities,3,
1369,Youth Court Volunteer Opportunities,1,
1370,Long Distance Bus Fare,1,
1371,Gas Money,1,
1372,Automobile Donation Programs,1,
1373,Household Goods Donation Programs,1,
1374,Disability Benefits,1,
1375,Hygiene,1,
1376,ALS Clinics,1,
1377,Organ Procurement Organizations,3,
1378,Medical Schools,3,
1379,Laundry Facilities,3,
1380,In Home Assistance Registries,1,
1381,Home Nursing,1,
1382,Inmate Visitation Programs,1,
1383,Health Statistics,1,
1384,Tuberculosis Clinics,1,
1385,Disease Specific Communicable Disease Control,1,
1386,Emergency Transportation for Commuters,1,
1387,Psychiatric Inpatient Units,3,
1388,Doula Services,1,
1389,Expectant/New Parent Assistance,1,
1390,Protective/Restraining Orders,1,
1391,Memory Screening,1,
1392,Dementia Evaluation,1,
1393,State Prisons,3,
1394,Pet Care Supplies,1,
1395,Pet Food,1,
1396,Veterinary Referral Services,1,
1397,Sick Animal Care,1,
1398,Kindergartens,3,
1399,Program Evaluation,1,
1400,Biofeedback,1,
1401,Disaster Preparedness,1,
1402,Geriatric Occupational Therapy,1,
1403,Birthday Programs,1,
1404,Oral Health Education/Information,1,
1405,Team Building Activities,1,
1406,Climate Change Prevention Programs,1,
1407,Community Development Corporations,3,
1408,Travel Directions/Trip Planning,1,
1409,Relinquishment for Adoption Assistance and Support,1,
1410,Utility Disconnection Protection,1,
1411,Land Banks/Trusts,3,
1412,Auditory/Verbal Training,1,
1413,Sensory Integration Therapy,1,
1414,Auditory Integration Training,1,
1415,Bullying Helplines,1,
1416,Internet Crime Reporting,1,
1417,Staff Orientation and Training Development,1,
1418,Animal Food/Supplies Donation Programs,1,
1419,Sex Offender Counseling,1,
1420,Comprehensive Family Law Services,1,
1421,Health/Disability Related Counseling,1,
1422,College/University Entrance Examination Preparation,1,
1423,Study Skills Assistance,1,
1424,Educational Therapy,1,
1425,Popular Dancing Instruction,1,
1426,Occupation Specific Job Training,1,
1427,Vaginal Birth After Cesarean Classes,1,
1428,Sibling Birth Preparation Programs,1,
1429,Commodity Supplemental Food Program,4,
1430,Absentee Ballots,1,
1431,Voter Registration Offices,3,
1432,Chess,1,
1433,Public Preschools,3,
1434,Insulin Injection Supplies,1,
1435,Home Glucose Monitoring Systems,1,
1436,General Recreational Activities/Sports,1,
1437,Disability Related Sports,1,
1438,Recreational Facilities,3,
1439,Summer School Programs,1,
1440,Softball,1,
1441,Maternity Homes,3,
1442,Maternity Clothing Donation Programs,1,
1443,Private Health Insurance,1,
1444,Medical Social Work,1,
1445,Family Camps,1,
1446,Section 8 Housing Choice Vouchers,4,
1447,Section 8/Rental Assistance Program Rental Listings,4,
1448,Home Telemedicine,1,
1449,Professional Continuing Education,1,
1450,Underwear/Sleepwear,1,
1451,Telecommunication Relay Services,1,
1452,Anonymous HIV Testing,1,
1453,County Clerk of the Courts Offices,3,
1454,Adoption and Foster/Kinship Care Support Groups,3,
1455,Full Fare Transit Passes,1,
1456,Relief from Removal/Other Immigration Relief,1,
1457,Work Permits,1,
1458,Child Passenger Safety Education,1,
1459,Non-Emergency Crime Reporting,1,
1460,Blogging/Microblogging Web Services,1,
1461,Small Claims Advisory Programs,1,
1462,Probate Petition Filing Offices,3,
1463,Juvenile Courts,3,
1464,Specialized State Courts,3,
1465,Pretrial Service Agencies,3,
1466,Probation,1,
1467,Process Services,1,
1468,County Board of Supervisors Offices,3,
1469,School Supplies,1,
1470,Eye Examinations,1,
1471,Friendly Visiting,1,
1472,Escort Programs,1,
1473,Behavioral Learning Therapy,1,
1474,Adoptive Home Studies,1,
1475,Parental Visitation Monitoring,1,
1476,Language Therapy,1,
1477,Children's Clothing Donation Programs,1,
1478,Hazardous Materials Control,1,
1479,Recovery Homes/Halfway Houses,3,
1480,AARP Tax Aide Program Sites,4,
1481,Resume Preparation Assistance,1,
1482,Veterinary Care Expense Assistance,1,
1483,Clinical Trials Research Projects,1,
1484,Credentialing Program Evaluation,1,
1485,Complaint Issuance,1,
1486,Existential Therapy,1,
1487,Transpersonal Therapy,1,
1488,Solution Focused Therapy,1,
1489,Pest Information,1,
1490,Veteran Outpatient Clinics,3,
1491,Respiratory Therapy,1,
1492,VITA Program Sites,4,
1493,Rational Emotive Therapy,1,
1494,Marriage and Family Therapist Referrals,1,
1495,Fellowships,1,
1496,Integrated Dual Diagnosis Treatment,1,
1497,Bowling,1,
1498,Veteran Pension Program,4,
1499,Kinship Care,1,
1500,Supportive Housing Placement/Referral,1,
1501,Utility Disconnection Notification,1,
1502,Dog Obedience Classes,1,
1503,Funding,1,
1504,Walking Aids,1,
1505,Manual Wheelchairs,1,
1506,Midwifery,1,
1507,Birthing Centers,3,
1508,School District Police,3,
1509,Special Preschools,3,
1510,TANF Applications,4,
1511,Critical Incident Stress Debriefing,1,
1512,Brain Injury Assessment,1,
1513,Infectious Disease Specialty,1,
1514,School Complaints,1,
1515,Public Facility Health Inspection,1,
1516,Stipends for Student Living Expenses,1,
1517,Weather Reports,1,
1518,Weather Advisories,1,
