id,service_id,location_id,url,email
1733,1733,1733,,
1734,1734,1734,,
1741,1741,1741,www.aidsinfo.nih.gov,
1744,1744,1744,http://www.redcross.org/take-a-class,
1746,1746,1746,http://www.redcross.org/find-help/contact-family/find-family-after-war-international-disaster,
1747,1747,1747,www.miamiredcross.org,
1748,1748,1748,http://www.redcross.org/fl/miami/local-services/armed-forces,
1752,1752,1752,www.ciaministries.com,
1753,1753,1753,www.ciaministries.com,
1754,1754,1754,www.fathersforequalrights-miami.org,
1756,1756,1756,www.sicklecelldisease.org,
1757,1757,1757,http://sicklecellmiami.org/,
1786,1786,1786,www.ecuadormiami.com,
1813,1813,1813,,
1817,1817,1817,www.fda.gov,
1818,1818,1818,www.fda.gov,
1819,1819,1819,www.ncvc.org,
1822,1822,1822,www.biaf.org,
1824,1824,1824,portstluciehospitalinc.com,
1825,1825,1825,suicidepreventionlifeline.org,
1828,1828,1828,http://www.mailmancenter.org/ATservices.htm,
1831,1831,1831,www.chapmanpartnership.org/,
1832,1832,1832,www.chapmanpartnership.org/,
1835,1835,1835,www.adoptflorida.com,
1840,1840,1840,www.mailmancenter.org,
1843,1843,1843,http://pediatrics.med.miami.edu/mailman-center/clinical-services/developmental-behavioral-pediatrics/,
1845,1845,1845,pediatrics.med.miami.edu,
1846,1846,1846,www.pediatrics.med.miami.edu,
1851,1851,1851,http://pediatrics.med.miami.edu/mailman-center/clinical-services/developmental-behavioral-pediatrics/behavioral-pediatrics-clinic,
1853,1853,1853,www.eveabortioncarespecialists.com,
1855,1855,1855,www.eveabortioncarespecialists.com,
1857,1857,1857,http://www.cityofwestmiamifl.com/community-center.html,
1859,1859,1859,www.eyecareamerica.org,
1860,1860,1860,www.eyecareamerica.org,
1861,1861,1861,,
1866,1866,1866,,
1867,1867,1867,,
1868,1868,1868,,
1884,1884,1884,www.sfys.net,
1886,1886,1886,www.miamiproject.miami.edu,
1890,1890,1890,www.djj.state.fl.us,
1891,1891,1891,www.djj.state.fl.us,
1892,1892,1892,www.djj.state.fl.us,
1894,1894,1894,www.chrysaliscenter.org,
1897,1897,1897,www.chrysaliscenter.org,
1898,1898,1898,,
1905,1905,1905,http://www.diabetes.org/in-my-community/local-offices/fort-lauderdale/,
1970,1970,1970,lifeimpactinc.org,
1972,1972,1972,www.yesinstitute.org,
1974,1974,1974,www.yesinstitute.org,
1983,1983,1983,www.regishouse.org,
1984,1984,1984,www.regishouse.org,
1986,1986,1986,www.mdahec.org,
1990,1990,1990,h2oboxing.com,
1991,1991,1991,catalystmiami.org,
1992,1992,1992,www.catalystmiami.org,
1993,1993,1993,www.catalystmiami.org,
1997,1997,1997,http://catalystmiami.org/our-work/lead/,
1999,1999,1999,www.catalystmiami.org,
2000,2000,2000,www.catalystmiami.org,
2003,2003,2003,samaritansfl.org/,
2018,2018,2018,miamifca.org,
2021,2021,2021,http://www.alperjcc.org/,
2022,2022,2022,www.alperjcc.org,
2023,2023,2023,http://www.alperjcc.org,
2028,2028,2028,http://www.newhopecorp.org/,
2029,2029,2029,http://www.newhopecorp.org/,
2030,2030,2030,http://www.newhopecorp.org/,
2035,2035,2035,www.chailifeline.org/southeast,
2036,2036,2036,www.traumaresolutioncenter.net,
2042,2042,2042,www.holiday-project.org,
2051,2051,2051,dfsmiami.org,
2052,2052,2052,dfsmiami.org,
2055,2055,2055,www.advocateprogram.org,
2056,2056,2056,www.advocateprogram.org,
2057,2057,2057,www.advocateprogram.org,
2058,2058,2058,http://www.bbala.org/,
2061,2061,2061,www.glbtqalliance.org,
2062,2062,2062,www.glbtqalliance.org,
2063,2063,2063,www.glbtqalliance.org,
2070,2070,2070,http://www.miamichamber.com/,
2073,2073,2073,firststepmobileservices.com,
2074,2074,2074,firststepmobileservices.com,
2075,2075,2075,firststepmobileservices.com,
2076,2076,2076,firststepmobileservices.com,
2077,2077,2077,firststepmobileservices.com,
2078,2078,2078,www.firststepmobileservices.com,
2079,2079,2079,firststepmobileservices.com,
2084,2084,2084,www.miamidade.gov/pubworks,
2085,2085,2085,www.ncpc.org,
2091,2091,2091,www.sylvester.org,
2100,2100,2100,www.adoptionflorida.org,
2101,2101,2101,www.adoptionflorida.org,
2106,2106,2106,www.aijustice.org,
2107,2107,2107,www.aijustice.org,
2108,2108,2108,www.aijustice.org,
2110,2110,2110,www.flfilminstitute.org,
2117,2117,2117,http://www.fcmiami.org/,
2121,2121,2121,www.dfyit.org,
2128,2128,2128,specialolympicsflorida.org/miami-dade/,
2132,2132,2132,www.littleangelsacd.com,
2135,2135,2135,www.ariselife-skills.org,
2146,2146,2146,http://www.olcdc.org/hfsrehabloans.php,
2148,2148,2148,www.healthcouncil.org,
2154,2154,2154,www.bestbuddiesflorida.org,
2155,2155,2155,www.bestbuddiesflorida.org,
2156,2156,2156,www.bestbuddiesflorida.org,
2157,2157,2157,www.wesupportvets.org,
2159,2159,2159,www.hospicesouthflorida.org,
2169,2169,2169,http://www.valuecareathome.com/,
2172,2172,2172,http://www.aleph-institute.org/prison-programs.html,
2177,2177,2177,www.advocateprogram.org,
2178,2178,2178,www.advocateprogram.com,
2179,2179,2179,www.advocateprogram.org,
2180,2180,2180,www.advocateprogram.org,
2181,2181,2181,www.advocateprogram.org,
2182,2182,2182,www.advocateprogram.org,
2183,2183,2183,www.advocateprogram.org,
2184,2184,2184,www.advocateprogram.org,
2185,2185,2185,www.advocateprogram.org,
2186,2186,2186,www.advocateprogram.org,
2187,2187,2187,www.advocateprogram.org,
2192,2192,2192,www.artsballettheatre.org,
2193,2193,2193,www.artsballettheatre.org,
2195,2195,2195,http://www.dol.gov/dol/contact/contact-phonecallcenter.htm,
2197,2197,2197,www.dol.gov,
2198,2198,2198,dol.gov/ebsa/,
2199,2199,2199,www.211tampabay.org,
2208,2208,2208,http://travel.state.gov/passport/npic/agencies/agencies_910.html,
2209,2209,2209,www.travel.state.gov/,
2210,2210,2210,www.cilsf.org,
2212,2212,2212,www.soflacil.org,
2213,2213,2213,www.wesleyhouse.org,
2221,2221,2221,www.9to5.org,
2223,2223,2223,www.peaceeducation.org,
2228,2228,2228,www.211brevard.org,
2231,2231,2231,www.gamblinghelp.org,
2237,2237,2237,http://www.fdlrs-um.org/,
2241,2241,2241,www.fightblindness.org,
2245,2245,2245,www.mariancenterschool.org,
2255,2255,2255,http://www.unitedwaynefl.org/,
2258,2258,2258,www.fkspca.org,
2261,2261,2261,www.cbc4autism.org,
2262,2262,2262,www.cbc4autism.org,
2266,2266,2266,www.teenupwardbound.com,
2268,2268,2268,www.thehotline.org/,
2272,2272,2272,,
2291,2291,2291,www.dna-testingsouthflorida.com,
2292,2292,2292,www.dna-testingsouthflorida.com,
2294,2294,2294,www.newjerusalemcdc.org,
2295,2295,2295,www.newjerusalemcdc.org,
2297,2297,2297,www.ncfh.org,
2299,2299,2299,http://www.miamibethany.org/,
2301,2301,2301,www.familymedicine.med.miami.edu/,
2302,2302,2302,www.familymedicine.med.miami.edu/,
2308,2308,2308,www.baptisthealth.net,
2336,2336,2336,www.baptisthealth.net,
2343,2343,2343,www.baptisthealth.net,
2352,2352,2352,www.freewebs.com/kidzcity2008,
2353,2353,2353,www.freewebs.com/kidzcity2008,
2360,2360,2360,www.1800runaway.org,
2362,2362,2362,www.joylifecenter.com,
2372,2372,2372,www.miamigov.com,
2389,2389,2389,www.abettersouthflorida.org,
2391,2391,2391,www.collierspayneuter.org,
2403,2403,2403,americanchildrensorchestras.org,
2404,2404,2404,www.americanchildrensorchestras.org,
2409,2409,2409,www.legalaid.org/Collier,
2411,2411,2411,www.ywca-miami.org,
2413,2413,2413,www.ywca-miami.org,
2414,2414,2414,www.ywca-miami.org,
2417,2417,2417,www.ywca-miami.org,
2421,2421,2421,www.ycoop.org,
2422,2422,2422,www.ycoop.org,
2423,2423,2423,www.ycoop.org,
2426,2426,2426,www.ycoop.org,
2432,2432,2432,www.ymcamiami.org,
2437,2437,2437,www.ymcamiami.org,
2439,2439,2439,www.ymcamiami.org,
2441,2441,2441,www.ymcamiami.org,
2446,2446,2446,www.ymcamiami.org,
2451,2451,2451,www.ymcamiami.org,
2452,2452,2452,www.ymcamiami.org,
2453,2453,2453,www.ymcamiami.org,
2454,2454,2454,www.ymcamiami.org,
2455,2455,2455,www.ymcamiami.org,
2459,2459,2459,www.ymcamiami.org,
2462,2462,2462,www.kwtransit.com,
2475,2475,2475,cityyear.org,
2478,2478,2478,www.wecareofsouthdade.org,
2487,2487,2487,http://www.vvhsc.com/DHOME.html,
2489,2489,2489,www.ayudamiami.org,
2490,2490,2490,www.ayudamiami.org,
2491,2491,2491,www.ayudamiami.org,
2493,2493,2493,pediatrics.med.miami.edu/debbie-school/,
2494,2494,2494,pediatrics.med.miami.edu/debbie-school/,
2497,2497,2497,www.nhssf.org,
2498,2498,2498,www.nhssf.org,
2501,2501,2501,,
2505,2505,2505,www.fcaafamily.org,
2506,2506,2506,www.fcaafamily.org,
2507,2507,2507,www.fcaafamily.org,
2508,2508,2508,www.fcaafamily.org,
2509,2509,2509,,
2516,2516,2516,www.kingdomacademyschool.com,
2518,2518,2518,www.cancer.org,
2524,2524,2524,www.fkcs.org,
2526,2526,2526,www.fkcs.org,
2533,2533,2533,,
2534,2534,2534,www.richmondperrineoptimist.org,
2535,2535,2535,www.richmondperrineoptimist.org,
2536,2536,2536,,
2537,2537,2537,,
2538,2538,2538,www.richmondperrineoptimist.org,
2539,2539,2539,,
2540,2540,2540,,
2541,2541,2541,www.richmondperrineoptimist.org,
2542,2542,2542,www.kwbgonline.org,
2547,2547,2547,www.keysso.net/commrelations/stoppers/stoppers.htm,
2550,2550,2550,www.jpmcentre.org,
2553,2553,2553,www.miamidade.gov/parks,
2554,2554,2554,www.miamidade.gov/parks,
2556,2556,2556,www.miamidade.gov/parks,
2557,2557,2557,www.miamidade.gov,
2559,2559,2559,www.miamidade.gov/parks,
2560,2560,2560,www.miamidade.gov/parks,
2562,2562,2562,www.miamidade.gov,
2563,2563,2563,http://www.miamidade.gov/parks/eureka-villas.asp,
2565,2565,2565,http://www.miamidade.gov/parks/,
2567,2567,2567,www.miamidade.gov,
2569,2569,2569,www.miamidade.gov/parks,
2570,2570,2570,www.miamidade.gov/parks,
2571,2571,2571,www.miamidade.gov,
2573,2573,2573,www.miamidade.gov/parks,
2574,2574,2574,www.miamidade.gov/parks,
2575,2575,2575,www.miamidade.gov,
2576,2576,2576,www.miamidade.gov/parks,
2578,2578,2578,www.miamidade.gov,
2580,2580,2580,www.miamidade.gov,
2581,2581,2581,www.miamidade.gov/park,
2583,2583,2583,www.miamidade.gov/parks,
2584,2584,2584,www.miamidade.gov/parks,
2585,2585,2585,www.miamidade.gov/parks,
2588,2588,2588,www.miamidade.gov,
2589,2589,2589,www.miamidade.gov/parks,
2590,2590,2590,www.miamidade.gov/parks/activities-after-school.asp,
2592,2592,2592,www.miamidade.gov/parks,
2598,2598,2598,www.resolutioncounselingctr.com,
2599,2599,2599,resolutioncounselingctr.com,
2603,2603,2603,www.branchesfl.org,
2605,2605,2605,www.branchesfl.org,
2606,2606,2606,http://branchesfl.org/home/programs-2/achieve/assets,
2607,2607,2607,www.branchesfl.org/home/programs-2/achieve/united-way-cfs/,
2609,2609,2609,www.miamiplasticsurgery.com,
2614,2614,2614,http://www.abcdbreastcancersupport.org/,
2618,2618,2618,www.miamichildrensmuseum.org,
2620,2620,2620,www.miamichildrensmuseum.org,
2628,2628,2628,www.amigosforkids.org,
2629,2629,2629,www.amigosforkids.org,
2634,2634,2634,www.adultseniorplacement.com,
2639,2639,2639,http://www.floridashine.org/,
2647,2647,2647,www.salvationarmynaples.org,
2651,2651,2651,injuryfree.org,
2653,2653,2653,www.miamibeachfl.gov,
2655,2655,2655,http://web.miamibeachfl.gov/commservices/scroll.aspx?id=17250,
2661,2661,2661,www.fanm.org,
2662,2662,2662,www.fanm.org,
2663,2663,2663,www.fanm.org,
2667,2667,2667,www.southflorida.easterseals.com,
2668,2668,2668,www.southflorida.easterseals.com,
2669,2669,2669,www.miami.easterseals.com,
2670,2670,2670,www.southflorida.easterseals.com,
2671,2671,2671,www.southflorida.easterseals.com,
2672,2672,2672,www.miami.easterseals.com,
2673,2673,2673,www.easterseals.com/southflorida,
2676,2676,2676,www.easterseals.com/southflorida,
2677,2677,2677,www.southflorida.easterseals.com,
2682,2682,2682,http://dominican-american.org/,
2684,2684,2684,http://dominican-american.org/,
2692,2692,2692,www.larkinhospital.com,
2694,2694,2694,ucpsouthflorida.org/our-programs/ucp-of-miami/residential-services,
2695,2695,2695,www.ucpmiamitla.org,
2696,2696,2696,http://www.ucpmiamiadt.org/,
2700,2700,2700,http://www.ucpsouthflorida.org/ourprograms/ucp-of-miami/diamondmindsacademy/afterschool/,
2701,2701,2701,http://www.ucpsouthflorida.org/ourprograms/ucp-of-miami/diamondmindsacademy/afterschool/,
2704,2704,2704,http://nvpusahealth.com/,
2715,2715,2715,urgentinc.org,
2716,2716,2716,www.urgentinc.org,
2718,2718,2718,www.peacemakers.com,
2720,2720,2720,www.peacemakers.com,
2723,2723,2723,safelinkwireless.com,
2728,2728,2728,www.sfasas.org,
2734,2734,2734,sfasas.org,
2745,2745,2745,www.sfasas.org,
2753,2753,2753,www.sfasas.org,
2754,2754,2754,www.TheOnItFoundation.org,
2758,2758,2758,http://www.thethinkingchildacademy.com/,
2760,2760,2760,walksafe.us,
2761,2761,2761,http://pediatrics.med.miami.edu/mailman-center/research/care,
2767,2767,2767,familycentral.org,
2774,2774,2774,www.hopeformiami.org,
2777,2777,2777,www.hopeformiami.org,
2783,2783,2783,www.overtownyouth.org,
2788,2788,2788,www.partnershipcenter.usf.edu,
2806,2806,2806,http://www.miamidade.gov/juvenileservices/,
2809,2809,2809,http://www.miamidade.gov/juvenileservices/prevention-services.asp,
2811,2811,2811,www.concernedafricanwomen.org,
2812,2812,2812,www.concernedafricanwomen.org,
2813,2813,2813,www.concernedafricanwomen.org,
2817,2817,2817,www.girlpowerrocks.org,
2819,2819,2819,http://www.miamibeachfl.gov/tcd/,
2822,2822,2822,www.firstservemiami.org,
2828,2828,2828,www.ccadm.org,
2829,2829,2829,www.ccadm.org,
2835,2835,2835,http://www.ccadm.org/our-ministries/refugee-services/unaccompanied-minors/,
2842,2842,2842,www.ccadm.org,
2843,2843,2843,www.ccadm.org,
2845,2845,2845,www.ccadm.org,
2846,2846,2846,http://www.ccadm.org/our-ministries/refugee-services/,
2848,2848,2848,www.ccadm.org,
2851,2851,2851,www.ccadm.org,
2852,2852,2852,www.ccadm.org,
2855,2855,2855,http://www.ccadm.org/our-ministries/housing-shelter-services/new-life/,
2857,2857,2857,www.christopherreeve.org,
2859,2859,2859,http://www.bgcmia.org/content/northwest-club,
2860,2860,2860,http://www.bgcmia.org/content/hank-kline-club,
2861,2861,2861,http://www.bgcmia.org/content/kendall-club,
2862,2862,2862,http://www.bgcmia.org/content/south-beach-club,
2863,2863,2863,http://www.bgcmia.org/content/gwen-cherry-club,
2867,2867,2867,www.thetrevorproject.org,
2870,2870,2870,www.womenoftomorrow.org,
2874,2874,2874,www.arcsofla.org,
2875,2875,2875,www.arcsofla.org,
2876,2876,2876,www.arcsofla.org,
2877,2877,2877,www.arcsofla.org,
2879,2879,2879,arcsofla.org,
2880,2880,2880,thearcsofla.org,
2881,2881,2881,arcsofla.org,
2885,2885,2885,arcsofla.org,
2892,2892,2892,www.aspirafl.org,
2894,2894,2894,www.aspirafl.org,
2895,2895,2895,www.aspirafl.org,
2897,2897,2897,www.abriendopuertasfl.org,
2898,2898,2898,www.abriendopuertasfl.org,
2899,2899,2899,abriendopuertasfl.org,
2900,2900,2900,abriendopuertasfl.org,
2901,2901,2901,abriendopuertasfl.org,
2902,2902,2902,www.abriendopuertas.org,
2903,2903,2903,www.abriendopuertasfl.org,
2904,2904,2904,abriendopuertasfl.org,
2905,2905,2905,www.fleb.org,
2909,2909,2909,www.hialeahfl.gov,
2910,2910,2910,www.hialeahfl.gov,
2911,2911,2911,www.hialeahfl.gov,
2912,2912,2912,www.hialeahfl.gov,
2913,2913,2913,www.hialeahfl.gov,
2914,2914,2914,www.hialeahfl.gov,
2915,2915,2915,http://www.hialeahfl.gov/,
2916,2916,2916,http://www.hialeahfl.gov/,
2918,2918,2918,www.hialeahfl.gov,
2919,2919,2919,www.hialeahfl.gov,
2924,2924,2924,www.hscmd.org,
2925,2925,2925,www.hscmd.org,
2933,2933,2933,http://www.methadonetreatment.com/ClinicLocations.aspx?stateID=2&locationID=16,
2936,2936,2936,,
2937,2937,2937,www.tghimiami.org,
2939,2939,2939,www.abstinc.com,
2944,2944,2944,www.safeschoolssouthflorida.org,
2945,2945,2945,www.safeschoolssouthflorida.org,
2946,2946,2946,www.safeschoolssouthflorida.org,
2950,2950,2950,www.cityofhialeahgardens.com,
2954,2954,2954,www.cityofhialeahgardens.com/cohg2/index.php?option=com_content&view=article&id=29&Itemid=43,
2957,2957,2957,www.miamidade.gov/fire,
2958,2958,2958,www.miamidade.gov/fire,
2959,2959,2959,www.miamidade.gov/fire,
2960,2960,2960,www.miamidade.gov/fire,
2961,2961,2961,www.miamidade.gov/fire,
2963,2963,2963,www.miamidade.gov/fire,
2964,2964,2964,www.miamidade.gov/fire,
2965,2965,2965,www.miamidade.gov/fire,
2966,2966,2966,www.miamidade.gov/fire,
2967,2967,2967,www.miamidade.gov/fire,
2968,2968,2968,www.miamidade.gov/fire,
2969,2969,2969,www.miamidade.gov/fire,
2970,2970,2970,www.miamidade.gov/fire,
2971,2971,2971,www.miamidade.gov/fire,
2972,2972,2972,www.miamidade.gov/fire,
2973,2973,2973,www.miamidade.gov/fire,
2974,2974,2974,www.miamidade.gov/fire,
2975,2975,2975,www.miamidade.gov/fire,
2976,2976,2976,www.miamidade.gov/fire,
2977,2977,2977,www.miamidade.gov/fire,
2978,2978,2978,www.miamidade.gov/fire,
2979,2979,2979,www.miamidade.gov/fire,
2980,2980,2980,www.miamidade.gov/fire,
2981,2981,2981,www.miamidade.gov/fire,
2982,2982,2982,www.miamidade.gov/fire,
2983,2983,2983,www.miamidade.gov/fire,
2984,2984,2984,www.miamidade.gov/fire,
2985,2985,2985,www.miamidade.gov/fire,
2986,2986,2986,www.miamidade.gov/fire,
2987,2987,2987,www.miamidade.gov/fire,
2988,2988,2988,www.miamidade.gov/fire,
2989,2989,2989,www.miamidade.gov/fire,
2990,2990,2990,www.miamidade.gov/fire,
2991,2991,2991,www.miamidade.gov/fire,
2992,2992,2992,www.miamidade.gov/fire,
2993,2993,2993,www.miamidade.gov/fire,
2994,2994,2994,www.miamidade.gov/fire,
2995,2995,2995,www.miamidade.gov/fire,
2996,2996,2996,www.miamidade.gov/fire,
2997,2997,2997,www.miamidade.gov/fire,
2998,2998,2998,www.miamidade.gov/fire,
2999,2999,2999,www.miamidade.gov/fire,
3000,3000,3000,www.miamidade.gov/fire,
3001,3001,3001,www.miamidade.gov/fire,
3002,3002,3002,www.miamidade.gov/fire,
3003,3003,3003,www.miamidade.gov/fire,
3004,3004,3004,www.miamidade.gov/fire,
3005,3005,3005,www.miamidade.gov/fire,
3006,3006,3006,www.miamidade.gov/fire,
3007,3007,3007,www.miamidade.gov/fire,
3008,3008,3008,www.miamidade.gov/fire,
3009,3009,3009,www.miamidade.gov/fire,
3010,3010,3010,www.drtaniadiaz.com,
3012,3012,3012,securethecall.org,
3025,3025,3025,www.mujerfla.org,
3029,3029,3029,www.thevictoryschool.org,
3033,3033,3033,www.miamidade.gov/wasd,
3038,3038,3038,www.parrotjungle.com,
3041,3041,3041,www.qccareers.org,
3044,3044,3044,www.211-broward.org,
3046,3046,3046,www.kidzxl.com,
3058,3058,3058,,
3085,3085,3085,http://www.jacksonhealth.org/maternity.asp,
3086,3086,3086,http://www.jacksonhealth.org/services-mental-health.asp?open,
3088,3088,3088,http://www.jacksonhealth.org/nursing-upc-jsch-psychiatric.asp,
3089,3089,3089,http://www.jacksonhealth.org/services-emergency.asp#memorial,
3091,3091,3091,http://www.jacksonhealth.org/services-otolaryngology.asp,
3093,3093,3093,http://www.jacksonhealth.org/services-rape-treatment.asp,
3094,3094,3094,www.projecthelpnaples.org,
3120,3120,3120,http://lotushouse.org/,
3130,3130,3130,www.sidsfla.org,
3142,3142,3142,www.floridahealth.gov/licensing-and-regulation/,
3151,3151,3151,www.santla.org,
3157,3157,3157,http://www.shrinershospitalsforchildren.org/,
3163,3163,3163,www.nmha.org,
3168,3168,3168,http://www.accioneast.org/home/small-business-loans/about-us/where-we-lend/florida.aspx,
3170,3170,3170,www.opendoorhc.org,
3172,3172,3172,hfa.miamidade.gov,
3173,3173,3173,http://mdahfi.org/,
3175,3175,3175,http://www.hdsa.org/,
3177,3177,3177,http://southflorida.hdsa.org/,
3178,3178,3178,www.hopeline.com,
3180,3180,3180,www.nanay.com,
3191,3191,3191,www.cancercare.org,
3197,3197,3197,http://www.consumer.ftc.gov/features/feature-0014-identity-theft,
3199,3199,3199,www.bridgestoaccess.com,
3208,3208,3208,www.ncpgambling.org,
3210,3210,3210,www.ashastd.org,
3213,3213,3213,www.glnh.org,
3214,3214,3214,www.stepsflorida.org,
3222,3222,3222,www.thelodgemiami.org,
3230,3230,3230,http://www.floridakidcare.org/,
3231,3231,3231,www.floridakidcare.org,
3232,3232,3232,www.healthykids.org/,
3233,3233,3233,www.floridakidcare.org,
3239,3239,3239,https://gulfcoastjewishfamilyandcommunityservices.org/refugee/,
3240,3240,3240,http://www.ncttp.org/members.html,
3242,3242,3242,www.eldercare.gov,
3245,3245,3245,www.casa-us.org,
3257,3257,3257,www.stalbanschildcare.org,
3258,3258,3258,www.stalbanschildcare.org,
3260,3260,3260,centerofinformation.org,
3261,3261,3261,centerofinformation.org,
3262,3262,3262,centerofinformation.org,
3263,3263,3263,www.rescue.org/miami,
3264,3264,3264,www.theirc.org,
3265,3265,3265,www.theirc.org,
3266,3266,3266,www.theirc.org,
3273,3273,3273,www.pmphmo.com,
3274,3274,3274,www.teachmorelovemore.org,
3276,3276,3276,www.teachmorelovemore.org,
3280,3280,3280,www.voa-fla.org,
3282,3282,3282,www.voa-fla.org,
3285,3285,3285,www.cchrflorida.org,
3298,3298,3298,www.naplesshelter.org,
3304,3304,3304,www.aatraumacleaning.com,
3308,3308,3308,,
3310,3310,3310,,
3315,3315,3315,http://fl-mentor.com/welcome.aspx,
3317,3317,3317,www.childhelpusa.org,
3318,3318,3318,www.palmettogeneral.com,
3321,3321,3321,www.palmettogeneral.com/our-services/womens-health/just-for-women-diagnostic-center,
3322,3322,3322,,
3337,3337,3337,,
3340,3340,3340,www.kristihouse.org,
3341,3341,3341,www.kristihouse.org,
3344,3344,3344,www.newerahealthcenter.com,
3348,3348,3348,www.psychsolutionsinc.net,
3349,3349,3349,www.psychsolutionsinc.net,
3352,3352,3352,www.neatstuffhelpskids.org,
3357,3357,3357,www.irs.gov,
3361,3361,3361,www.dcf.state.fl.us,
3362,3362,3362,www.myflfamilies.com/service-programs/adult-protective-services/in-home-services,
3363,3363,3363,http://www.myflfamilies.com/,
3367,3367,3367,www.myflorida.com/accessflorida,
3369,3369,3369,www.myflorida.com/accessflorida,
3372,3372,3372,www.myflorida.com/accessflorida,
3374,3374,3374,www.myflorida.com/accessflorida,
3375,3375,3375,www.myflorida.com/accessflorida,
3381,3381,3381,www.myflfamilies.com,
3382,3382,3382,www.fosteringflorida.com,
3383,3383,3383,www.dcf.state.fl.us,
3384,3384,3384,www.myflfamilies.com/service-programs/child-care/licensing-information,
3390,3390,3390,www.historymiami.org,
3392,3392,3392,http://www.passporthealthusa.com/locations/fl/miami/,
3394,3394,3394,,
3400,3400,3400,www.hepatitisfoundation.org,
3401,3401,3401,www.miamielitecare.com,
3403,3403,3403,www.liverfoundation.org,
3411,3411,3411,www.unitedwaypasco.org,
3413,3413,3413,sfcbsa.wordpress.com,
3424,3424,3424,www.hiatec.org,
3431,3431,3431,www.guardianadlitem.org,
3437,3437,3437,www.RoxyPAC.com,
3438,3438,3438,https://baptisthealth.net/en/facilities/homestead-hospital/pages/default.aspx,
3441,3441,3441,www.westchesterhospital.com,
3447,3447,3447,https://www.ice.gov/detention-facility/krome-service-processing-center,
3449,3449,3449,,
3457,3457,3457,http://seniorsolutionsfl.com/,
3459,3459,3459,www.educationfund.org,
3466,3466,3466,www.dadeheritagetrust.org,
3468,3468,3468,www.gmys.org,
3473,3473,3473,http://www.miamidade.gov/environment/baynanza.asp,
3474,3474,3474,www.miamidade.gov/derm,
3476,3476,3476,www.savethemanatee.org,
3483,3483,3483,,
3484,3484,3484,http://monroe.floridahealth.gov/,
3485,3485,3485,http://monroe.floridahealth.gov/,
3487,3487,3487,http://monroe.floridahealth.gov/,
3488,3488,3488,http://bohcf.com/,
3500,3500,3500,http://www.monroecounty-fl.gov,
3502,3502,3502,http://www.keysunitedway.org/,
3510,3510,3510,www.hospicevna.com,
3511,3511,3511,www.hospicevna.com,
3514,3514,3514,http://www.keyslibraries.org/about-us/locations/key-largo/,
3515,3515,3515,http://www.keyslibraries.org/about-us/locations/marathon/,
3516,3516,3516,http://www.keyslibraries.org/about-us/locations/islamorada/,
3517,3517,3517,http://www.keyslibraries.org/about-us/locations/big-pine-key/,
3518,3518,3518,http://www.keyslibraries.org/about-us/locations/key-west/,
3520,3520,3520,www.keyssao.org/,
3521,3521,3521,www.keyssao.org/,
3523,3523,3523,www.keyssao.org,
3524,3524,3524,www.keyssao.org/,
3537,3537,3537,http://www.monroecounty-fl.gov/index.aspx?nid=141,
3538,3538,3538,http://www.monroecounty-fl.gov/index.aspx?nid=281,
3539,3539,3539,https://baptisthealth.net/en/facilities/mariners-hospital/pages/mariners.aspx,
3544,3544,3544,www.uhccf.org,
3551,3551,3551,http://www.monroecounty-fl.gov/index.aspx?nid=147,
3552,3552,3552,http://www.monroecounty-fl.gov/index.aspx?nid=147,
3553,3553,3553,http://www.monroecounty-fl.gov/index.aspx?nid=147,
3554,3554,3554,http://www.monroecounty-fl.gov/index.aspx?nid=147,
3563,3563,3563,,
3575,3575,3575,http://keysschools.schoolfusion.us/,
3578,3578,3578,mylittleworldpreschools.com,
3580,3580,3580,http://www.floridajobs.org/,
3584,3584,3584,www.uw211manasota.net,
3589,3589,3589,http://www.nova.edu/healthcare/cai/index.html,
3604,3604,3604,www.domesticabuseshelter.org,
3611,3611,3611,www.peacecdc.org,
3612,3612,3612,www.peacecdc.org,
3617,3617,3617,www.aidshelp.cc,
3628,3628,3628,http://www.gcmk.org/,
3639,3639,3639,http://www.gcmk.org/,
3640,3640,3640,http://www.gcmk.org/,
3642,3642,3642,www.guidancecarecenter.org,
3643,3643,3643,www.theshimmyclub.org,
3645,3645,3645,www.caringhomecare.com,
3647,3647,3647,www.surfmed.com,
3649,3649,3649,www.ddpsych.com,
3656,3656,3656,www.sunrisegroup.org,
3666,3666,3666,www.wr.org,
3670,3670,3670,www.NOT-2-LATE.com,
3672,3672,3672,www.healthcareswfl.org,
3673,3673,3673,www.healthcareswfl.org,
3674,3674,3674,www.healthcareswfl.org,
3675,3675,3675,www.healthcareswfl.org,
3676,3676,3676,www.healthcareswfl.org,
3679,3679,3679,www.collier.org,
3680,3680,3680,www.healthcareswfl.org,
3681,3681,3681,www.healthcareswfl.org,
3682,3682,3682,www.healthcareswfl.org,
3683,3683,3683,www.healthcareswfl.org,
3702,3702,3702,http://umafi.com/,
3733,3733,3733,www.r2succeed.org,
3735,3735,3735,www.r2succeed.org,
3788,3788,3788,www.cityofsweetwater.fl.gov/elderly.htm,
3789,3789,3789,http://411.myflorida.com/apps/411/tel411.public_411,
3791,3791,3791,http://www.rhpaschalmd.com/home.html,
3796,3796,3796,www.miamiherald.com,
3798,3798,3798,www.nrcdv.org,
