id,organization_id,program_id,location_id,name,alternate_name,url,email,status,application_process,wait_time,description,taxonomy_ids
16940,1334,1339,1339,First Time Homebuyer Tax Credit Information,,www.centrocampesino.org,,active,Must call 305-245-7738 ext. 227 or e-mail housing@ccfcfl.org to schedule an intake appointment,,None provided,
16941,1334,1339,1339,Credit Counseling,,www.centrocampesino.org,,active,Must call 305-245-7738 ext. 227 or e-mail housing@ccfcfl.org to schedule an intake appointment,,None provided,
2527,1340,1341,1341,Child Abuse Counseling,,www.cfceinc.org,,active,"Application form must be completed, by appointment only.",,None provided,
2528,1340,1341,1341,Parenting Education,,www.cfceinc.org,,active,"Application form must be completed, by appointment only.",,None provided,
2532,1340,1343,1343,Child Abuse Counseling,,cfceinc.org,,active,"Can call, email or visit location in person",,None provided,
15512,1340,1343,1343,Counseling for Children Affected by Domestic Violence,,cfceinc.org,,active,"Can call, email or visit location in person",,None provided,
20720,1340,1343,1343,Parenting Skills Classes,,cfceinc.org,,active,"Can call, email or visit location in person",,None provided,
2534,1340,1344,1344,Parenting Education,,cfceinc.org,,active,Call for an intake appointment,,None provided,
19325,1349,1350,1350,Gastroenterology,,http://www.umiamihospital.com/specialties/gastroenterology,,active,Must call to make an appointment,,None provided,
19326,1349,1352,1352,Clinical Psychiatric Evaluation,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19327,1349,1352,1352,Mental Health Screening,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19328,1349,1352,1352,Psychological Assessment,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19330,1349,1352,1352,Adult Psychiatry,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19331,1349,1352,1352,Depression Screening,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19332,1349,1352,1352,Anxiety Disorders Screening,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19333,1349,1352,1352,Psychiatric Medication Monitoring,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
19334,1349,1352,1352,Cognitive Behavioral Therapy,,http://www.umiamihospital.com/service-lines/behavioral-health,,active,"Call to make an appointment, walk-ins accepted",,None provided,
2547,1349,1353,1353,Emergency Room Care,,http://www.umiamihospital.com/service-lines/emergency-medicine,,active,Walk-in basis,,None provided,
14101,1349,1357,1357,Sleep Disorders Clinics,,http://uhealthsystem.com/sleep-center,,active,Must call to make an appointment,,None provided,
2554,1349,1358,1358,Wound Clinics,,http://www.umiamihospital.com/specialties/wound-healing-center,,active,Must call to make an appointment,,None provided,
2555,1359,1360,1360,Pastoral Counseling,,www.catholichospice.org,,active,Call for more information,,None provided,
2556,1359,1360,1360,Homemaker Assistance,,www.catholichospice.org,,active,Call for more information,,None provided,
2557,1359,1360,1360,Medical Equipment/Supplies,,www.catholichospice.org,,active,Call for more information,,None provided,
2559,1359,1360,1360,Death and Dying,,www.catholichospice.org,,active,Call for more information,,None provided,
2560,1359,1360,1360,Hospice Care,,www.catholichospice.org,,active,Call for more information,,None provided,
16438,1359,1360,1360,Bereavement Counseling,,www.catholichospice.org,,active,Call for more information,,None provided,
2561,1359,1361,1361,Bereavement Counseling,,www.catholichospice.org,,active,Call for more information about coverage and assistance in completing paperwork,,None provided,
2562,1359,1361,1361,Home Health Care,,www.catholichospice.org,,active,Call for more information about coverage and assistance in completing paperwork,,None provided,
2563,1359,1361,1361,Hospice Care,,www.catholichospice.org,,active,Call for more information about coverage and assistance in completing paperwork,,None provided,
2565,1359,1362,1362,Death and Dying,,www.catholichospice.org,,active,Call for more information,,None provided,
2566,1359,1363,1363,Bereavement Counseling,,www.catholichospice.org,,active,Fill out an enrollment form,,None provided,
16561,1366,1366,1366,Emergency Shelter,,www.camillus.org,,active,"Varies depending on services needed, call for more information",,None provided,
16562,1366,1366,1366,Adapted Clothing,,www.camillus.org,,active,"Varies depending on services needed, call for more information",,None provided,
16563,1366,1366,1366,Job Search/Placement,,www.camillus.org,,active,"Varies depending on services needed, call for more information",,None provided,
16567,1366,1366,1366,Transitional Housing/Shelter,,www.camillus.org,,active,"Varies depending on services needed, call for more information",,None provided,
16568,1366,1366,1366,General Legal Aid,,www.camillus.org,,active,"Varies depending on services needed, call for more information",,None provided,
2572,1366,1368,1368,Congregate Meals/Nutrition Sites,,www.camillus.org,,active,Registration and intake to be completed at the location,,None provided,
2573,1366,1368,1368,Clothing,,www.camillus.org,,active,Registration and intake to be completed at the location,,None provided,
17871,1366,1368,1368,Homeless Shelter,,www.camillus.org,,active,Registration and intake to be completed at the location,,None provided,
17952,1366,1371,1371,Homeless Shelter,,http://www.camillus.org/main/emergency-housing/,,active,"Visit Camillus House main location on Monday starting at 5:00am for an in-person intake.\n\nCamillus House\n1603 NW 7th Avenue\nMiami FL, 33136",,None provided,
7366,1366,1372,1372,Transitional Housing/Shelter,,www.camillus.org,,active,Registration and intake completed at the site,,None provided,
16933,1366,1373,1373,Transitional Housing/Shelter,,www.camillus.org,,active,"Call for appointments or services, intakes will be discussed by telephone.",,None provided,
2587,1366,1376,1376,Rent Payment Assistance,,www.camillus.org,,active,Must have:\n* 3 day eviction notice\n* Letter from their neighborhood center in order to receive service,,None provided,
19609,1377,1377,1377,Amputee Rehabilitation,,www.healthsouthmiami.com,,active,Appointment or emergency walk-ins accepted,,None provided,
19610,1377,1377,1377,Spinal Cord Rehabilitation,,www.healthsouthmiami.com,,active,Appointment or emergency walk-ins accepted,,None provided,
19611,1377,1377,1377,Stroke Rehabilitation,,www.healthsouthmiami.com,,active,Appointment or emergency walk-ins accepted,,None provided,
19612,1377,1377,1377,Arthritis Treatment Centers,,www.healthsouthmiami.com,,active,Appointment or emergency walk-ins accepted,,None provided,
19613,1377,1377,1377,Wound Clinics,,www.healthsouthmiami.com,,active,Appointment or emergency walk-ins accepted,,None provided,
19614,1377,1377,1377,Pain Management,,www.healthsouthmiami.com,,active,Appointment or emergency walk-ins accepted,,None provided,
2594,1379,1380,1380,Vocational Rehabilitation,,http://dbs.myflorida.com/,,active,Call for information,,None provided,
16455,1379,1380,1380,Sighted Guide Skills Instruction,,http://dbs.myflorida.com/,,active,Call for information,,None provided,
16456,1379,1380,1380,Cane Skills Instruction,,http://dbs.myflorida.com/,,active,Call for information,,None provided,
16457,1379,1380,1380,Blind Mobility Aids,,http://dbs.myflorida.com/,,active,Call for information,,None provided,
16458,1379,1380,1380,Eye Care Expense Assistance,,http://dbs.myflorida.com/,,active,Call for information,,None provided,
2595,1381,1382,1382,Adult/Child Mentoring Programs,,www.bbbsmiami.org,,active,None,,None provided,
18906,1381,1382,1382,Child Care Provider Referrals,,www.bbbsmiami.org,,active,None,,None provided,
18907,1381,1382,1382,Specialized Information and Referral,,www.bbbsmiami.org,,active,None,,None provided,
10318,1381,1384,1384,Parenting Skills Classes,,bbbsmiami.org,,active,Must call in advance to register,,None provided,
2601,1381,1385,1385,Adult/Child Mentoring Programs,,bbbsmiami.org,,active,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,,None provided,
21615,1381,1385,1385,Volunteer Opportunities,,bbbsmiami.org,,active,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,,None provided,
2602,1381,1386,1386,Adult/Child Mentoring Programs,,www.bbbsmiami.org,,active,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,,None provided,
2603,1381,1386,1386,Youth Development,,www.bbbsmiami.org,,active,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,,None provided,
2604,1381,1386,1386,Volunteer Opportunities,,www.bbbsmiami.org,,active,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,,None provided,
2617,1392,1393,1393,Ex-Offender Reentry Programs,,www.betterwaymiami.org,,active,Please call or visit site for intake,,None provided,
17997,1392,1394,1394,AIDS/HIV Prevention Counseling,,www.bwom.org,,active,Call or visit site for further assistance on intake procedures.,,None provided,
18000,1392,1394,1394,Adult Diversion,,www.bwom.org,,active,Call or visit site for further assistance on intake procedures.,,None provided,
2620,1392,1395,1395,Transitional Residential Substance Abuse Services,,www.betterwaymiami.org,,active,Please call for more information,,None provided,
7251,1396,1397,1397,College/University Entrance Support,,www.fatherfocus.net,,active,Valid ID,,None provided,
7252,1396,1397,1397,Student Financial Aid,,www.fatherfocus.net,,active,Valid ID,,None provided,
2639,1396,1398,1398,Job Search/Placement,,www.fatherfocus.net,,active,Valid ID,,None provided,
2641,1396,1398,1398,Entrepreneurial Training,,www.fatherfocus.net,,active,Valid ID,,None provided,
2642,1396,1399,1399,Child Support Assistance/Enforcement,,www.fatherfocus.net,,active,Valid ID,,None provided,
11179,1396,1400,1400,Child Custody/Visitation Assistance,,www.fatherfocus.net,,active,Valid ID,,None provided,
11180,1396,1400,1400,Divorce Assistance,,www.fatherfocus.net,,active,Valid ID,,None provided,
20203,1396,1401,1401,Undesignated Temporary Financial Assistance,,www.fatherfocus.net,,active,Valid ID,,None provided,
7941,1402,1403,1403,Recreational Activities Volunteer Opportunities,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
17647,1402,1403,1403,Basketball,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
17648,1402,1403,1403,Track and Field,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
17649,1402,1403,1403,Baseball,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
17650,1402,1403,1403,Cheerleading Programs,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
17651,1402,1403,1403,Football,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
17652,1402,1403,1403,Soccer,,www.tacolcy.org,,active,Call to register for a sports activity,,None provided,
16276,1406,1406,1406,Prescription Drug Patient Assistance Programs,,www.pparx.org/en/gethelp,,active,Call or visit website for more information,,None provided,
20559,1408,1408,1408,Volunteer Opportunities,,www.theblackarchives.org,,active,Open to researchers by appointment. Appointments must be made in advance.,,None provided,
20560,1408,1408,1408,Archives,,www.theblackarchives.org,,active,Open to researchers by appointment. Appointments must be made in advance.,,None provided,
18068,1429,1429,1429,Fundraising Campaigns,,www.americanheart.org,,active,None,,None provided,
14627,1431,1432,1432,Medical and Health Sciences Research,,www.cancer.org,,active,Call for services of interest\n\nLlamar para servicios de inter+¬s,,None provided,
2734,1431,1433,1433,Disease/Disability Information,,www.cancer.org,,active,Must call to confirm meeting dates and time,,None provided,
2735,1431,1433,1433,Medical Equipment/Supplies,,www.cancer.org,,active,Must call to confirm meeting dates and time,,None provided,
2738,1431,1433,1433,Prescription Expense Assistance,,www.cancer.org,,active,Must call to confirm meeting dates and time,,None provided,
14414,1431,1433,1433,Paratransit Programs,,www.cancer.org,,active,Must call to confirm meeting dates and time,,None provided,
19544,1431,1433,1433,Medical Care Expense Assistance,,www.cancer.org,,active,Must call to confirm meeting dates and time,,None provided,
19545,1431,1433,1433,Scholarships,,www.cancer.org,,active,Must call to confirm meeting dates and time,,None provided,
22137,1438,1439,1439,Specialized Information and Referral,,http://www.allianceforaging.org/consumers/get-help-information/adrc,,active,Call for more information.,,None provided,
2745,1438,1440,1440,Utility Service Payment Assistance,,http://www.allianceforaging.org/consumers/get-help-information/eheap,,active,"* Must receive a Final Notice Bill or a Notice of Past Due Amount from your local electric company.\r\n* Must provide copies of Social Security cards, picture I.D. and proof of income for all household members.",,None provided,
2746,1438,1441,1441,Volunteer Opportunities,,http://www.allianceforaging.org/get-involved/volunteer/become-a-shine-volunteer,,active,Complete the Volunteer Application found online and send it to sarmientok@allianceforaging.org.,,None provided,
2747,1438,1442,1442,Social Health Insurance,,http://www.allianceforaging.org/consumers/shine-resources,,active,Call for information and an appointment,,None provided,
2748,1438,1442,1442,Health Insurance Information/Counseling,,http://www.allianceforaging.org/consumers/shine-resources,,active,Call for information and an appointment,,None provided,
2749,1443,1444,1444,Substance Abuse Intervention Programs,,http://theagapenetwork.org/,,active,Call to schedule an appointment\n\nLlamar para programr una cita,,None provided,
20344,1443,1444,1444,Parenting Skills Classes,,http://theagapenetwork.org/,,active,Call to schedule an appointment\n\nLlamar para programr una cita,,None provided,
2752,1443,1446,1446,Juvenile Delinquency Prevention,,http://theagapenetwork.org/,,active,Call for more information\n\nLlamar para mas informacion,,None provided,
2753,1443,1446,1446,Youth Development,,http://theagapenetwork.org/,,active,Call for more information\n\nLlamar para mas informacion,,None provided,
20340,1443,1448,1448,Psychotherapy/Psychoanalysis,,http://theagapenetwork.org/,,active,Call to schedule an appointment\n\nLlamar para programar una cita,,None provided,
19472,1450,1451,1451,Comprehensive Immigration/Naturalization Services,,www.afsc.org,,active,Call for further information,,None provided,
19473,1450,1451,1451,Naturalization Support/Legal Services,,www.afsc.org,,active,Call for further information,,None provided,
20457,1452,1452,1452,Training and Employment Programs,,www.ademiami.org,,active,Call for more information.,,None provided,
20458,1452,1452,1452,Supported Employment,,www.ademiami.org,,active,Call for more information.,,None provided,
20459,1452,1452,1452,Cooking Classes,,www.ademiami.org,,active,Call for more information.,,None provided,
2777,1461,1462,1462,Medical Information Lines,,www.211bigbend.org,,active,Call the hotline.,,None provided,
2778,1461,1462,1462,Prenatal Care,,www.211bigbend.org,,active,Call the hotline.,,None provided,
2779,1461,1462,1462,Pregnancy Counseling,,www.211bigbend.org,,active,Call the hotline.,,None provided,
2782,1461,1463,1463,Disease/Disability Information,,www.211bigbend.org,,active,Call for more information,,None provided,
2784,1461,1463,1463,Mental Health Hotlines,,www.211bigbend.org,,active,Call for more information,,None provided,
2785,1461,1463,1463,Medical Information Lines,,www.211bigbend.org,,active,Call for more information,,None provided,
2787,1461,1464,1464,Suicide Prevention Hotlines,,www.211bigbend.org,,active,None,,None provided,
2788,1461,1464,1464,Suicide Counseling,,www.211bigbend.org,,active,None,,None provided,
17393,1461,1464,1464,Information and Referral,,www.211bigbend.org,,active,None,,None provided,
2803,1469,1470,1470,Consumer Complaints,,www.fldfs.com/wc,,active,Call for information.,,None provided,
2804,1469,1470,1470,Public Awareness/Education,,www.fldfs.com/wc,,active,Call for information.,,None provided,
14597,1469,1470,1470,Workers Compensation Benefits Assistance,,www.fldfs.com/wc,,active,Call for information.,,None provided,
2805,1469,1471,1471,Public Awareness/Education,,www.fldfs.com/wc,,active,Call for information.,,None provided,
2806,1469,1471,1471,Consumer Complaints,,www.fldfs.com/wc,,active,Call for information.,,None provided,
2811,1474,1475,1475,Vocational Rehabilitation,,www.rehabserv.com,,active,"Must call to be referred to a helping agency in Miami-Dade County, caller must state they require assistance in Miami-Dade County.\nIntake procedures will vary by the agency provided.",,None provided,
18045,1474,1478,1478,Activities of Daily Living Assessment,,www.rehabserv.com,,active,"Must call to be referred to a helping agency in Miami-Dade County, caller must state they require assistance in Miami-Dade County",,None provided,
2817,1474,1480,1480,Information and Referral,,www.rehabserv.com,,active,"Must call to be referred to a helping agency in Miami-Dade County, caller must state they require assistance in Miami-Dade County.\nApplication process will vary on the agency referred to.",,None provided,
19050,1484,1485,1485,Homebuyer/Home Purchase Counseling,,www.hpfonline.org,,active,Call to speak with a counselor,,None provided,
19051,1484,1485,1485,Mortgage Delinquency and Default Counseling,,www.hpfonline.org,,active,Call to speak with a counselor,,None provided,
19052,1484,1485,1485,Personal Financial Counseling,,www.hpfonline.org,,active,Call to speak with a counselor,,None provided,
2875,1533,1534,1534,Disease/Disability Information,,www.myasthenia.org,,active,Call for information.,,None provided,
18754,1533,1534,1534,Specialized Information and Referral,,www.myasthenia.org,,active,Call for information.,,None provided,
2876,1533,1535,1535,Information and Referral,,asha.org,,active,Call for information.,,None provided,
2877,1533,1535,1535,Disease/Disability Information,,asha.org,,active,Call for information.,,None provided,
2878,1533,1535,1535,Speech and Hearing,,asha.org,,active,Call for information.,,None provided,
21293,1533,1539,1539,Specialized Information and Referral,,www.shopliftingprevention.org,,active,Call or enroll via the website,,None provided,
21294,1533,1540,1540,Specialized Information and Referral,,www.ncoa.org,,active,Call to speak to a specialist,,None provided,
2890,1533,1541,1541,Disease/Disability Information,,www.cancer.gov,,active,Call or visit site to speak with a live representative,,None provided,
18757,1533,1541,1541,Specialized Information and Referral,,www.cancer.gov,,active,Call or visit site to speak with a live representative,,None provided,
18758,1533,1542,1542,Specialized Information and Referral,,www.livingbank.org,,active,Call to speak to speak to a specialist,,None provided,
8284,1533,1544,1544,Sexual Assault Hotlines,,www.rainn.org,,active,Call for more information,,None provided,
18784,1533,1544,1544,Specialized Information and Referral,,www.rainn.org,,active,Call for more information,,None provided,
2900,1533,1546,1546,Disease/Disability Information,,http://spinabifidaassociation.org/,,active,Call to speak to a representative about your needs,,None provided,
18785,1533,1546,1546,Specialized Information and Referral,,http://spinabifidaassociation.org/,,active,Call to speak to a representative about your needs,,None provided,
2903,1533,1547,1547,Information and Referral,,www.annualcreditreport.com,,active,Visit website for more information,,None provided,
2906,1533,1548,1548,Disease/Disability Information,,www.nvsf.org,,active,Intake based on referral by caseworkers and social workers from the VA or municipality,,None provided,
18759,1533,1548,1548,Specialized Information and Referral,,www.nvsf.org,,active,Intake based on referral by caseworkers and social workers from the VA or municipality,,None provided,
21120,1533,1549,1549,Specialized Information and Referral,,www.ccakids.org,,active,Call for more information,,None provided,
20845,1533,1551,1551,Specialized Information and Referral,,www.acb.org,,active,None,,None provided,
2910,1533,1552,1552,Substance Abuse Hotlines,,www.adcare.com,,active,Call to speak to a representative,,None provided,
21295,1533,1552,1552,Specialized Information and Referral,,www.adcare.com,,active,Call to speak to a representative,,None provided,
21129,1533,1553,1553,Specialized Information and Referral,,www.interdys.org,,active,None,,None provided,
2919,1533,1556,1556,Disease/Disability Information,,www.reyessyndrome.org,,active,Call to speak,,None provided,
18786,1533,1556,1556,Specialized Information and Referral,,www.reyessyndrome.org,,active,Call to speak,,None provided,
2921,1533,1557,1557,Disease/Disability Information,,www.scleroderma.org,,active,Call to speak with a specialist to get more information.,,None provided,
18787,1533,1557,1557,Specialized Information and Referral,,www.scleroderma.org,,active,Call to speak with a specialist to get more information.,,None provided,
2922,1533,1558,1558,Information and Referral,,www.epilepsyfoundation.org,,active,None,,None provided,
2923,1533,1558,1558,Disease/Disability Information,,www.epilepsyfoundation.org,,active,None,,None provided,
2924,1533,1559,1559,Disease/Disability Information,,www.kidneyfund.org,,active,Call or send an e-mail to the Helpline at: helpline@kidneyfund.org,,None provided,
2925,1533,1559,1559,Medical Expense Assistance,,www.kidneyfund.org,,active,Call or send an e-mail to the Helpline at: helpline@kidneyfund.org,,None provided,
2926,1533,1559,1559,Kidney Transplants,,www.kidneyfund.org,,active,Call or send an e-mail to the Helpline at: helpline@kidneyfund.org,,None provided,
9684,1533,1559,1559,Kidney Screening,,www.kidneyfund.org,,active,Call or send an e-mail to the Helpline at: helpline@kidneyfund.org,,None provided,
2928,1533,1560,1560,Crisis Intervention Hotlines/Helplines,,www.boystown.org,,active,None,,None provided,
20834,1533,1560,1560,Specialized Information and Referral,,www.boystown.org,,active,None,,None provided,
21121,1533,1562,1562,Specialized Information and Referral,,www.cleftline.org,,active,Call for more information,,None provided,
2933,1533,1563,1563,Disease/Disability Information,,www.cff.org,,active,Call for more information,,None provided,
21124,1533,1563,1563,Specialized Information and Referral,,www.cff.org,,active,Call for more information,,None provided,
2934,1533,1564,1564,Information and Referral,,www.projectinform.org,,active,Call for more information,,None provided,
2935,1533,1564,1564,Disease/Disability Information,,www.projectinform.org,,active,Call for more information,,None provided,
15934,1572,1572,1572,Poison Control,,http://pediatrics.med.miami.edu/poison-control-center,,active,Call for more information or browse the website at: http://floridapoisoncontrol.org/,,None provided,
15935,1572,1572,1572,Information and Referral,,http://pediatrics.med.miami.edu/poison-control-center,,active,Call for more information or browse the website at: http://floridapoisoncontrol.org/,,None provided,
17816,1589,1591,1591,Disability Related Parenting Programs,,www.ptopmiami.org,,active,Call to enroll in the workshops,,None provided,
17815,1589,1592,1592,Disability Related Parenting Programs,,www.ptopmiami.org,,active,Call for information on how to enroll for the workshops,,None provided,
3020,1589,1593,1593,Parent to Parent Networking,,www.ptopmiami.org,,active,None,,None provided,
3022,1594,1595,1595,Child Care Providers,,http://marjcc.org,,active,Must fill out an application.,,None provided,
14815,1594,1595,1595,Early Childhood Education,,http://marjcc.org,,active,Must fill out an application.,,None provided,
14816,1594,1596,1596,Extended Child Care,,marjcc.org,,active,"Call, visit website or visit office to enroll",,None provided,
3027,1594,1597,1597,Recreational Activities/Sports,,marjcc.org,,active,Must call to enroll in the services.\nFor both food service programs must call (305) 899-8301.,,None provided,
14817,1594,1597,1597,Senior Center Bus Services,,marjcc.org,,active,Must call to enroll in the services.\nFor both food service programs must call (305) 899-8301.,,None provided,
14818,1594,1597,1597,Home Health Aide Services,,marjcc.org,,active,Must call to enroll in the services.\nFor both food service programs must call (305) 899-8301.,,None provided,
14819,1594,1597,1597,Home Delivered Meals,,marjcc.org,,active,Must call to enroll in the services.\nFor both food service programs must call (305) 899-8301.,,None provided,
19932,1594,1597,1597,Congregate Meals/Nutrition Sites,,marjcc.org,,active,Must call to enroll in the services.\nFor both food service programs must call (305) 899-8301.,,None provided,
3033,1600,1601,1601,Clothing,,,,active,Must show up at 4:00pm for intake,,None provided,
3034,1600,1601,1601,Congregate Meals/Nutrition Sites,,,,active,Must show up at 4:00pm for intake,,None provided,
3035,1600,1601,1601,Emergency Shelter,,,,active,Must show up at 4:00pm for intake,,None provided,
16316,1600,1601,1601,Occasional Emergency Food Assistance,,,,active,Must show up at 4:00pm for intake,,None provided,
17422,1604,1604,1604,Congregate Meals/Nutrition Sites,,,,active,Call for all intake instructions,,None provided,
3045,1608,1609,1609,Disease/Disability Information,,www.kidneyfla.org,,active,"To apply for funds, patients must contact their renal social worker and complete an application.",,None provided,
13915,1608,1609,1609,Prescription Expense Assistance,,www.kidneyfla.org,,active,"To apply for funds, patients must contact their renal social worker and complete an application.",,None provided,
13916,1608,1609,1609,Medical Appointments Transportation,,www.kidneyfla.org,,active,"To apply for funds, patients must contact their renal social worker and complete an application.",,None provided,
3055,1610,1614,1614,Information and Referral,,www.jcsfl.org,,active,Call for more information,,None provided,
12491,1610,1614,1614,Case/Care Management,,www.jcsfl.org,,active,Call for more information,,None provided,
20157,1610,1617,1617,Comprehensive Outpatient Alcoholism Treatment,,www.jcsfl.org,,active,Must call 305-576-6550 for an appointment,,None provided,
20158,1610,1617,1617,Comprehensive Outpatient Drug Abuse Treatment,,www.jcsfl.org,,active,Must call 305-576-6550 for an appointment,,None provided,
3064,1610,1618,1618,Homemaker Assistance,,http://jcsfl.org/programs/home-care-services-masada/,,active,Call to schedule an appointment with a nurse who will schedule an in-home assesment.,,None provided,
3066,1610,1618,1618,Home Health Aide Services,,http://jcsfl.org/programs/home-care-services-masada/,,active,Call to schedule an appointment with a nurse who will schedule an in-home assesment.,,None provided,
20159,1610,1618,1618,Personal Care,,http://jcsfl.org/programs/home-care-services-masada/,,active,Call to schedule an appointment with a nurse who will schedule an in-home assesment.,,None provided,
20160,1610,1618,1618,Adult In Home Respite Care,,http://jcsfl.org/programs/home-care-services-masada/,,active,Call to schedule an appointment with a nurse who will schedule an in-home assesment.,,None provided,
20161,1610,1618,1618,Live In Companions,,http://jcsfl.org/programs/home-care-services-masada/,,active,Call to schedule an appointment with a nurse who will schedule an in-home assesment.,,None provided,
3068,1610,1619,1619,Recreational Activities/Sports,,www.jcsfl.org,,active,Must call to enroll,,None provided,
3069,1610,1619,1619,Homemaker Assistance,,www.jcsfl.org,,active,Must call to enroll,,None provided,
3070,1610,1619,1619,Errand Running/Shopping Assistance,,www.jcsfl.org,,active,Must call to enroll,,None provided,
3071,1610,1619,1619,Outreach Programs,,www.jcsfl.org,,active,Must call to enroll,,None provided,
3072,1610,1619,1619,Adult Day Programs,,www.jcsfl.org,,active,Must call to enroll,,None provided,
3074,1610,1619,1619,Crisis Intervention,,www.jcsfl.org,,active,Must call to enroll,,None provided,
14728,1610,1620,1620,Disability/Rehabilitation Related Occupational Therapy,,http://jcsfl.org/programs/employment-services-for-deaf/,,active,Call for appointment. Individuals must be Referred by Department of Vocational Rehabilitation.,,None provided,
14729,1610,1620,1620,Sign Language Instruction,,http://jcsfl.org/programs/employment-services-for-deaf/,,active,Call for appointment. Individuals must be Referred by Department of Vocational Rehabilitation.,,None provided,
3082,1610,1624,1624,Job Search/Placement,,www.jcsfl.org,,active,Call for more information,,None provided,
3083,1610,1624,1624,Vocational Rehabilitation,,www.jcsfl.org,,active,Call for more information,,None provided,
20162,1610,1628,1628,Comprehensive Outpatient Alcoholism Treatment,,www.jcsfl.org,,active,For appointment call: 305-576-6550.,,None provided,
20163,1610,1628,1628,Comprehensive Outpatient Drug Abuse Treatment,,www.jcsfl.org,,active,For appointment call: 305-576-6550.,,None provided,
3092,1610,1629,1629,Home Delivered Meals,,www.jcsfl.org,,active,Call for information,,None provided,
3094,1610,1630,1630,Immigrant Visa Application Filing Assistance,,www.jcsfl.org,,active,Must call for an appointment,,None provided,
3095,1610,1630,1630,Job Search/Placement,,www.jcsfl.org,,active,Must call for an appointment,,None provided,
3096,1610,1631,1631,Homemaker Assistance,,http://jcsfl.org/,,active,Call for intake,,None provided,
14725,1610,1631,1631,Holocaust Counseling,,http://jcsfl.org/,,active,Call for intake,,None provided,
14726,1610,1631,1631,Holocaust Survivors Compensation/Restitution Assistance,,http://jcsfl.org/,,active,Call for intake,,None provided,
8680,1610,1633,1633,Senior Ride Programs,,www.jcsfl.org,,active,Call to schedule an appointment,,None provided,
3113,1610,1640,1640,Drug/Alcohol Testing,,www.jcsfl.org,,active,For appointment call: 305-576-6550.,,None provided,
20165,1610,1640,1640,Comprehensive Outpatient Alcoholism Treatment,,www.jcsfl.org,,active,For appointment call: 305-576-6550.,,None provided,
20166,1610,1640,1640,Comprehensive Outpatient Drug Abuse Treatment,,www.jcsfl.org,,active,For appointment call: 305-576-6550.,,None provided,
14727,1610,1642,1642,Comprehensive Disability Related Employment Programs,,www.jcsfl.org,,active,Call for information.,,None provided,
3120,1610,1644,1644,Volunteer Opportunities,,http://jcsfl.org/,,active,Screening and background checks required depending on placement,,None provided,
3121,1610,1644,1644,Volunteer Recruitment/Placement,,http://jcsfl.org/,,active,Screening and background checks required depending on placement,,None provided,
3123,1610,1646,1646,Job Search/Placement,,www.jcsfl.org,,active,Must register on www.JWorksMiami.org and we will call to make an appointment.,,None provided,
3124,1610,1647,1647,Case/Care Management,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
3126,1610,1647,1647,Health Education,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
3127,1610,1647,1647,Companionship,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
20167,1610,1647,1647,Medication Consultation Programs,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
20168,1610,1647,1647,Dietary Services,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
20169,1610,1647,1647,Bereavement Counseling,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
8679,1610,1648,1648,Vocational Education,,www.jcsfl.org,,active,Call for an appointment,,None provided,
14530,1610,1648,1648,Career Counseling,,www.jcsfl.org,,active,Call for an appointment,,None provided,
8351,1610,1649,1649,Case/Care Management,,www.jcsfl.org,,active,Must call to make an appointment,,None provided,
3131,1610,1650,1650,Sexual Orientation Counseling,,http://jcsfl.org/,,active,Call 305-576-6550 to make an appointment and apply for services,,None provided,
14199,1651,1653,1653,Student Health Programs,,http://miamidade.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/school-health/index.html,,active,Call for more information,,None provided,
