id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
17794,930,930,,,Call or visit location to enroll in the program,None Provided,,,,,,,,Football,,,active,,http://miamibeachfl.gov/pd/scroll.aspx?id=20268,
17795,930,930,,,Call or visit location to enroll in the program,None Provided,,,,,,,,Soccer,,,active,,http://miamibeachfl.gov/pd/scroll.aspx?id=20268,
17798,930,930,,,Call or visit location to enroll in the program,None Provided,,,,,,,,Wrestling,,,active,,http://miamibeachfl.gov/pd/scroll.aspx?id=20268,
1845,936,936,,,"Must have child's birth certificate or most current report card\nOne of the following: Current lease or property tax statement showing your homestead exemption or approved exemption application.\nOne of the following: Picture ID, vote's card, drivers license or utility bill.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://www.miamibeachparks.com,
10978,936,936,,,"Must have child's birth certificate or most current report card\nOne of the following: Current lease or property tax statement showing your homestead exemption or approved exemption application.\nOne of the following: Picture ID, vote's card, drivers license or utility bill.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Summer Camps,,,active,,http://www.miamibeachparks.com,
1844,936,936,,,"Must have child's birth certificate or most current report card\nOne of the following: Current lease or property tax statement showing your homestead exemption or approved exemption application.\nOne of the following: Picture ID, vote's card, drivers license or utility bill.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.miamibeachparks.com,
7439,936,936,,,"Must have child's birth certificate or most current report card\nOne of the following: Current lease or property tax statement showing your homestead exemption or approved exemption application.\nOne of the following: Picture ID, vote's card, drivers license or utility bill.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.miamibeachparks.com,
10213,937,937,,,"Summer Camp:\n* Register online by visiting https://register.capturepoint.com/MiamiBeach. \n* Fill out all requested information.\n* Make sure you select a type of membership ""resident"" or ""non-resident"".\n* Complete your registration process by bringing proof of residency to one of our sites in order to be fully registered.\n* Once residency is verified we will issue you a picture ID card.",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.miamibeachparks.com,
10977,937,937,,,"Summer Camp:\n* Register online by visiting https://register.capturepoint.com/MiamiBeach. \n* Fill out all requested information.\n* Make sure you select a type of membership ""resident"" or ""non-resident"".\n* Complete your registration process by bringing proof of residency to one of our sites in order to be fully registered.\n* Once residency is verified we will issue you a picture ID card.",None Provided,,,,,,,,Summer Camps,,,active,,http://www.miamibeachparks.com,
17639,937,937,,,"Summer Camp:\n* Register online by visiting https://register.capturepoint.com/MiamiBeach. \n* Fill out all requested information.\n* Make sure you select a type of membership ""resident"" or ""non-resident"".\n* Complete your registration process by bringing proof of residency to one of our sites in order to be fully registered.\n* Once residency is verified we will issue you a picture ID card.",None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.miamibeachparks.com,
10975,939,939,,,"Summer Camp & After School:\n* Register online by visiting https://register.capturepoint.com/MiamiBeach. \n* Fill out all requested information.\n* Make sure you select a type of membership ""resident"" or ""non-resident"".\n* Complete your registration process by bringing proof of residency to one of our sites in order to be fully registered.\n* Once residency is verified we will issue you a picture ID card.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Summer Camps,,,active,,http://www.miamibeachparks.com,
1850,939,939,,,"Summer Camp & After School:\n* Register online by visiting https://register.capturepoint.com/MiamiBeach. \n* Fill out all requested information.\n* Make sure you select a type of membership ""resident"" or ""non-resident"".\n* Complete your registration process by bringing proof of residency to one of our sites in order to be fully registered.\n* Once residency is verified we will issue you a picture ID card.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://www.miamibeachparks.com,
10212,939,939,,,"Summer Camp & After School:\n* Register online by visiting https://register.capturepoint.com/MiamiBeach. \n* Fill out all requested information.\n* Make sure you select a type of membership ""resident"" or ""non-resident"".\n* Complete your registration process by bringing proof of residency to one of our sites in order to be fully registered.\n* Once residency is verified we will issue you a picture ID card.\n\nCamp For Tots:\nBirth certificate, proof of residency and immunization records required / for registration. Child must be potty trained.",None Provided,,,,,,,,Extended Child Care,,,active,,http://www.miamibeachparks.com,
1855,942,942,,,Must visit the location to apply,None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://www.miamibeachfl.gov,
1856,944,944,,,School enrollment form and certificate of immunization (blue & yellow form).,None Provided,,,,,,,,Early Childhood Education,,,active,,,
15782,945,945,,,"Call for more information, must apply in person.",None Provided,,,,,,,,Summer Camps,,,active,,,
1858,945,945,,,"Call for more information, must apply in person.",None Provided,,,,,,,,Youth Enrichment Programs,,,active,,,
1861,946,946,,,"Enrollment application, call for more information",None Provided,,,,,,,,Youth Enrichment Programs,,,active,,,
1860,946,946,,,"Enrollment application, call for more information",None Provided,,,,,,,,Extended Child Care,,,active,,,
1870,951,951,,,Call or visit website for information.,None Provided,,,,,,,,Physician Referrals,,,active,,http://mercymiami.com/physicians/,
1875,954,954,,,"* Copy of parent drivers license and completed school enrollment packet. \n* If applying for Children's Trust slot, TCT enrollment packet must also be filled out.",None Provided,,,,,,,,Extended Child Care,,,active,,,
1876,955,955,,,"* Copy of parent drivers license and completed school enrollment packet. \n* If applying for Children's Trust slot, TCT enrollment packet must also be filled out.",None Provided,,,,,,,,Extended Child Care,,,active,,,
11038,956,956,,,Copy of parent drivers license required including completed enrollment packet on file.,None Provided,,,,,,,,Summer Camps,,,active,,,
1879,956,956,,,Copy of parent drivers license required including completed enrollment packet on file.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,,
1882,957,957,,,Copy of parent drivers license required including completed enrollment packet on file.,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,,
11039,957,957,,,Copy of parent drivers license required including completed enrollment packet on file.,None Provided,,,,,,,,Summer Camps,,,active,,,
17935,958,958,,,Call or visit school to register,None Provided,,,,,,,,School Readiness Programs,,,active,,,
17934,959,959,,,Call or visit school to register,None Provided,,,,,,,,School Readiness Programs,,,active,,,
14332,963,963,,,"Apply at the Transit Service Center located on the first floor of the Government Center Metrorail station, at 111 NW 1st Street Miami, FL 33128.\n\nMust bring Medicare card and valid U.S. state-issued photo ID and Social Security Card.",None Provided,,,,,,,,Discount Transit Passes,,,active,,http://www.miamidade.gov/transit/medicare.asp,
7979,965,965,,,Must submit an application. Call 786-469-5000 or visit the website for more information.,None Provided,,,,,,,,Disability Related Transportation,,,active,,http://www.miamidade.gov/transit/special-transportation.asp,
1896,966,966,,,"To apply for the Golden Passport for seniors 65 years of age or older, applicant must complete the Golden Passport EASY Card Application and provide a valid state-issued Florida DriverGÇÖs License or Florida ID showing a Miami-Dade County physical address.\n\nTo apply for the Golden Passport Social Security beneficiaries under 65 years of age, you must submit a current printout from the Social Security Services Administration verifying eligibility. Proof of continued eligibility must be provided annually. Applicant must also bring their physical Social Security Card and a valid state-issued Florida DriverGÇÖs License or Florida ID showing a Miami-Dade County physical address.\n\nYou can also register at 3-1-1 Centers\n\nYou can also register at 3-1-1 Centers",None Provided,,,,,,,,Free Transit Passes,,,active,,http://www.miamidade.gov/transit/golden-passport.asp,
1908,983,983,,,Call to enroll as a volunteer,None Provided,,,,,,,,Substance Abuse Education/Prevention,,,active,,http://www.miamicoalition.org,
1907,983,983,,,Call to enroll as a volunteer,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.miamicoalition.org,
1909,984,984,,,Call for information.,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.miamicoalition.org,
14422,987,987,,,Must call to request a pick up time,None Provided,,,,,,,,Paratransit Programs,,,active,,http://www.citynmb.com/index.asp?SEC=%7BF5855F6B-71D6-496D-ACFD-5F00349C448A%7D,
15220,987,987,,,Must call to request a pick up time,None Provided,,,,,,,,Local Bus Transit Services,,,active,,http://www.citynmb.com/index.asp?SEC=%7BF5855F6B-71D6-496D-ACFD-5F00349C448A%7D,
1916,988,988,,,Must call or visit location to register,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.citynmb.com/index.asp?Type=B_BASIC&SEC={53375E1C-02BF-4B09-96BB-63A8E0D779BD}&DE={1FF1B199-C69E-482B-ADAB-290996448BDC},
1919,990,990,,,Must call or visit location to register,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.citynmb.com/index.asp?Type=B_BASIC&SEC={53375E1C-02BF-4B09-96BB-63A8E0D779BD}&DE={1FF1B199-C69E-482B-ADAB-290996448BDC},
1921,991,991,,,Must visit location and register in person,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.citynmb.com/index.asp?Type=B_BASIC&SEC={53375E1C-02BF-4B09-96BB-63A8E0D779BD}&DE={1FF1B199-C69E-482B-ADAB-290996448BDC},
1923,992,992,,,Register at Parks and REC Administrative Offices: 17051 NE 19th Avenue and at all Community Centers.\n\nProof of residency must be presented and in the form of one of the following: \nCurrent electric or telephone bill with parent's name and address\nA deed/title to property with resident's or property owners name and address,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.citynmb.com,
11539,992,992,,,Register at Parks and REC Administrative Offices: 17051 NE 19th Avenue and at all Community Centers.\n\nProof of residency must be presented and in the form of one of the following: \nCurrent electric or telephone bill with parent's name and address\nA deed/title to property with resident's or property owners name and address,None Provided,,,,,,,,Summer Camps,,,active,,http://www.citynmb.com,
21137,999,999,,,Call for appointment or more information.,None Provided,,,,,,,,Specialized Information and Referral,,,active,,http://www.marchofdimes.com/florida,
17194,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Well Animal Checkups,,,active,,http://www.miamidade.gov/animals/,
17187,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Cruelty to Animals Investigation,,,active,,http://www.miamidade.gov/animals/,
17188,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Humane Animal Traps,,,active,,http://www.miamidade.gov/animals/,
17191,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Animal Euthanasia Services,,,active,,http://www.miamidade.gov/animals/,
17193,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Animal Surrender Services,,,active,,http://www.miamidade.gov/animals/,
17189,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Neuter/Spay Services,,,active,,http://www.miamidade.gov/animals/,
17192,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Pet Tracking Microchips,,,active,,http://www.miamidade.gov/animals/,
17190,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Rabies Vaccinations,,,active,,http://www.miamidade.gov/animals/,
17182,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Animal Regulation,,,active,,http://www.miamidade.gov/animals/,
17183,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Animal Adoption,,,active,,http://www.miamidade.gov/animals/,
17184,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Animal Lost and Found,,,active,,http://www.miamidade.gov/animals/,
17185,1000,1000,,,"May vary on service, call for more information.",None Provided,,,,,,,,Animal Rescue,,,active,,http://www.miamidade.gov/animals/,
8116,1003,1003,,,"* Wish children can be referred by their doctors, social workers, other health care professionals, family members or even themselves.\n* Once a referral is received the childGÇÖs physician will be contacted to verify eligibility.",None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.sfla.wish.org,
1943,1005,1005,,,Call for all intake instructions,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.madd.org/local-offices/fl/regions/south-florida/,
10334,1008,1008,,,Must bring identification.,None Provided,,,,,,,,Diabetes Management Clinics,,,active,,http://aventurahospital.com/our-services/diabetes.dot,
21119,1008,1008,,,Must bring identification.,None Provided,,,,,,,,Wound Clinics,,,active,,http://aventurahospital.com/our-services/diabetes.dot,
20030,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Massage Therapy,,,active,,http://www.leagueagainstaids.org,
20026,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Registered Home Nursing,,,active,,http://www.leagueagainstaids.org,
20027,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Medical Equipment/Supplies,,,active,,http://www.leagueagainstaids.org,
20031,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Home Delivered Meals,,,active,,http://www.leagueagainstaids.org,
20025,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Pest Control Services,,,active,,http://www.leagueagainstaids.org,
20020,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Adult Day Health Programs,,,active,,http://www.leagueagainstaids.org,
20018,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Transitional Case/Care Management,,,active,,http://www.leagueagainstaids.org,
20023,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.leagueagainstaids.org,
20019,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Housekeeping Assistance,,,active,,http://www.leagueagainstaids.org,
20024,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Personal Care,,,active,,http://www.leagueagainstaids.org,
20028,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Comprehensive Outpatient Alcoholism Treatment,,,active,,http://www.leagueagainstaids.org,
20029,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Comprehensive Outpatient Drug Abuse Treatment,,,active,,http://www.leagueagainstaids.org,
20021,1010,1010,,,Call to enroll in services needed,None Provided,,,,,,,,Accessibility Information,,,active,,http://www.leagueagainstaids.org,
14736,1014,1014,,,"Must call the Medical Center number to speak with a social worker and setup an appointment day and time, and must meet the following requirements:\n\n* Proof of legal residency in the United States, i.e.  citizenship, residence or legal notification  from immigration and constancy that specify applicant continuously have resided in the State of Florida for at least one year (12 months).\n* Social Security card.\n* Copies of the last three income taxes (yours, head of family or individual responsible for your financial support).\n* Clinical history with cancer diagnosis and pathology.\n* Referral letter from attending physician to Liga Contra el C+íncer.\n* If you have medical insurance that does not cover cancer treatment bring a letter from the insurance company stating so.\n* Proof of household monthly income, including pay stubs, disability, alimony, child support, social security, retirement and food stamps.\n* Rent or mortgage statements, as well as, electricity, gas and telephone bills.\n* If you live with relative(s) or friend(s), bring notarized letter from the head of the household stating that you are aggregated member to their household, as well as copies of the three last income taxes of the head of the family.\n* Copy of last three months of all bank statements.\n* Present a copy of your Medicaid application. Should you have not applied yet, you have to do it immediately. If you are ineligible, please bring copy of their notification.",None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.ligacontraelcancer.org,
1950,1014,1014,,,"Must call the Medical Center number to speak with a social worker and setup an appointment day and time, and must meet the following requirements:\n\n* Proof of legal residency in the United States, i.e.  citizenship, residence or legal notification  from immigration and constancy that specify applicant continuously have resided in the State of Florida for at least one year (12 months).\n* Social Security card.\n* Copies of the last three income taxes (yours, head of family or individual responsible for your financial support).\n* Clinical history with cancer diagnosis and pathology.\n* Referral letter from attending physician to Liga Contra el C+íncer.\n* If you have medical insurance that does not cover cancer treatment bring a letter from the insurance company stating so.\n* Proof of household monthly income, including pay stubs, disability, alimony, child support, social security, retirement and food stamps.\n* Rent or mortgage statements, as well as, electricity, gas and telephone bills.\n* If you live with relative(s) or friend(s), bring notarized letter from the head of the household stating that you are aggregated member to their household, as well as copies of the three last income taxes of the head of the family.\n* Copy of last three months of all bank statements.\n* Present a copy of your Medicaid application. Should you have not applied yet, you have to do it immediately. If you are ineligible, please bring copy of their notification.",None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.ligacontraelcancer.org,
1951,1014,1014,,,"Must call the Medical Center number to speak with a social worker and setup an appointment day and time, and must meet the following requirements:\n\n* Proof of legal residency in the United States, i.e.  citizenship, residence or legal notification  from immigration and constancy that specify applicant continuously have resided in the State of Florida for at least one year (12 months).\n* Social Security card.\n* Copies of the last three income taxes (yours, head of family or individual responsible for your financial support).\n* Clinical history with cancer diagnosis and pathology.\n* Referral letter from attending physician to Liga Contra el C+íncer.\n* If you have medical insurance that does not cover cancer treatment bring a letter from the insurance company stating so.\n* Proof of household monthly income, including pay stubs, disability, alimony, child support, social security, retirement and food stamps.\n* Rent or mortgage statements, as well as, electricity, gas and telephone bills.\n* If you live with relative(s) or friend(s), bring notarized letter from the head of the household stating that you are aggregated member to their household, as well as copies of the three last income taxes of the head of the family.\n* Copy of last three months of all bank statements.\n* Present a copy of your Medicaid application. Should you have not applied yet, you have to do it immediately. If you are ineligible, please bring copy of their notification.",None Provided,,,,,,,,Medical Equipment/Supplies,,,active,,http://www.ligacontraelcancer.org,
19812,1014,1014,,,"Must call the Medical Center number to speak with a social worker and setup an appointment day and time, and must meet the following requirements:\n\n* Proof of legal residency in the United States, i.e.  citizenship, residence or legal notification  from immigration and constancy that specify applicant continuously have resided in the State of Florida for at least one year (12 months).\n* Social Security card.\n* Copies of the last three income taxes (yours, head of family or individual responsible for your financial support).\n* Clinical history with cancer diagnosis and pathology.\n* Referral letter from attending physician to Liga Contra el C+íncer.\n* If you have medical insurance that does not cover cancer treatment bring a letter from the insurance company stating so.\n* Proof of household monthly income, including pay stubs, disability, alimony, child support, social security, retirement and food stamps.\n* Rent or mortgage statements, as well as, electricity, gas and telephone bills.\n* If you live with relative(s) or friend(s), bring notarized letter from the head of the household stating that you are aggregated member to their household, as well as copies of the three last income taxes of the head of the family.\n* Copy of last three months of all bank statements.\n* Present a copy of your Medicaid application. Should you have not applied yet, you have to do it immediately. If you are ineligible, please bring copy of their notification.",None Provided,,,,,,,,Cancer Clinics,,,active,,http://www.ligacontraelcancer.org,
13400,1015,1015,,,Call before visiting for information,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.lhanc.org,
13447,1016,1016,,,Call for appointments and for more information,None Provided,,,,,,,,Adult Day Health Programs,,,active,,http://www.lhanc.org,
20548,1016,1016,,,Call for appointments and for more information,None Provided,,,,,,,,General Medical Care,,,active,,http://www.lhanc.org,
13450,1016,1016,,,Call for appointments and for more information,None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org,
13453,1017,1017,,,Call for appointments and for more information,None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org,
13454,1017,1017,,,Call for appointments and for more information,None Provided,,,,,,,,Dementia Management,,,active,,http://www.lhanc.org,
13456,1017,1017,,,Call for appointments and for more information,None Provided,,,,,,,,Adult Day Health Programs,,,active,,http://www.lhanc.org,
13458,1017,1017,,,Call for appointments and for more information,None Provided,,,,,,,,Adult Out of Home Respite Care,,,active,,http://www.lhanc.org,
13459,1017,1017,,,Call for appointments and for more information,None Provided,,,,,,,,Cognitive Behavioral Therapy,,,active,,http://www.lhanc.org,
15450,1018,1018,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela.htm,
15430,1020,1020,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://lhanc.org/mela.htm,
15446,1022,1022,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela.htm,
20562,1023,1023,,,Must call to enroll and make an appointment,None Provided,,,,,,,,Adolescent/Adult Immunizations,,,active,,http://www.lhanc.org/health.htm,
20563,1023,1023,,,Must call to enroll and make an appointment,None Provided,,,,,,,,Physical Therapy,,,active,,http://www.lhanc.org/health.htm,
20565,1023,1023,,,Must call to enroll and make an appointment,None Provided,,,,,,,,Pap Tests,,,active,,http://www.lhanc.org/health.htm,
20564,1023,1023,,,Must call to enroll and make an appointment,None Provided,,,,,,,,Electrocardiography,,,active,,http://www.lhanc.org/health.htm,
20566,1023,1023,,,Must call to enroll and make an appointment,None Provided,,,,,,,,General Physical Examinations,,,active,,http://www.lhanc.org/health.htm,
15438,1025,1025,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela.htm,
15442,1026,1026,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://lhanc.org/mela.htm,
15434,1027,1027,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://lhanc.org/mela.htm,
15470,1028,1028,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela,
15458,1033,1033,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela.htm,
15462,1035,1035,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela.htm,
15466,1036,1036,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.lhanc.org/mela,
15426,1037,1037,,,"Must call for further requirements. Some locations require seniors to be residents of the facility, others are open to the general public.",None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://WWW.lhanc.org/mela.htm,
18838,1053,1053,,,Call to speak with a specialist,None Provided,,,,,,,,Comprehensive Outpatient Alcoholism Treatment,,,active,,http://www.ipnfl.org,
18839,1053,1053,,,Call to speak with a specialist,None Provided,,,,,,,,Comprehensive Outpatient Drug Abuse Treatment,,,active,,http://www.ipnfl.org,
18836,1053,1053,,,Call to speak with a specialist,None Provided,,,,,,,,Alcoholism Referrals,,,active,,http://www.ipnfl.org,
18837,1053,1053,,,Call to speak with a specialist,None Provided,,,,,,,,Drug Abuse Referrals,,,active,,http://www.ipnfl.org,
16054,1056,1056,,,Must present School ID.,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://informedfamilies.org,
16055,1056,1056,,,Must present School ID.,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://informedfamilies.org,
16053,1056,1056,,,Must present School ID.,None Provided,,,,,,,,School Based Integrated Services,,,active,,http://informedfamilies.org,
16056,1057,1057,,,Call for more information,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.informedfamilies.org,
16057,1057,1057,,,Call for more information,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://www.informedfamilies.org,
16058,1058,1058,,,Call for information,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://www.informedfamilies.org,
16059,1058,1058,,,Call for information,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://www.informedfamilies.org,
16060,1058,1058,,,Call for information,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://www.informedfamilies.org,
16052,1059,1059,,,Call for information,None Provided,,,,,,,,Drug Abuse Education/Prevention,,,active,,http://informedfamilies.org,
16051,1059,1059,,,Call for information,None Provided,,,,,,,,Alcohol Abuse Education/Prevention,,,active,,http://informedfamilies.org,
2038,1062,1062,,,Call for information,None Provided,,,,,,,,Substance Abuse Education/Prevention,,,active,,http://www.informedfamilies.org,
2037,1062,1062,,,Call for information,None Provided,,,,,,,,Printed Materials,,,active,,http://www.informedfamilies.org,
2039,1063,1063,,,Call for information,None Provided,,,,,,,,Speakers/Speakers Bureaus,,,active,,http://www.informedfamilies.org,
20984,1064,1064,,,Please call the office prior to coming. Food is distributed on a first come first serve basis and runs until food is done for the day,None Provided,,,,,,,,Ongoing Emergency Food Assistance,,,active,,http://www.stjosephmiamibeach.com,
19749,1066,1066,,,"Walk-ins welcomed, must make an appointment for spay/neuter services",None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.humanesocietymiami.org,
19746,1066,1066,,,"Walk-ins welcomed, must make an appointment for spay/neuter services",None Provided,,,,,,,,Neuter/Spay Services,,,active,,http://www.humanesocietymiami.org,
19748,1066,1066,,,"Walk-ins welcomed, must make an appointment for spay/neuter services",None Provided,,,,,,,,Animal Adoption,,,active,,http://www.humanesocietymiami.org,
19747,1066,1066,,,"Walk-ins welcomed, must make an appointment for spay/neuter services",None Provided,,,,,,,,Emergency Veterinary Services,,,active,,http://www.humanesocietymiami.org,
14652,1067,1067,,,"Walk-ins welcomed, must make an appointment for spay/neuter services.",None Provided,,,,,,,,Emergency Veterinary Services,,,active,,http://www.humanesocietymiami.org,
14653,1067,1067,,,"Walk-ins welcomed, must make an appointment for spay/neuter services.",None Provided,,,,,,,,Neuter/Spay Services,,,active,,http://www.humanesocietymiami.org,
14651,1067,1067,,,"Walk-ins welcomed, must make an appointment for spay/neuter services.",None Provided,,,,,,,,Animal Adoption,,,active,,http://www.humanesocietymiami.org,
14650,1067,1067,,,"Walk-ins welcomed, must make an appointment for spay/neuter services.",None Provided,,,,,,,,Domestic Animal Services,,,active,,http://www.humanesocietymiami.org,
14658,1067,1067,,,"Walk-ins welcomed, must make an appointment for spay/neuter services.",None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.humanesocietymiami.org,
2051,1073,1073,,,Call for information.,None Provided,,,,,,,,Social Health Insurance,,,active,,http://www.fdhc.state.fl.us,
2052,1073,1073,,,Call for information.,None Provided,,,,,,,,Pediatric Evaluation,,,active,,http://www.fdhc.state.fl.us,
12137,1074,1074,,,Call for information.,None Provided,,,,,,,,Medicaid Information/Counseling,,,active,,http://www.fdhc.state.fl.us,
2053,1074,1074,,,Call for information.,None Provided,,,,,,,,Social Health Insurance,,,active,,http://www.fdhc.state.fl.us,
2057,1075,1075,,,Call for information.,None Provided,,,,,,,,Social Health Insurance,,,active,,http://ahca.myflorida.com/medicaid/#,
2056,1075,1075,,,Call for information.,None Provided,,,,,,,,Consumer Complaints,,,active,,http://ahca.myflorida.com/medicaid/#,
2061,1076,1076,,,Call for more information,None Provided,,,,,,,,Health Maintenance Organization Complaints,,,active,,http://ahca.myflorida.com,
2060,1076,1076,,,Call for more information,None Provided,,,,,,,,Consumer Complaints,,,active,,http://ahca.myflorida.com,
2062,1077,1077,,,Call for information.,None Provided,,,,,,,,Medical Equipment/Supplies,,,active,,http://www.fdhc.state.fl.us,
2063,1077,1077,,,Call for information.,None Provided,,,,,,,,Social Health Insurance,,,active,,http://www.fdhc.state.fl.us,
2065,1078,1078,,,Call for information.,None Provided,,,,,,,,Social Health Insurance,,,active,,http://ahca.myflorida.com/Medicaid/MediPass/index.shtml/,
20796,1079,1079,,,None,None Provided,,,,,,,,Missing Persons Location Assistance,,,active,,http://www.missingkids.com,
2069,1082,1082,,,Call or visit location for application assistance,None Provided,,,,,,,,Immigrant Visa Application Filing Assistance,,,active,,,
15172,1082,1082,,,Call or visit location for application assistance,None Provided,,,,,,,,Immigrant/Refugee Employment Programs,,,active,,,
2070,1082,1082,,,Call or visit location for application assistance,None Provided,,,,,,,,Job Search/Placement,,,active,,,
21029,1088,1088,,,"Residential and Outpatient:\r\nDependent on patient situation, call for more information\r\n\r\nDrug Testing:\r\nBy appointment or walk-in",None Provided,,,,,,,,Drug/Alcohol Testing,,,active,,http://www.hereshelpinc.com,
