id,location_id,contact_id,organization_id,service_id,number,vanity_number,extension,department,number_type,country_prefix
1192,1192,1192,1192,,786-308-3000,,,,voice,
1193,1193,1193,1192,,305-669-3320,,,,voice,
1195,1195,1195,1195,,305-537-9291,,,,voice,
1207,1207,1207,1207,,305-740-5287,,,,voice,
1209,1209,1209,1209,,305-545-2400,,,,voice,
1211,1211,1211,1211,,786-469-4100,,,,voice,
1214,1214,1214,1211,,786-469-4100,,,,voice,
1215,1215,1215,1211,,786-469-4100,,,,voice,
1217,1217,1217,1217,,305-251-2500,,,,voice,
1220,1220,1220,1220,,305-995-1000,,,,voice,
1221,1221,1221,1220,,786-275-0400,,,,voice,
1222,1222,1222,1220,,305-995-1233,,,,voice,
1223,1223,1223,1220,,305-995-2995,,,,voice,
1224,1224,1224,1220,,305-995-2451,,,,voice,
1226,1226,1226,1220,,305-636-7356,,,,voice,
1227,1227,1227,1220,,305-252-3041,,,,voice,
1228,1228,1228,1220,,305-995-2811,,,,voice,
1229,1229,1229,1220,,305-995-2273,,,,voice,
1231,1231,1231,1220,,305-995-1778,,,,voice,
1233,1233,1233,1220,,305-995-1834,,,,voice,
1234,1234,1234,1220,,305-995-2680,,,,voice,
1235,1235,1235,1220,,305-995-7112,,,,voice,
1238,1238,1238,1220,,305-274-3501,,112.0,,voice,
1239,1239,1239,1220,,305-669-7142,,,,voice,
1243,1243,1243,1220,,305-649-9800,,2241.0,,voice,
1244,1244,1244,1220,,305-324-6070,,7001.0,,voice,
1245,1245,1245,1220,,305-324-6070,,7001.0,,voice,
1246,1246,1246,1220,,305-324-6070,,7001.0,,voice,
1247,1247,1247,1220,,305-324-6070,,7001.0,,voice,
1248,1248,1248,1220,,305-324-6070,,7001.0,,voice,
1250,1250,1250,1220,,305-572-2800,,,,voice,
1252,1252,1252,1220,,305-823-5020,,,,voice,
1253,1253,1253,1220,,305-817-0014,,2500.0,,voice,
1254,1254,1254,1220,,305-995-1440,,,,voice,
1255,1255,1255,1220,,305-995-1922,,,,voice,
1256,1256,1256,1256,,305-375-2665,,,,voice,
1257,1257,1257,1256,,305-375-5323,,,,voice,
1260,1260,1260,1256,,305-375-2665,,,,voice,
1261,1261,1261,1256,,305-375-4116,,,,voice,
1273,1273,1273,1273,,305-324-8717,,,,voice,
1274,1274,1274,1273,,305-324-8717,,,,voice,
1275,1275,1275,1275,,954-518-1818,,,,voice,
1276,1276,1276,1275,,954-518-1818,,,,voice,
1277,1277,1277,1277,,305-827-3252,,,,voice,
1279,1279,1279,1277,,305-621-6160,,,,voice,
1281,1281,1281,1277,,305-267-0205,,,,voice,
1290,1290,1290,1290,,305-470-1670,,,,voice,
1291,1291,1291,1290,,305-468-1302,,,,voice,
1292,1292,1292,1290,,305-470-1670,,,,voice,
1293,1293,1293,1290,,305-470-1670,,,,voice,
1296,1296,1296,1296,,305-460-5600,,,,voice,
1297,1297,1297,1296,,305-460-5600,,,,voice,
1298,1298,1298,1298,,305-539-3000,,,,voice,
1299,1299,1299,1298,,305-539-3000,,,,voice,
1300,1300,1300,1300,,800-355-2227,,1578.0,,voice,
1302,1302,1302,1302,,305-576-1212,,23.0,,voice,
1307,1307,1307,1307,,574-264-3102,,,,voice,
1309,1309,1309,1307,,305-774-6770,,,,voice,
1310,1310,1310,1307,,305-774-6770,,,,voice,
1311,1311,1311,1311,,305-253-5100,,,,voice,
1312,1312,1312,1311,,305-253-5100,,,,voice,
1313,1313,1313,1311,,305-252-4880,,,,voice,
1314,1314,1314,1311,,305-252-4865,,,,voice,
1317,1317,1317,1311,,305-258-6813,,,,voice,
1318,1318,1318,1311,,305-234-7676,,,,voice,
1319,1319,1319,1311,,305-246-4607,,,,voice,
1320,1320,1320,1311,,305-253-5100,,,,voice,
1321,1321,1321,1311,,305-252-4838,,,,voice,
1322,1322,1322,1311,,305-252-4838,,,,voice,
1323,1323,1323,1311,,305-248-4334,,,,voice,
1324,1324,1324,1311,,305-242-6069,,,,voice,
1326,1326,1326,1311,,305-252-4838,,,,voice,
1327,1327,1327,1327,,800-426-5678,,,,voice,
1335,1335,1335,1334,,305-246-7744,,,,voice,
1337,1337,1337,1334,,305-242-0481,,,,voice,
1340,1340,1340,1340,,305-624-7450,,,,voice,
1341,1341,1341,1340,,305-624-7450,,,,voice,
1343,1343,1343,1340,,305-624-7450,,,,voice,
1344,1344,1344,1340,,305-624-7450,,,,voice,
1345,1345,1345,1340,,305-624-7450,,,,voice,
1349,1349,1349,1349,,305-325-5511,,,,voice,
1350,1350,1350,1349,,305-325-5413,,,,voice,
1352,1352,1352,1349,,305-325-4435,,,,voice,
1353,1353,1353,1349,,305-325-5464,,,,voice,
1354,1354,1354,1349,,305-243-9100,,,,voice,
1356,1356,1356,1349,,305-325-5901,,,,voice,
1357,1357,1357,1349,,305-325-4518,,,,voice,
1358,1358,1358,1349,,305-325-5808,,,,voice,
1359,1359,1359,1359,,305-822-2380,,,,voice,
1360,1360,1360,1359,,305-822-2380,,,,voice,
1361,1361,1361,1359,,305-822-2380,,,,voice,
1362,1362,1362,1359,,305-351-7025,,,,voice,
1363,1363,1363,1359,,305-822-2380,,,,voice,
1366,1366,1366,1366,,305-374-1065,,,,voice,
1371,1371,1371,1366,,305-634-2294,,429.0,,voice,
1372,1372,1372,1366,,305-299-0820,,,,voice,
1373,1373,1373,1366,,305-299-0820,,,,voice,
1377,1377,1377,1377,,305-251-3800,,,,voice,
1379,1379,1379,1379,,305-377-5339,,,,voice,
1380,1380,1380,1379,,305-377-5339,,,,voice,
1381,1381,1381,1381,,305-644-0066,,242.0,,voice,
1382,1382,1382,1381,,305-644-0066,,,,voice,
1384,1384,1384,1381,,305-644-0066,,,,voice,
1385,1385,1385,1381,,305-644-0066,,,,voice,
1386,1386,1386,1381,,305-644-0066,,,,voice,
1392,1392,1392,1392,,305-634-3409,,121.0,,voice,
1393,1393,1393,1392,,305-634-3409,,,,voice,
1394,1394,1394,1392,,305-634-3409,,118.0,,voice,
1395,1395,1395,1392,,305-634-3409,,144.0,,voice,
1396,1396,1396,1396,,754-200-1689,,,,voice,
1397,1397,1397,1396,,754-200-1689,,,,voice,
1398,1398,1398,1396,,754-200-1689,,,,voice,
1399,1399,1399,1396,,754-200-1689,,,,voice,
1400,1400,1400,1396,,754-200-1689,,,,voice,
1401,1401,1401,1396,,754-200-1689,,,,voice,
1402,1402,1402,1402,,305-751-1297,,111.0,,voice,
1403,1403,1403,1402,,305-751-1295,,128.0,,voice,
1406,1406,1406,1406,,888-477-2669,,,,voice,
1408,1408,1408,1408,,786-708-4610,,,,voice,
1416,1416,1416,1416,,305-250-9133,,,,voice,
1429,1429,1429,1429,,954-364-5000,,,,voice,
1431,1431,1431,1431,,305-594-4363,,,,voice,
1432,1432,1432,1431,,305-594-4363,,,,voice,
1433,1433,1433,1431,,800-227-2345,,,,voice,
1438,1438,1438,1438,,305-670-6500,,11239.0,,voice,
1439,1439,1439,1438,,305-670-4357,,11238.0,,voice,
1440,1440,1440,1438,,305-670-4357,,11402.0,,voice,
1441,1441,1441,1438,,305-670-6500,,11270.0,,voice,
1443,1443,1443,1443,,305-235-2616,,,,voice,
1444,1444,1444,1443,,305-235-2616,,,,voice,
1446,1446,1446,1443,,305-235-2616,,,,voice,
1448,1448,1448,1443,,305-235-2616,,,,voice,
1450,1450,1450,1450,,305-600-5441,,,,voice,
1451,1451,1451,1450,,305-600-5441,,101.0,,voice,
1452,1452,1452,1452,,305-573-3737,,,,voice,
1457,1457,1457,1457,,786-363-2700,,,,voice,
1458,1458,1458,1457,,305-528-5581,,,,voice,
1461,1461,1461,1461,,850-617-6348,,,,voice,
1462,1462,1462,1461,,800-451-2229,,,,voice,
1463,1463,1463,1461,,800-352-2437,,,,voice,
1464,1464,1464,1461,,850-617-6333,,,,voice,
1466,1466,1466,1466,,800-342-0823,,,,voice,
1469,1469,1469,1469,,850-413-1600,,,,voice,
1470,1470,1470,1469,,305-536-0307,,,,voice,
1471,1471,1471,1469,,305-536-0306,,,,voice,
1472,1472,1472,1472,,212-870-3400,,,,voice,
1473,1473,1473,1472,,305-461-2425,,,,voice,
1474,1474,1474,1474,,888-300-4548,,,,voice,
1475,1475,1475,1474,,888-300-4548,,,,voice,
1477,1477,1477,1474,,888-300-4548,,,,voice,
1478,1478,1478,1474,,888-300-4548,,,,voice,
1480,1480,1480,1474,,888-300-4548,,,,voice,
1484,1484,1484,1484,,612-230-4020,,,,voice,
1485,1485,1485,1484,,888-995-4673,,,,voice,
1493,1493,1493,1493,,786-263-7000,,,,voice,
1494,1494,1494,1493,,786-263-4110,,,,voice,
1495,1495,1495,1493,,786-263-5713,,,,voice,
1496,1496,1496,1493,,786-263-5600,,,,voice,
1497,1497,1497,1493,,786-263-5101,,,,voice,
1501,1501,1501,1493,,786-263-5809,,,,voice,
1507,1507,1507,1504,,305-662-7654,,,,voice,
1508,1508,1508,1504,,305-891-0294,,,,voice,
1510,1510,1510,1504,,305-871-3141,,,,voice,
1511,1511,1511,1504,,305-266-0530,,,,voice,
1512,1512,1512,1504,,305-866-2446,,,,voice,
1513,1513,1513,1504,,305-663-6301,,,,voice,
1515,1515,1515,1504,,305-758-2626,,,,voice,
1517,1517,1517,1504,,305-759-2468,,,,voice,
1518,1518,1518,1504,,786-278-5439,,,,voice,
1519,1519,1519,1504,,305-466-8966,,,,voice,
1521,1521,1521,1504,,305-866-6242,,,,voice,
1522,1522,1522,1504,,305-935-0940,,,,voice,
1523,1523,1523,1504,,305-476-5423,,,,voice,
1525,1525,1525,1504,,305-247-8223,,,,voice,
1527,1527,1527,1504,,305-861-4862,,,,voice,
1528,1528,1528,1504,,305-883-2047,,,,voice,
1529,1529,1529,1504,,305-687-2525,,,,voice,
1530,1530,1530,1504,,305-888-9711,,,,voice,
1534,1534,1534,1533,,800-541-5454,,,,voice,
1535,1535,1535,1533,,800-638-8255,,,,voice,
1539,1539,1539,1533,,800-848-9595,,,,voice,
1540,1540,1540,1533,,800-424-9046,,,,voice,
1541,1541,1541,1533,,800-422-6237,,,,voice,
1542,1542,1542,1533,,800-528-2971,,,,voice,
1544,1544,1544,1533,,800-656-4673,,,,voice,
1546,1546,1546,1533,,800-621-3141,,12.0,,voice,
1547,1547,1547,1533,,888-762-4001,,,,voice,
1548,1548,1548,1533,,800-521-0198,,,,voice,
1549,1549,1549,1533,,800-535-3643,,,,voice,
1551,1551,1551,1533,,800-424-8666,,,,voice,
1552,1552,1552,1533,,800-252-6465,,,,voice,
1553,1553,1553,1533,,800-222-3123,,,,voice,
1556,1556,1556,1533,,800-233-7393,,,,voice,
1557,1557,1557,1533,,800-722-4673,,251.0,,voice,
1558,1558,1558,1533,,800-332-1000,,,,voice,
1559,1559,1559,1533,,866-300-2900,,,,voice,
1560,1560,1560,1533,,800-448-3000,,,,voice,
1562,1562,1562,1533,,800-242-5338,,,,voice,
1563,1563,1563,1533,,800-344-4823,,,,voice,
1564,1564,1564,1533,,800-822-7422,,,,voice,
1572,1572,1572,1572,,800-222-1222,,,,voice,
1589,1589,1589,1589,,305-271-9797,,,,voice,
1591,1591,1591,1589,,305-271-9797,,224.0,,voice,
1592,1592,1592,1589,,305-271-9797,,224.0,,voice,
1593,1593,1593,1589,,305-271-9797,,,,voice,
1594,1594,1594,1594,,305-932-4200,,,,voice,
1600,1600,1600,1600,,305-326-0032,,,,voice,
1601,1601,1601,1600,,305-326-0032,,,,voice,
1606,1606,1606,1606,,305-576-0080,,,,voice,
1607,1607,1607,1606,,305-576-0080,,,,voice,
1608,1608,1608,1608,,407-894-7325,,,,voice,
1609,1609,1609,1608,,407-894-7325,,,,voice,
1610,1610,1610,1610,,305-899-1587,,,,voice,
1612,1612,1612,1610,,305-576-6550,,,,voice,
1614,1614,1614,1610,,305-576-6550,,,,voice,
1617,1617,1617,1610,,305-672-8080,,,,voice,
1618,1618,1618,1610,,305-672-2648,,,,voice,
1619,1619,1619,1610,,305-673-6060,,,,voice,
1620,1620,1620,1610,,305-899-1587,,142.0,,voice,
1624,1624,1624,1610,,305-403-6521,,,,voice,
1628,1628,1628,1610,,305-670-1911,,,,voice,
1629,1629,1629,1610,,305-899-8301,,,,voice,
1630,1630,1630,1610,,305-933-9820,,,,voice,
1631,1631,1631,1610,,305-576-6550,,,,voice,
1633,1633,1633,1610,,305-673-8658,,,,voice,
1640,1640,1640,1610,,305-933-9820,,,,voice,
1642,1642,1642,1610,,305-899-1587,,,,voice,
1644,1644,1644,1610,,305-403-6539,,,,voice,
1646,1646,1646,1610,,305-576-6550,,,,voice,
1647,1647,1647,1610,,305-576-6550,,,,voice,
1648,1648,1648,1610,,305-899-1587,,128.0,,voice,
1649,1649,1649,1610,,305-576-6550,,,,voice,
1650,1650,1650,1610,,305-933-9820,,,,voice,
1651,1651,1651,1651,,305-324-2400,,,,voice,
1653,1653,1653,1651,,786-845-0222,,,,voice,
1655,1655,1655,1651,,305-324-2400,,,,voice,
1657,1657,1657,1651,,305-628-7227,,,,voice,
1658,1658,1658,1651,,305-575-5030,,,,voice,
1659,1659,1659,1651,,305-643-7412,,,,voice,
1660,1660,1660,1651,,305-278-1046,,,,voice,
1661,1661,1661,1651,,305-623-3500,,,,voice,
1667,1667,1667,1651,,786-336-1300,,,,voice,
1669,1669,1669,1651,,786-336-1300,,,,voice,
1670,1670,1670,1651,,786-336-1300,,,,voice,
1671,1671,1671,1651,,786-336-1300,,,,voice,
1674,1674,1674,1651,,786-336-1300,,,,voice,
1675,1675,1675,1651,,786-336-1300,,,,voice,
1676,1676,1676,1651,,786-336-1300,,,,voice,
1678,1678,1678,1651,,786-336-1300,,,,voice,
1679,1679,1679,1651,,786-336-1300,,,,voice,
1680,1680,1680,1651,,786-336-1300,,,,voice,
1682,1682,1682,1651,,786-336-1300,,,,voice,
1683,1683,1683,1651,,786-336-1300,,,,voice,
1685,1685,1685,1651,,305-278-1074,,,,voice,
1687,1687,1687,1651,,305-546-2986,,,,voice,
1690,1690,1690,1651,,786-336-1280,,,,voice,
1695,1695,1695,1651,,305-470-5660,,,,voice,
1713,1713,1713,1651,,305-643-7300,,,,voice,
1714,1714,1714,1651,,305-324-2400,,,,voice,
1716,1716,1716,1716,,305-245-7448,,,,voice,
1720,1720,1720,1720,,850-561-5600,,,,voice,
1721,1721,1721,1720,,800-342-8011,,,,voice,
1731,1731,1731,1731,,305-238-5121,,,,voice,
1732,1732,1732,1731,,305-651-2332,,,,voice,
1733,1733,1733,1731,,305-238-5121,,,,voice,
1734,1734,1734,1731,,305-529-5810,,,,voice,
1737,1737,1737,1737,,301-306-7070,,,,voice,
1738,1738,1738,1737,,954-680-0799,,,,voice,
1741,1741,1741,1741,,800-448-0440,,0.0,,voice,
1744,1744,1744,1743,,800-733-2767,,,,voice,
1746,1746,1746,1743,,800-733-2767,,,,voice,
1747,1747,1747,1743,,800-287-4033,,,,voice,
1751,1751,1751,1751,,786-942-9836,,,,voice,
1752,1752,1752,1751,,786-942-9836,,,,voice,
1753,1753,1753,1751,,786-942-9836,,,,voice,
1754,1754,1754,1754,,305-335-9077,,,,voice,
1756,1756,1756,1756,,800-421-8453,,,,voice,
1757,1757,1757,1756,,305-324-6219,,,,voice,
1764,1764,1764,1763,,954-925-1100,,,,voice,
1765,1765,1765,1763,,305-373-8623,,,,voice,
1766,1766,1766,1763,,305-358-6303,,,,voice,
1767,1767,1767,1763,,786-347-2420,,,,voice,
1768,1768,1768,1763,,407-249-1450,,,,voice,
1769,1769,1769,1763,,305-381-6762,,,,voice,
1770,1770,1770,1763,,305-373-1889,,,,voice,
1771,1771,1771,1763,,305-373-6295,,,,voice,
1772,1772,1772,1763,,786-515-1201,,,,voice,
1773,1773,1773,1763,,305-285-6200,,,,voice,
1774,1774,1774,1763,,305-579-1600,,,,voice,
1775,1775,1775,1763,,305-600-0982,,,,voice,
1776,1776,1776,1763,,888-764-3326,,,,voice,
1777,1777,1777,1763,,305-871-7485,,,,voice,
1779,1779,1779,1763,,305-374-6322,,,,voice,
1780,1780,1780,1763,,786-866-0480,,,,voice,
1781,1781,1781,1763,,305-358-4386,,,,voice,
1782,1782,1782,1763,,305-592-6978,,,,voice,
1783,1783,1783,1763,,305-269-3131,,,,voice,
1784,1784,1784,1763,,305-925-9400,,,,voice,
1785,1785,1785,1763,,305-358-3220,,,,voice,
1786,1786,1786,1763,,305-539-8214,,,,voice,
1787,1787,1787,1763,,305-403-4150,,,,voice,
1788,1788,1788,1763,,305-358-0290,,,,voice,
1789,1789,1789,1763,,305-400-6400,,,,voice,
1790,1790,1790,1763,,305-679-9945,,,,voice,
1791,1791,1791,1763,,305-859-2003,,,,voice,
1792,1792,1792,1763,,305-447-3700,,,,voice,
1793,1793,1793,1763,,945-830-0662,,,,voice,
1794,1794,1794,1763,,305-374-8431,,,,voice,
1796,1796,1796,1763,,786-268-4900,,,,voice,
1797,1797,1797,1763,,305-265-1415,,,,voice,
1798,1798,1798,1763,,305-530-9090,,,,voice,
1799,1799,1799,1763,,305-374-9090,,,,voice,
1800,1800,1800,1763,,305-446-5511,,,,voice,
1801,1801,1801,1763,,305-463-0694,,,,voice,
1802,1802,1802,1763,,305-443-8917,,,,voice,
1803,1803,1803,1763,,305-443-7253,,,,voice,
1804,1804,1804,1763,,305-377-6700,,,,voice,
1805,1805,1805,1763,,305-445-7577,,,,voice,
1806,1806,1806,1763,,202-862-1850,,,,voice,
1807,1807,1807,1763,,504-210-1020,,,,voice,
1808,1808,1808,1763,,305-374-2199,,,,voice,
1813,1813,1813,1813,,305-528-5221,,,,voice,
1816,1816,1816,1816,,888-463-6332,,,,voice,
1817,1817,1817,1816,,305-994-3103,,,,voice,
1818,1818,1818,1816,,407-475-4762,,,,voice,
1819,1819,1819,1819,,202-467-8700,,,,voice,
1821,1821,1821,1821,,800-992-3442,,,,voice,
1822,1822,1822,1821,,800-992-3442,,,,voice,
1823,1823,1823,1823,,772-335-0400,,,,voice,
1824,1824,1824,1823,,772-335-0400,,,,voice,
1825,1825,1825,1825,,800-273-8255,,,,voice,
1827,1827,1827,1827,,850-487-3278,,,,voice,
1828,1828,1828,1827,,305-243-5706,,,,voice,
1830,1830,1830,1830,,305-329-3000,,,,voice,
1831,1831,1831,1830,,305-329-3000,,,,voice,
1832,1832,1832,1830,,305-416-7143,,,,voice,
1835,1835,1835,1835,,800-962-3678,,,,voice,
1837,1837,1837,1837,,305-243-6631,,,,voice,
1840,1840,1840,1837,,305-243-4500,,,,voice,
1843,1843,1843,1837,,305-243-6857,,,,voice,
1845,1845,1845,1837,,305-243-4617,,,,voice,
1846,1846,1846,1837,,305-243-5937,,,,voice,
1851,1851,1851,1837,,305-243-6857,,,,voice,
1853,1853,1853,1853,,305-591-2288,,,,voice,
1855,1855,1855,1853,,305-670-9797,,,,voice,
1856,1856,1856,1856,,305-266-1122,,,,voice,
1857,1857,1857,1856,,305-263-8900,,,,voice,
1858,1858,1858,1858,,800-222-3937,,,,voice,
1859,1859,1859,1858,,877-887-6327,,,,voice,
1860,1860,1860,1858,,877-887-6327,,,,voice,
1861,1861,1861,1861,,786-534-6921,,,,voice,
1865,1865,1865,1865,,305-758-4187,,,,voice,
1866,1866,1866,1865,,305-758-4187,,,,voice,
1867,1867,1867,1865,,305-758-4187,,,,voice,
1868,1868,1868,1865,,305-758-4187,,,,voice,
1869,1869,1869,1869,,305-430-0085,,,,voice,
1870,1870,1870,1869,,305-430-0085,,,,voice,
1884,1884,1884,1884,,305-238-2729,,,,voice,
1886,1886,1886,1886,,305-243-6001,,,,voice,
1888,1888,1888,1888,,850-488-1850,,,,voice,
1889,1889,1889,1888,,305-637-4500,,,,voice,
1890,1890,1890,1888,,305-598-6938,,,,voice,
1891,1891,1891,1888,,305-337-7077,,,,voice,
1892,1892,1892,1888,,305-377-7182,,,,voice,
1893,1893,1893,1893,,954-587-1008,,,,voice,
1894,1894,1894,1893,,305-630-3334,,,,voice,
1897,1897,1897,1893,,305-630-3334,,,,voice,
1898,1898,1898,1898,,305-856-2547,,109.0,,voice,
1904,1904,1904,1904,,800-342-2383,,,,voice,
1905,1905,1905,1904,,954-772-8040,,3053.0,,voice,
1967,1967,1967,1967,,305-932-8994,,,,voice,
1970,1970,1970,1970,,305-953-5433,,,,voice,
1972,1972,1972,1972,,305-663-7195,,1112.0,,voice,
1974,1974,1974,1972,,305-663-7195,,1121.0,,voice,
1980,1980,1980,1980,,305-642-7600,,,,voice,
1983,1983,1983,1980,,305-642-7600,,,,voice,
1984,1984,1984,1980,,305-642-7600,,208.0,,voice,
1986,1986,1986,1985,,305-994-9268,,315.0,,voice,
1989,1989,1989,1989,,786-366-2784,,,,voice,
1990,1990,1990,1989,,786-357-4255,,,,voice,
1991,1991,1991,1991,,305-576-5001,,,,voice,
1992,1992,1992,1991,,305-576-5001,,,,voice,
1993,1993,1993,1991,,305-576-5001,,,,voice,
1997,1997,1997,1991,,305-576-5001,,,,voice,
1999,1999,1999,1991,,305-576-5001,,,,voice,
2000,2000,2000,1991,,305-576-5001,,,,voice,
2003,2003,2003,2003,,866-221-2268,,,,voice,
2017,2017,2017,2017,,816-921-0909,,,,voice,
2018,2018,2018,2017,,786-752-0845,,,,voice,
2019,2019,2019,2019,,305-271-9000,,252.0,,voice,
2021,2021,2021,2019,,305-271-9000,,263.0,,voice,
2023,2023,2023,2019,,305-271-9000,,263.0,,voice,
2028,2028,2028,2028,,786-243-1003,,,,voice,
2029,2029,2029,2028,,305-278-2773,,,,voice,
2030,2030,2030,2028,,305-278-2773,,,,voice,
2031,2031,2031,2028,,305-278-2773,,,,voice,
2033,2033,2033,2028,,305-278-2773,,,,voice,
2034,2034,2034,2034,,877-242-4543,,,,voice,
2035,2035,2035,2034,,305-956-9990,,,,voice,
2041,2041,2041,2041,,925-957-6223,,,,voice,
2042,2042,2042,2041,,954-560-0326,,,,voice,
2051,2051,2051,2051,,305-444-1944,,,,voice,
2052,2052,2052,2051,,305-444-1944,,306.0,,voice,
2054,2054,2054,2054,,305-704-0116,,,,voice,
2055,2055,2055,2054,,305-704-0116,,,,voice,
2056,2056,2056,2054,,305-704-0116,,,,voice,
2057,2057,2057,2054,,305-704-0118,,,,voice,
2058,2058,2058,2058,,323-291-9334,,,,voice,
2060,2060,2060,2060,,305-899-8087,,,,voice,
2061,2061,2061,2060,,305-899-8087,,,,voice,
2062,2062,2062,2060,,305-899-8087,,,,voice,
2063,2063,2063,2060,,305-899-8087,,,,voice,
2070,2070,2070,2070,,305-350-7700,,,,voice,
2072,2072,2072,2072,,786-201-7621,,,,voice,
2073,2073,2073,2072,,786-201-7621,,,,voice,
2074,2074,2074,2072,,786-201-7621,,,,voice,
2075,2075,2075,2072,,786-201-7621,,,,voice,
2076,2076,2076,2072,,786-201-7621,,,,voice,
2077,2077,2077,2072,,786-201-7621,,,,voice,
2078,2078,2078,2072,,786-201-7621,,,,voice,
2079,2079,2079,2072,,786-201-7621,,,,voice,
2082,2082,2082,2082,,305-514-6666,,,,voice,
2084,2084,2084,2082,,305-592-1186,,,,voice,
2085,2085,2085,2085,,202-466-6272,,,,voice,
2091,2091,2091,2091,,305-243-1000,,,,voice,
2098,2098,2098,2098,,305-653-2474,,,,voice,
2100,2100,2100,2098,,305-653-2474,,,,voice,
2101,2101,2101,2098,,305-653-2474,,,,voice,
2104,2104,2104,2104,,305-573-1106,,1650.0,,voice,
2106,2106,2106,2104,,305-573-1106,,,,voice,
2107,2107,2107,2104,,305-573-1106,,,,voice,
2108,2108,2108,2104,,305-573-1106,,,,voice,
2109,2109,2109,2109,,305-891-3456,,,,voice,
2110,2110,2110,2109,,305-891-3456,,,,voice,
2117,2117,2117,2117,,305-330-5653,,,,voice,
2121,2121,2121,2121,,305-971-0607,,208.0,,voice,
2126,2126,2126,2126,,305-406-9467,,,,voice,
2128,2128,2128,2126,,786-253-9289,,,,voice,
2129,2129,2129,2129,,305-759-2752,,,,voice,
2131,2131,2131,2131,,786-573-0061,,,,voice,
2132,2132,2132,2131,,786-573-0061,,,,voice,
2135,2135,2135,2135,,888-680-6100,,,,voice,
2145,2145,2145,2145,,305-687-3545,,,,voice,
2146,2146,2146,2145,,305-687-3545,,236.0,,voice,
2148,2148,2148,2148,,786-708-0836,,,,voice,
2153,2153,2153,2153,,407-898-0787,,,,voice,
2154,2154,2154,2153,,305-374-2233,,,,voice,
2155,2155,2155,2153,,305-374-2233,,,,voice,
2156,2156,2156,2153,,305-374-2233,,,,voice,
2157,2157,2157,2157,,305-200-7492,,,,voice,
2159,2159,2159,2159,,305-591-1606,,,,voice,
2169,2169,2169,2169,,305-722-2502,,,,voice,
2171,2171,2171,2171,,305-864-5553,,,,voice,
2172,2172,2172,2171,,305-864-5553,,14.0,,voice,
2176,2176,2176,2176,,305-704-0200,,,,voice,
2177,2177,2177,2176,,305-704-0200,,,,voice,
2178,2178,2178,2176,,305-704-0200,,,,voice,
2179,2179,2179,2176,,305-704-0200,,,,voice,
2180,2180,2180,2176,,305-704-0131,,,,voice,
2181,2181,2181,2176,,305-493-9770,,,,voice,
2182,2182,2182,2176,,305-704-0146,,,,voice,
2183,2183,2183,2176,,305-704-0200,,,,voice,
2184,2184,2184,2176,,305-493-9770,,,,voice,
2185,2185,2185,2176,,305-704-0200,,,,voice,
2186,2186,2186,2176,,305-255-7569,,,,voice,
2187,2187,2187,2176,,305-704-0140,,,,voice,
2188,2188,2188,2188,,941-205-2161,,,,voice,
2190,2190,2190,2190,,305-947-3998,,,,voice,
2192,2192,2192,2190,,305-948-4777,,,,voice,
2193,2193,2193,2190,,305-948-4777,,,,voice,
2194,2194,2194,2194,,866-487-2345,,,,voice,
2195,2195,2195,2194,,866-487-2365,,,,voice,
2197,2197,2197,2194,,800-204-2418,,,,voice,
2198,2198,2198,2194,,954-424-4022,,,,voice,
2199,2199,2199,2199,,727-210-4211,,,,voice,
2206,2206,2206,2206,,877-487-2778,,,,voice,
2208,2208,2208,2206,,877-487-2778,,,,voice,
2209,2209,2209,2206,,888-407-4747,,,,voice,
2210,2210,2210,2210,,305-751-8025,,,,voice,
2212,2212,2212,2210,,305-354-4424,,,,voice,
2213,2213,2213,2213,,305-809-5000,,,,voice,
2221,2221,2221,2221,,800-522-0925,,,,voice,
2223,2223,2223,2223,,305-576-5075,,210.0,,voice,
2228,2228,2228,2228,,321-632-6688,,204.0,,voice,
2230,2230,2230,2230,,888-236-4848,,,,voice,
2231,2231,2231,2230,,888-236-4848,,,,voice,
2240,2240,2240,2240,,410-423-0600,,,,voice,
2241,2241,2241,2240,,954-496-0776,,,,voice,
2242,2242,2242,2242,,305-200-8927,,,,voice,
2245,2245,2245,2242,,305-625-8354,,,,voice,
2256,2256,2256,2255,,904-390-3200,,,,voice,
2257,2257,2257,2257,,305-294-4857,,,,voice,
2258,2258,2258,2257,,305-743-4800,,,,voice,
2259,2259,2259,2259,,305-234-0490,,,,voice,
2261,2261,2261,2259,,305-271-8790,,,,voice,
2262,2262,2262,2259,,305-234-0490,,,,voice,
2265,2265,2265,2265,,305-953-3397,,,,voice,
2266,2266,2266,2265,,305-953-3397,,,,voice,
2268,2268,2268,2268,,800-799-7233,,,,voice,
2271,2271,2271,2271,,305-232-0499,,,,voice,
2291,2291,2291,2291,,954-633-2717,,,,voice,
2292,2292,2292,2291,,786-401-4442,,,,voice,
2293,2293,2293,2293,,305-693-8323,,,,voice,
2296,2296,2296,2296,,800-531-5120,,,,voice,
2297,2297,2297,2296,,800-377-9968,,,,voice,
2298,2298,2298,2298,,305-638-2283,,,,voice,
2299,2299,2299,2298,,305-638-2283,,,,voice,
2300,2300,2300,2300,,305-243-6131,,,,voice,
2302,2302,2302,2300,,305-956-5991,,,,voice,
2305,2305,2305,2305,,561-383-1111,,,,voice,
2307,2307,2307,2307,,786-596-1960,,,,voice,
