id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
1858,EYECARE AMERICA,,"EyeCare America's mission is to reduce avoidable blindness and severe visual impairment by raising awareness, educating and facilitating eye care for the public.\n\n###MON###\n###COL###",,http://www.eyecareamerica.org,,,,,,,
1861,MEYGA CENTER,MULTIETHNIC YOUTH GROUP ASSOCIATION,"The MEYGA Center has an after-school and summer youth program for youth ages 5-14 years old.  The curriculum includes but not limited to leadership development, literacy, homework assistance, SPARK Fitness, Social Skills, self-expression, arts & crafts, field trips and other educational curriculum.",,,,,,,,,
1865,"ALTERNATIVE PROGRAMS, INC.",,"This organization provides at risk youth with an after school and weekend program, juvenile diversion programs, and adult diversion programs.",,,,,,,,,
1869,"HIS HOUSE CHILDREN'S HOME, INC.",,"His House ChildrenGÇÖs Home is a private, non-profit, faith-based organization dedicated to restoring the joy in the lives of children from newborn to 21 years of age. Established in 1989, the organization provides residential care for abused, abandoned and neglected children in a home-like setting.",,http://www.hhch.org,,,,,,,
1884,"SOUTH FLORIDA YOUTH SYMPHONY, INC.",SFYS,"South Florida Youth Symphony provides students with Sunday classes and satellite weekly classes, plus summer music camps. High school students in 11th and 12th grade who qualify can take the orchestra programs for dual enrollment credit, college students take it for 1 ensemble credit each semester. Orchestra includes all orchestral strings, piano, classical acoustic guitar, all advanced winds and percussion.",,http://www.sfys.net,,,,,,,
1886,THE MIAMI PROJECT TO CURE PARALYSIS,,"The Miami Project international team of more than 200 scientists, researchers and clinicians take innovative approaches to the challenge of spinal cord injury.\n\nOffers the 1-800-STAND UP information line for questions regarding spinal cord injury research, and ""The Project"" newsletter about research and programs.\n\nThe Miami Project to Cure Paralysis is a multidisciplinary basic science and clinical research effort of the University of Miami, dedicated to finding more effective treatments and an eventual cure for paralysis resulting from spinal cord injury. The general public has the opportunity to participate in our studies should they meet the criteria.\n\n###MON###\n###COL###",,http://www.miamiproject.miami.edu,,,,,,,
1888,FLORIDA DEPARTMENT OF JUVENILE JUSTICE,,"Established by the 1994 Juvenile Justice Act, this department provides intake, supervision and community referral services for young people under age 18 who have violated the law.\n\n###COL###\n###MON###",,http://www.djj.state.fl.us,,,,,,,
1893,"CHRYSALIS HEALTH, INC.",,"The Chrysalis Center is a community behavioral health center offering a comprehensive array of mental health and substance abuse services to children, adolescents, adults, and families. Mental health services include individual and family outpatient counseling in the home environment and school environment, psychiatric evaluation and treatment, psychosexual evaluation and sexual behavior specific treatment.",,http://www.chrysaliscenter.org,,,,,,,
1898,EAST LITTLE HAVANA COMMUNITY DEVELOPMENT CORP.,,"Provides affordable housing for sale and rental housing to low or moderate income families, individuals, and elderly.",,,,,,,,,
1904,"AMERICAN DIABETES ASSOCIATION, INC.",,"The American Diabetes Association is leading the fight against the deadly consequences of diabetes and fighting for those affected by diabetes. The Association funds research to prevent, cure and manage diabetes; delivers services to hundreds of communities; provides objective and credible information through community-based programs to empower people to manage their disease so they can prevent the onset of complications; and gives voice to those denied their rights because of diabetes.\n\n###MON###\n###COL###",,http://www.diabetes.org,,,,,,,
1967,"THE BISCAYNE FOUNDATION, INC.",,"Provides special education, physical and occupational therapy, psychological services, neuropsychological services and brain injury rehabilitation to children and adults with healthcare and special education and treatment needs",,http://www.biscayneinstitutes.org,,,,,,,
1970,"LIFE IMPACT, INC.",,"Life Impact, Inc. is a community service organization committed to impact our community and help improve it's quality of life. Our job is to help young people overcome the impact of negative peer pressure, crime and drugs, and help them become responsible and productive citizen's of society.  Life Impact also helps teenage mothers who need support and counseling. Our target population includes: African American (A.A./Jamaican/Haitian/Caribbean), & Hispanic (Cuban/Puerto Rican/S. American). Also offer parenting classes, premarital counseling, and anger management groups for youth.",,http://lifeimpactinc.org,,,,,,,
1972,"YES INSTITUTE, INC.",,"YES Institute's mission is to prevent suicide and ensure the healthy development of all youth through powerful communication and education on gender and orientation. Itis a recognized leader in providing powerful, action-oriented dialogue and quality research-based education on gender and orientation.",,http://www.yesinstitute.org,,,,,,,
1980,"REGIS HOUSE, INC.",,"Regis House is a non-profit, 501(c)(3), charitable, community-based organization with the mission to improve lives for a healthy community through mental health, family support and substance abuse services.",,http://www.regishouse.org,,,,,,,
1985,AREA HEALTH EDUCATION CENTER,AHEC,"The mission of this nonprofit is to assist health professionals and students in their educational and professional goals through a variety of employment assistance and career programs, continuing education and networking. The agency also has a computer network of medical resources.\n\n###MON###\n###COL###\n\n\nLa misi+¦n de esta organizaci+¦n no lucrativa es ayudar a los profesionales de la salud y estudiantes en sus metas educativas y profesionales a trav+¬s de una variedad de asistencia para el empleo y los programas de carrera, educaci+¦n continua y trabajo en red. La agencia tambi+¬n tiene una red inform+ítica de recursos m+¬dicos.\n\n###MON###\n###COL###",,http://www.nationalahec.org,,,,,,,
1989,"UNITED MARTIAL ARTS ACADEMY, INC.",,"United Martial Arts Academy, Inc. offers martial art classes, after school program, summer camp and winter/spring break camps  to students aged 5 through 18 along with their families with the scope including form, kickboxing, kung-fu, llama, Philippine cali sticks, aerobic martial arts, self-defense, chi breathing, meditation and relaxation. We are an inclusive program with a literacy component.  We serve the local community of Homestead and Florida City with emphasis on family, how to overcome adversity, cooperation and hard work.",,http://h2oboxing.com,,,,,,,
1991,"CATALYST MIAMI, INC.",,"Founded in 1995 as a Miami-based nonprofit 501(c)3 organization, Catalyst Miami (formerly known as the Human Services Coalition) identifies and launches innovative strategies to help people and communities thrive and to create a more equitable and caring society.\r\n\r\nCatalyst Miami connects people to resources that build prosperity and addresses barriers to prosperity through policy and program innovation. We focus on building the capacity of individuals, organizations and communities throughout Florida to embrace and adopt effective prosperity strategies and programs. \r\n\r\nWe work through a network of partner organizations, linking people with financial education, healthcare information, public benefits and educational and economic opportunities. \r\n\r\nCatalyst Miami also listens to the people it serves and makes its programs responsive to their needs.\r\nOur programs promote economic self-sufficiency, participation in civic life and respect across many divides. We inspire people to get involved and prepare them to step up to leadership roles that lead to long-term community transformation.",,http://catalystmiami.org,,,,,,,
2003,"SAMARITIAN COUNSELING CENTERS, INC.",COUNSELING MINISTRY OF SOUTH FLORIDA CMSF,"Samaritan Counseling Centers is an interfaith, non-profit, bilingual organization with a mission of providing spiritually-sensitive, professional and affordable mental health counseling, education, and consultation services throughout Broward, Miami-Dade, and Palm Beach Counties. Mental health counseling includes individual counseling and psychotherapy, couples and family therapy, group therapy, and pastoral counseling.\r\n\r\nOffices located in Miami, Pinecrest, Bal Harbour, Coral Gables, Miami Beach, Hialeah and Miami Shores.",,http://samaritansfl.org/,,,,,,,
2017,"FELLOWSHIP OF CHRISTIAN ATHLETES, INC.",FCA,"Offers high school and college athletes the opportunity for positive interactions and spiritual enrichment. Members form ""huddle groups"" for peer support and Bible study, and enjoy retreats and camping trips throughout the year.\n\n###MON###\n###COL###",,http://www.fca.org,,,,,,,
2019,"THE DAVE AND MARY ALPER JEWISH COMMUNITY CENTER, INC.",DAVE AND MARY ALPER JCC,"The Alper JCC provides social, educational, cultural and recreational programs for children, adults and the elderly. Also offers programs for the special needs population.",,http://www.alperjcc.org,,,,,,,
2028,"NEW HOPE C.O.R.P.S., INC.",,New Hope provides residential and outpatient substance abuse and mental health treatment to the indigent and homeless population in need of our services. Dedicated to providing behavioral health care services utilizing evidenced based best practices in our alcohol and drug rehabilitation and addiction recovery center.,,http://www.newhopecorp.org/,,,,,,,
2034,CHAI LIFELINE,,"Chai Lifeline provides crucial emotional, social and financial help that enables families to cope with the diagnosis, treatment and repercussions of life-threatening or lifelong pediatric illness.",,http://www.chailifeline.org,,,,,,,
2036,"TRAUMA RESOLUTION CENTER, INC.",,"The Trauma Resolution Center provides intensive one-on-one resolution of trauma for children and adults of all crime types. The program also offers personal and system advocacy, expert witness, court evaluations, bereavement counseling, psychoeducational groups for domestic violence victims, empowerment groups for children and court support groups. Also treats individuals for trauma that is not crime-related. Provides holistic services on-site such as massage therapy for clients only.\r\n\r\nThe TRC also provides trainings to certify individuals that want to be certified in TIR, and evidence-based technique.\r\n\r\n**Please ensure that the message system finishes talking before dialing extension 100**",,http://www.traumaresolutioncenter.net,,,,,,,
2041,"THE HOLIDAY PROJECT, INC.",,"Organizes volunteers to visit people who are confined to institutions, letting residents and patients know they are not forgotten. Visits take place on weekends and on most any day throughout the year, not just the major holidays. All ages are welcomed to become volunteers. Animals are also welcomed on some visits, but must be certified and approved first.",,http://www.holiday-project.org,,,,,,,
2051,DRESS FOR SUCCESS MIAMI,SUITED FOR SUCCESS,"Dress for Success Miami empowers women to achieve economic independence by providing a network of support, professional attire and development tools to help women thrive in work and in life.",,http://dfsmiami.org,,,,,,,
2054,BRIDGING FAMILIES AND COMMUNITIES,BFC,"Bridging Families & Communities is a community based inter-agency team providing intensive home based services for children of high conflict and domestic violence families. Fiscally managed by The Advocate Program, Inc,  it is a System of Care focusing on family strengths and need, in a cultural competent and easily accessible manner. The BFC Collaborative is a community partnership comprised of over 40 agencies in Miami-Dade. This collaborative is works together to identify unmet needs, barriers, and gaps in services. Capacity building trainings and community awareness on domestic violence/family conflict are also offered through the BFC Collaborative.",,http://advocateprogram.com/about-bridging-families-communities/,,,,,,,
2058,BLACK BUSINESS ASSOCIATION,BBA,"An advocacy group whose primary function is to positively impact the disparity of wealth and resources available to black businesses. The Association is comprised of business owners, aspiring entrepreneurs and professionals dedicated to enhancing their businesses as well as the economic future of the Black community. Membership benefits include group medical insurance plans, quarterly newsletters, legislative representation, job opportunities, an information clearinghouse, workshops and seminars.\n\n###MON###\n###COL###",,http://www.bbala.org/,,,,,,,
2060,"ALLIANCE FOR GLBTQ YOUTH, INC.",The Alliance,"The Alliance for Gay, Lesbian, Bisexual, Transgender & Questioning (GLBTQ) Youth coordinates a full range of quality services through partnerships with many Miami-Dade County service organizations. We serve youth, families and their communities while advocating for equal rights and status of all youth regardless of their real or perceived sexual orientation or gender identity/ expression.\n\nThe Alliance  implements a comprehensive prevention and early intervention service continuum at the individual, family, community and policy system levels throughout the County. The Alliance provides care coordination services; family advocacy and support; education and awareness activities; practice and evidence-based research development; and youth enrichment activities for GLBTQ youth. The service partnership is composed of mental health, education/training and advocacy community-based organizations invested in the holistic well-being of GLBTQ youth.",,http://glbtqalliance.org,,,,,,,
2070,GREATER MIAMI CHAMBER OF COMMERCE,,The GMCC is an Association of Businesses and professions organized to create economic progress in Miami-Dade County.,,http://www.miamichamber.com/,,,,,,,
2072,FIRST STEP MOBILE SERVICES,,"We travel to your facility or home to train and certify your staff and families in CPR, First-aid, A.E.D., HIV, Blood borne Pathogens (OSHA), and Water Safety for parents and caregivers. We offer needed products for the health care industry such as Gloves, First-Aid Kits and CPR Masks.",,http://firststepmobileservices.com,,,,,,,
2082,MIAMI-DADE COUNTY DEPARTMENT OF PUBLIC WORKS AND WASTE MANAGEMENT,M-DC DEPARTMENT OF PUBLIC WORKS AND WASTE MANAGEMENT,"The Miami-Dade County Public Works and Waste Management Department provides waste collection and recycling services to households in unincorporated Miami-Dade County and eight municipalities, including Aventura, Cutler Bay, Doral, Miami Gardens, Miami Lakes, Palmetto Bay, Pinecrest and Sunny Isles Beach.\r\n\r\nThe department engineers, constructs and maintains the County's roads, bridges, canals, sidewalks, street signs, pavement markings, traffic signals, street lights and storm water drainage facilities. It maintains landscapes along the public rights-of-way of Miami-Dade County and also provides a mosquito control program.",,http://www.miamidade.gov/publicworks/,,,,,,,
2085,"NATIONAL CRIME PREVENTION COUNCIL, INC.",,"The National Crime Prevention CouncilGÇÖs mission is to be the nation's leader in helping people keep themselves, their families, and their communities safe from crime. To achieve this, NCPC produces tools that communities can use to learn crime prevention strategies, engage community members, and coordinate with local agencies.\n\n###MON###\n###COL###",,http://www.ncpc.org,,,,,,,
2091,SYLVESTER COMPREHENSIVE CANCER CENTER,,"The Sylvester Comprehensive Cancer Center integrates all cancer-related activities of the faculty of the University of Miami. This includes all cancer treatment, research and education, and outreach conducted at the University of MiamiGÇÖs Miller School of Medicine and within the University of Miami Health System (UHealth). As the only University-based Comprehensive Cancer Center in the region, we play a unique role in the South Florida medical community. Since itGÇÖs founding in 1992, Sylvester has transformed cancer treatment, research and education in South Florida and beyond.",,http://www.sylvester.org,,,,,,,
2098,ACF ADOPTIONS,,"ACF Adoptions is a not-for-profit child placing agency, comprised of attorneys, licensed mental health counselors and support staff who are specially trained in the field of adoption. Provides adoptive placement of children, completion of all legal work leading to finalization of adoptions, and counseling for birth parents and adoptive parents by licensed clinical social workers.",,http://www.adoptionflorida.org,,,,,,,
2104,"AMERICANS FOR IMMIGRANT JUSTICE, INC.",AI Justice,"Americans for Immigrant Justice (AI Justice) is a not-for-profit legal assistance organization dedicated to protecting and promoting the basic human rights of immigrants of all nationalities at the local, state and national levels.\n\n###MON###\n###COL###",,http://aijustice.org,,,,,,,
2109,"FLORIDA FILM INSTITUTE, INC.",FFI,"The Florida Film Institute, (FFI) strives to provide a nurturing environment to teach the art, business, and science of filmmaking to children and young adults. Our programs in local schools and community centers provide an empowering hands-on experience for participants, offering them the opportunity to make their own films. We encourage them to explore the creative process of cinema as a means to increase their self-esteem.",,http://www.flfilminstitute.org,,,,,,,
2117,"FRIENDSHIP CIRCLE OF MIAMI BEACH AND NORTH DADE, INC.",,"The Friendship Circle provides Sunday Circle, a monthly Sunday drop off program with various therapies, Mom's Night Out program, after school, winter, and a 3 day summer camp program for disabilities.\n\nSummer Camp: June 15-17, 2016",,http://www.fcmiami.org/,,,,,,,
2121,"DRUG FREE YOUTH IN TOWN, INC.",DFYIT,"A school based community service drug prevention program. Students prove their drug free status through initial and random drug screenings. Provides ATOD education, rewards, field trips, educational workshops, events and community service opportunities.\n\nServices available:\n\n* Community Service Projects\n* School Club Meetings\n* Educational Workshops, Conferences, and Events\n* Drug Screening\n* Youth Advisory Committee (YAC)\n* Parent PTA Meetings\n* Student Mentorship",,http://www.dfyit.org,,,,,,,
2126,SPECIAL OLYMPICS FLORIDA - MIAMI-DADE COUNTY,,"Provides year round training and competition in 17 Olympic style sports for intellectually disabled people. Training takes place at local schools, parks and other public access areas. Competition is held seasonally on local and state levels. Participants in the games are required to have eight weeks of training in order to compete.",,http://specialolympicsflorida.org/miami-dade/,,,,,,,
2129,TACOLCY PROPERTY MANAGEMENT CORPORATION,Edison Tri-Plex Community,Provides income restricted apartment housing in Liberty City for low income individuals or families.,,,,,,,,,
2131,NEW TESTAMENT CHURCH OF GOD - LITTLE ANGELS ACADEMY,,"Provides early childhood education to children 2-5 years old and tutoring to children 3-12 years old in the South Miami area. Provides early childhood readiness for children entering K5 in public schools. Services include free tutoring, free music education and behavior modification strategies.",,http://www.littleangelsacd.com,,,,,,,
2133,"CAMACOL, LLC.",LATIN CHAMBER OF COMMERCE,"The Latin Chamber of Commerce of the United States, CAMACOL is the largest Hispanic business organization in the State of Florida and one of the most influential minority business groups in the United States.\n\nPrograms and services provided are:\n* Networking events, seminars, workshops, business luncheons.\n* Commercial Fa+ºade Rehabilitation Program.\n* Incubator Center.\n* Business Development Missions.\n* CAMACOL/Film and Entertainment Development Program.\n* Technical and business assistance, licenses, permits, and documentation requirements.",,http://camacol.org/,,,,,,,
2135,"ARISE FOUNDATION, INC.",,"An educational foundation dedicated to making the world safe for at-risk children and teens by providing information and training on social and environmental issues to youngsters. Material provided by this foundation will educate elementary, middle and high school students about safety issues, including guns, drugs, strangers, parenting skills and anger and conflict resolution.\n\n###MON###\n###COL###",,http://www.ariselife-skills.org,,,,,,,
2145,OPA LOCKA COMMUNITY DEVELOPMENT CORPORATION,,"Fosters economic development, housing services, cultural and art initiatives to empower residents in the City of Opa-Locka and in the broader North Dade area. Develops, constructs and renovates housing for low to moderate income individuals. They do not assist in renting apartments.",,http://www.olcdc.org,,,,,,,
2148,"HEALTH COUNCIL OF SOUTH FLORIDA, INC.",,"The Health Council of South Florida is committed to assisting Miami-Dade and Monroe residents with exploring and enrolling in insurance plans through the Affordable Care Act/Health Insurance Marketplace. Our team of Navigators can provide you with free, unbiased, one-on-one assistance.",,http://www.healthcouncil.org,,,,,,,
2153,"BEST BUDDIES FLORIDA, INC.",,Best Buddies is a non-profit organization dedicated to enhancing the lives of people with intellectual and developmental disabilities by providing opportunities for one-to-one friendships and integrated employment.,,http://www.bestbuddiesflorida.org,,,,,,,
2157,"AMERICAN VETERANS ALLIANCE, INC.",,"With a strategy of cooperation, coordination and creativity, the American Veterans Alliance works in conjunction with other veterans service organizations, nonprofits, corporate sponsors and government agencies to provide support and advocacy at national and local levels. The AVA provides supportive services to veterans, families and dependents such as assistance with transportation to VA facilities, food and commodities assistance in emergency situations, transitional assistance, job preparedness and placement, referral services and access to technology. \n\nThe AVA is the largest alliance of Hispanic veterans and has now become a Veteran Support Embassy providing assistance nationwide.\n\n###MON###\n###COL###",,http://www.wesupportvets.org,,,,,,,
2159,"HOSPICE CARE OF SOUTH FLORIDA, INC.",,"Provides supportive care to the terminally ill and their family through a multidisciplinary team which provides symptom management, pain control and emotional support. Offers nursing care, home health aides, homemaker services, social worker, bereavement services, chaplaincy, volunteers, medication, medical supplies and medical equipment related to terminal illness. Services offered on a patient per patient basis and their individual needs.",,http://www.hospicesouthflorida.org,,,,,,,
2169,VALUE CARE,,"Value Care provides home health services that include; assistance with dressing, bathing, meal preparation, neighborhood errands and doctor appointments.",,http://www.valuecareathome.com/,,,,,,,
2171,"THE ALEPH INSTITUTE, INC.",,"The Aleph Institute is a national, not-for-profit 501(c)(3), publicly-supported charitable institution founded by Rabbi Sholom D. Lipskar under the direction of the Lubavitcher Rebbe, Rabbi Menachem M. Schneerson O.B.M. For over thirty years, Aleph has been serving society by:\n\nProviding critical social services to families in crisis.\nAddressing the pressing religious, educational, humanitarian and advocacy needs of individuals in the military and institutional environments.\nImplementing solutions to significant issues relating to our criminal justice system, with an emphasis on families, faith-based rehabilitation and preventive ethics education.\n\n###MON###",,http://www.aleph-institute.org,,,,,,,
2176,"ADVOCATE PROGRAM, INC.",,"Provides community service programs including counseling, probation, diversion, education and orientation for ex-offenders.",,http://advocateprogram.org,,,,,,,
2188,2-1-1 CHARLOTTE COUNTY HUMAN SERVICES,,2-1-1 Charlotte connects callers with services for every day needs and in times of crisis 24/7. It connects people with health and human services information as well as community and government numbers and volunteer/donation opportunities.,,http://charlotte211.net/,,,,,,,
2190,"ARTS BALLET THEATRE OF FLORIDA, INC.",,"Arts Ballet Theatre of Florida is a professional ballet company that performs in North Dade. Programs include Summer Intensive Program, Dancing with Disabilities and Arts Ballet Goes to School. It also offers educational programs for children of the area.",,http://www.artsballettheatre.org,,,,,,,
2194,U.S. DEPARTMENT OF LABOR,,"Our mission is to foster, promote, and develop the welfare of the wage earners, job seekers, and retirees of the United States; improve working conditions; advance opportunities for profitable employment; and assure work-related benefits and rights.\n\n###MON###\n###COL###",,http://www.dol.gov,,,,,,,
2199,"2-1-1 TAMPA BAY CARES, INC.",,"A 24-hour program that provides information and referrals on local health and human services, counseling, suicide prevention, volunteer opportunities, donation referrals, and crisis intervention/problem-solving counseling for individuals.\n\nLimited direct assistance for individuals and families with minor children in the household who meet eligibility criteria.",,http://www.211tampabay.org,,,,,,,
2206,U.S. DEPARTMENT OF STATE,,Oversees the Bureau of Diplomatic Security and the U.S. Passport Agency.,,http://www.state.gov/ofm/ro/mi/,,,,,,,
2210,CENTER FOR INDEPENDENT LIVING OF SOUTH FLORIDA,CILSF,"CILSF serves any adult or child with a physical, psychological, cognitive, environmental or sensory impairment. It is the single point of access to resources for people with disabilities. Assists people with disabilities to achieve and maintain an independent lifestyle by exercising their right to self-determination. Provides individual and systems advocacy, information and referral, peer support, independent living skills training, adaptive equipment, social and recreational activities, prevocational skills, job placement, survival skills, American Sign Language instruction, information technology training, housing assistance, bus passes for transportation assistance, public benefits assistance, and amplified phone devices.\n\nNote: Job training services are available only if client is referred and comes in through the Department of Vocational Rehabilitation, at this time services to the general public are not available.",,http://www.cilsf.org,,,,,,,
2213,"WESLEY HOUSE FAMILY SERVICES, INC.",,"Wesley House Family Services provides full case management services for Monroe county. A dedicated case manager is assigned to each family. The case manager's job is to check on the child frequently and report to the court on his or her safety and well-being. The case manager also works closely with the child's parents to develop a personalized plan that identifies, addresses, corrects and prevents repetition of any circumstances which put the child at risk of harm. Also provides information and assistance regarding adoptions or foster parenting. The intent is to strengthen an preserve the family with the primary goal of protecting the child.\n\n###MON###",,http://www.wesleyhouse.org,,,,,,,
2221,"9 TO 5 NATIONAL ASSOCIATION OF WORKING WOMEN, INC.",,"9to5 is one of the largest, most respected national membership organizations of working women in the U.S., dedicated to putting working womenGÇÖs issues on the public agenda. Most members are women, many who are working two jobs or more to make ends meet their families. Support, counseling and referral services provided for victims of workplace issues and workplace violations for everyone nationwide.\n\n###MON###",,http://www.9to5.org,,,,,,,
2223,"PEACE EDUCATION FOUNDATION, INC.",,"The Peace Education Foundation develops the ""PeaceWorks"" curricula (Grades PK-12), educational materials and training program that enable individuals to: resolve conflicts effectively and non-violently; effectively deal with bullying prevention; learn ways to handle frustration and anger; practice conflict resolution strategies; respect human differences; understand the dynamics of conflict; develop positive interpersonal skills; and explore conflict and positive force for change.  We also provides training for schools, teachers, parents, youth, professionals, and the workplace. \n\nOur grade specific ""PeaceWorks"" evidence based curricula (pre-K to high school)is honored to have held ""Select Program"" recognition from The Collaborative for Academic, Social, and Emotional Learning (CASEL) since 2008.",,http://www.peaceeducation.org,,,,,,,
2228,2-1-1 BREVARD,,"211 Brevard is a private, not-for-profit organization serving Brevard County, Florida. 211 Brevard operates a telephone-based helpline offering crisis intervention and information & referral services, twenty-four hours a day. Also, provides services through the Help Me Grow program targeting children 0-8 years old for developmental disability screenings.",,http://www.211brevard.org,,,,,,,
2230,"FLORIDA COUNCIL ON COMPULSIVE GAMBLING, INC.",,"This affiliate of the National Council advocates for anyone who is adversely affected by legalized gambling. Maintains a speaker's bureau, offers workshops for treatment professionals and promotes public awareness in general, and in the schools.\n\n###MON###\n###COL###",,http://www.gamblinghelp.org,,,,,,,
2235,UNIVERSITY OF MIAMI - LINDA RAY CENTER,The Linda Ray Intervention Center (LRIC); UM,The Linda Ray Center develops and delivers programs to improve the outcomes for Miami's at-risk children and families. The Center provides a model for others to use elsewhere. Evidence is collected on program effectiveness to share with the community and other partners.,,http://www.fdlrs-um.org/,,,,,,,
2240,"THE FOUNDATION FIGHTING BLINDNESS, INC.",FFB,"FFB offers information and referral services for affected individuals and their families as well as for doctors and eye care professionals. The Foundation also provides comprehensive information kits on retinitis pigmentosa, macular degeneration, and usher syndrome.\r\n\r\n###MON###\r\n###COL###",,http://www.fightblindness.org,,,,,,,
2242,"MARIAN CENTER SCHOOL AND SERVICES, INC.",,"A fully accredited school for children ages 6-21 years old with developmental disabilities. Also provides Day Training program for adults of all ages with developmental disabilities, plus a residence for adult women.",,http://www.mariancenterschool.org,,,,,,,
2255,"UNITED WAY OF NORTHEAST FLORIDA, INC.",,"Provides information and referral for food, shelter and clothing, support groups, people with disabilities, HIV/AIDS information and testing, victims of abuse, elderly individuals, adult services, children and family services and financial assistance, child and adolescent mental health and substance abuse.",,http://www.unitedwaynefl.org/,,,,,,,
2257,FLORIDA KEYS SPCA,,"The Florida Keys SPCA is dedicated to promoting the humane treatment of all animals through compassionate care, adoption, education, population control and humane law enforcement.\n\n###MON###",,http://fkspca.org/,,,,,,,
2259,"CARRIE BRAZER - CENTER FOR AUTISM AND ALTERNATIVE APPROACHES, INC.",,"The Carrie Brazer Center for Autism & Alternative Approaches is a nonprofit organization which provides one-on-one cognitive, speech, music occupational and physical therapies, as well as behavioral interventions for children with autism and other developmental delays. The program combines highly structured, consistent behavior-based instruction with opportunities to generalize new skills through participation in community-based outings. The Center offers a full day educational program, after school therapies and sports program, Saturday Camp and Summer Camp.",,http://www.cbc4autism.org,,,,,,,
2265,"TEEN UP-WARD BOUND, INC.",,"Teen Up-Ward Bound, Inc empowers youth, teens and their families through change of attitude and education. Provides various services such as after school program, summer camp, literacy, tutoring, mentoring, computer-technology, basic-life skills, conflict resolution, recreational activities, culture-arts and an abstinence education program.",,http://www.teenupwardbound.com,,,,,,,
2268,"NATIONAL DOMESTIC VIOLENCE HOTLINE, INC.",,"The National Domestic Violence Hotline provides information and referral for victims of domestic violence and those who assist victims of domestic violence.  Also provides crisis intervention.  Provides resource materials on request.  Advocates staff the Hotline along with volunteers, many of whom are bilingual.  The Hotline features access to translation in 140 languages.  Operators are hooked up to a computer database loaded with information from across the country.\n\n###MON###\n###COL###",,http://www.thehotline.org/,,,,,,,
2271,"SECOND BAPTIST CHURCH OF RICHMOND HEIGHTS, INC.",,"Provides year round out of school services including summer camp with the theme ""Restoring Dignity"". The goal of the program is to assist students achieve educational and social success through tutoring, homework assistance, physical fitness activities, nutrition and life-skills education, as well as cultural arts.",,,,,,,,,
2291,"ALL ABOUT TRUTH DNA SERVICES, INC.",,"Local Offices throughout Dade and Broward that provides DNA identification testing for paternity, maternity confirmation and also for immigration purposes. Also provides sibling ship, grand paternity, family reconstruction, and infidelity testing. Assists with all issues pertaining to DNA paternity establishment information and provides information to clients on where to find support within our local community to assist them. All services are confidential.",,http://www.dna-testingsouthflorida.com,,,,,,,
2293,THE NEW JERUSALEM COMMUNITY DEVELOPMENT CORPORATION,NJCDC,New Jerusalem Community Development Corporation provides a year round out-of school program and summer camp program to youth who reside in Miami-Dade County. Activities provided include academic support and social skill development.,,http://www.newjerusalemcdc.org,,,,,,,
2294,NEW JERUSALEM COMMUNITY DEVELOPMENT CORPORATION - AFTER SCHOOL PROGRAM,NJCDC,"New Jerusalem Community Development Corporation provides a year round out-of school program that provides academic support, social skills development, literacy skills through the arts and physical fitness.",,http://www.newjerusalemcdc.org,,,,,,,
2295,NEW JERUSALEM COMMUNITY DEVELOPMENT CORPORATION - SUMMER CAMP PROGRAM,NJCDC,"New Jerusalem Community Development Corporation provides a summer camp program that provides academic support, social skill development, literacy skills through the arts and recreational activities. \n\nDates: June 20 - August 5\nRegistration begins: April 18",,http://www.newjerusalemcdc.org,,,,,,,
2296,NATIONAL CENTER FOR FARM WORKER HEALTH (NCFH),NCFH,"The National Center for Farmworker Health (NCFH), established in 1975, is dedicated to improving the health status of farmworker families by providing information services and products to a network of more than 500 migrant health center service sites in the United States as well as organizations, universities, researchers, and individuals involved in farmworker health.\n\n###MON###\n###COL###",,http://www.ncfh.org,,,,,,,
2298,"MIAMI BETHANY COMMUNITY SERVICES, INC.",MBCS,MBCS runs a diversity of community programs with the sole purpose of serving those in need as well as providing high quality services.,,,,,,,,,
2300,UM - FAMILY MEDICINE AND COMMUNITY HEALTH,John T. Macdonald Foundation - FAMILY MEDICINE AND COMMUNITY HEALTH,"Dr. John T. Macdonald Foundation School Health Initiative: School-based primary care, nursing and social worker services in five public schools associated with the North Miami Beach feeder pattern.",,http://familymedicine.med.miami.edu/,,,,,,,
2305,2-1-1 PALM BEACH/TREASURE COAST,,"Provides suicide prevention, information, assessment and referral to people in need, including the homeless. Services include telephone counseling, crisis intervention for individuals of all ages experiencing personal problems, emotional distress, thoughts of suicide and emergencies such as drug overdoses.",,http://www.211palmbeach.org,,,,,,,
