id,organization_id,name,alternate_name
1540,1533,NATIONAL COUNCIL ON AGING - INFORMATION LINE,
1541,1533,NATIONAL CANCER INSTITUTE - I & R HOTLINE,
1542,1533,THE LIVING BANK - I & R LINE,
1544,1533,RAINN - NATIONAL SEXUAL ASSAULT HOTLINE,"RAPE, ABUSE & INCEST NATIONAL NETWORK"
1546,1533,"SPINA BIFIDA ASSOCIATION OF AMERICA, INC.",
1547,1533,ANNUALCREDITREPORT.COM,
1548,1533,NATIONAL VETERANS SERVICES FUND - INFORMATION LINE,
1549,1533,CHILDREN'S CRANIOFACIAL ASSOCIATION,CCA
1551,1533,AMERICAN COUNCIL OF THE BLIND,
1552,1533,NATIONAL ALCOHOL HOTLINE - INFORMATION & REFERRAL,
1553,1533,INTERNATIONAL DYSLEXIA ASSOCIATION - INFORMATION LINE,
1556,1533,"NATIONAL REYE'S SYNDROME FOUNDATION, INC.",
1557,1533,SCLERODERMA FOUNDATION - INFORMATION LINE,
1558,1533,EPILEPSY FOUNDATION - I & R HOTLINE,
1559,1533,"AMERICAN KIDNEY FUND, INC.",
1560,1533,BOYSTOWN HOTLINE FOR KIDS AND PARENTS,
1562,1533,CLEFT PALATE FOUNDATION,
1563,1533,CYSTIC FIBROSIS FOUNDATION INFORMATION LINE,
1564,1533,HIV HEALTH INFOLINE,
1572,1572,FLORIDA POISON INFORMATION CENTER NETWORK - MIAMI,POISON CONTROL
1589,1589,"PARENT TO PARENT, INC.","PtoP, Padre a Padre de Miami, Parent to Parent"
1591,1589,PARENT TO PARENT - WORKSHOPS FOR FOSTER AND ADOPTIVE PARENTS,"PtoP, Padre a Padre de Miami, Parent to Parent"
1592,1589,PARENT TO PARENT - WORKSHOPS FOR PARENTS OF CHILDREN WITH DISABILITIES/SPECIAL NEEDS,"PtoP, Padre a Padre de Miami, Parent to Parent"
1593,1589,PARENT TO PARENT - COMMUNITY PARENT RESOURCE CENTER (CPRC),"PtoP, Padre a Padre de Miami, Parent to Parent"
1594,1594,"MICHAEL-ANN RUSSELL JEWISH COMMUNITY CENTER, INC.",MARJCC
1595,1594,MICHAEL-ANN RUSSELL CENTER - EARLY CHILDHOOD PROGRAM,
1596,1594,MICHAEL-ANN RUSSELL CENTER - AFTER SCHOOL PROGRAM,MARJCC
1597,1594,MICHAEL-ANN RUSSELL CENTER - SENIOR SERVICES PROGRAM,
1600,1600,MISSIONARIES OF CHARITY,
1601,1600,MISSIONARIES OF CHARITY - MOTHER TERESA HOME FOR WOMEN IN DISTRESS,
1604,1604,MEDLEY ELDERLY SERVICES,
1606,1606,"LEGAL SERVICES OF GREATER MIAMI, INC.",LSGMI
1607,1606,LEGAL SERVICES - SMALL CLAIMS COURT CLINIC,LSGMI
1608,1608,"NATIONAL KIDNEY FOUNDATION OF FLORIDA, INC.",
1609,1608,NATIONAL KIDNEY FOUNDATION OF FLORIDA - DIRECT ASSISTANCE,
1610,1610,"JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA, INC.",JCS
1612,1610,JCS - CHILDREN'S COUNSELING CENTER,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1614,1610,JCS - ACCESS SERVICES,JCS
1617,1610,JCS - COUSELING PROGRAM - MIAMI BEACH,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1618,1610,JCS - MASADA HOME CARE,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1619,1610,JCS - MIAMI BEACH SENIOR CENTER,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1620,1610,JCS - EMPLOYMENT SERVICES FOR THE DEAF AND HARD OF HEARING,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1624,1610,JCS - PROJECT HOPE,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1628,1610,JCS - COUNSELING PROGRAM - SOUTH MIAMI,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1629,1610,JCS - KOSHER MEALS ON WHEELS,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1630,1610,JCS - RESCUE AND MIGRATION PROGRAM,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1631,1610,JCS - HOLOCAUST SURVIVOR SUPPORT SERVICES,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1633,1610,JCS - SENIOR RIDE TRANSPORTATION PROGRAM,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1640,1610,JCS - COUNSELING PROGRAM - AVENTURA,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1642,1610,JCS - REHABILITATION AND TRAINING SERVICES,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1644,1610,JCS - VOLUNTEER SERVICES,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1646,1610,JCS - EMPLOYMENT ASSISTANCE PROGRAM,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1647,1610,JCS - CARE MANAGEMENT FOR SENIORS AND DISABLED ADULTS,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA - CareConnect
1648,1610,JCS - YOUTH ACADEMIC SUPPORT SERVICE PROGRAM,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1649,1610,JCS - CARE CONNECT,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1650,1610,JCS - GAY AND LESBIAN SERVICES,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA
1651,1651,FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY,"FL DOH M-DC, M-DC HEALTH DEPARTMENT"
1653,1651,FL DOH M-DC - SCHOOL HEALTH PROGRAM,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1655,1651,FL DOH M-DC - ADMINISTRATIVE OFFICES,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1657,1651,FL DOH M-DC - VITAL RECORDS - NORTH-DADE,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1658,1651,FL DOH M-DC - VITAL RECORDS - CENTRAL DADE,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1659,1651,FL DOH M-DC - AIDS DRUG ASSISTANCE PROGRAM (ADAP),"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1660,1651,FL DOH M-DC - VITAL RECORDS - SOUTH DADE,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1661,1651,FL DOH M-DC - ENVIRONMENTAL HEALTH,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1667,1651,FL DOH M-DC - WIC - WEST PERRINE CENTER,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1669,1651,FL DOH M-DC - WIC - NORTH MIAMI BEACH,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1670,1651,FL DOH M-DC - WIC - CAROL CITY CENTER,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1671,1651,FL DOH M-DC - WIC - GOULDS CENTER/CHI CLINIC,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1674,1651,FL DOH M-DC - WIC - HIALEAH WEST/CITRUS HEALTH,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1675,1651,FL DOH M-DC - WIC - WEST DADE,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1676,1651,FL DOH M-DC - WIC - HOMESTEAD/FLORIDA CITY,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1678,1651,FL DOH M-DC - WIC - NORTH MIAMI,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1679,1651,FL DOH M-DC - WIC - NARANJA COMMUNITY HEALTH CENTER,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1680,1651,FL DOH M-DC - WIC - RAFAEL PE+æALVER CLINIC,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1682,1651,FL DOH M-DC - WIC - SOUTH MIAMI CENTER/ROSIE LEE CLINIC,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1714,1651,FL DOH M-DC - SEALS ON WHEELS MOBILE DENTAL,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1716,1716,HOMESTEAD SOUP KITCHEN,
1720,1720,THE FLORIDA BAR,
1683,1651,FL DOH M-DC - WIC - UNITY CENTRAL,"Special Supplemental Nutrition Program for Women, Infants and Children, Health Department"
1685,1651,FL DOH M-DC - HEALTHY START,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1687,1651,FL DOH M-DC - MOM MOBILE - HOMESTEAD,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1690,1651,FL DOH M-DC - VOLUNTEER PROGRAM,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1695,1651,FL DOH M-DC - EPIDEMIOLOGY AND DISEASE CONTROL,FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY
1713,1651,FL DOH M-DC - REFUGEE HEALTH ASSESSMENT,"FLORIDA DEPARTMENT OF HEALTH IN MIAMI-DADE COUNTY, MIAMI-DADE HEALTH DEPARTMENT"
1721,1720,THE FLORIDA BAR - LAWYER REFERRAL SERVICE,
1731,1731,"COMPREHENSIVE PSYCHIATRIC CENTER, INC.",
1732,1731,COMPREHENSIVE PSYCHIATRIC CENTER - NORTH,
1733,1731,COMPREHENSIVE PSYCHIATRIC CENTER - SOUTH,
1734,1731,COMPREHENSIVE PSYCHIATRIC CENTER - CENTRAL,
1737,1737,"CHILDREN AND ADULTS WITH ATTENTION-DEFICIT/HYPERACTIVITY DISORDER, INC.",CHADD
1738,1737,CHADD - SOUTH BROWARD AND NORTH DADE CHAPTER,CHADD
1741,1741,AIDS INFO,
1743,1743,AMERICAN RED CROSS,
1744,1743,RED CROSS - TAKE A CLASS,American Red Cross
1746,1743,RED CROSS - RECONNECTING FAMILIES,American Red Cross
1747,1743,RED CROSS - SOUTH FLORIDA REGION - DISASTER SERVICES,American Red Cross
1748,1743,RED CROSS - SOUTH FLORIDA REGION - SERVICE TO THE ARMED FORCES,American Red Cross
1751,1751,"COMPASSION IN ACTION MINISTRIES, INC.",
1752,1751,COMPASSION IN ACTION - REFUGIO DE AMOR,
1753,1751,COMPASSION IN ACTION - ESPERANZA GAMBLING PROGRAM,
1754,1754,"FATHERS FOR EQUAL RIGHTS, THE NATIONAL ORGANIZATION, INC.",
1756,1756,"SICKLE CELL DISEASE ASSOCIATION OF AMERICA, INC.",SCDAA
1757,1756,"SCDAA - DADE COUNTY CHAPTER INC., MIAMI",SICKLE CELL DISEASE ASSOCIATION OF AMERICA
1763,1763,CONSULATES,
1764,1763,CONSULATE GENERAL OF AUSTRIA IN MIAMI,
1765,1763,CONSULATE GENERAL OF CHILE,
1766,1763,CONSULATE GENERAL OF BOLIVIA,
1767,1763,CONSULATE GENERAL OF PERU,
1768,1763,CONSULATE GENERAL OF ICELAND - ORLANDO,
1769,1763,CONSULATE GENERAL OF ANTIGUA & BARBUDA,
1770,1763,CONSULATE GENERAL OF ARGENTINA,
1771,1763,CONSULATE GENERAL OF BAHAMAS,
1772,1763,CONSULATE GENERAL OF BARBADOS,
1773,1763,CONSULATE GENERAL OF BRAZIL,
1774,1763,CONSULATE GENERAL OF CANADA,
1775,1763,CONSULATE GENERAL OF BELGIUM,
1776,1763,CONSULATE GENERAL OF COLOMBIA,
1777,1763,CONSULATE GENERAL OF COSTA RICA,
1779,1763,CONSULATE GENERAL OF ITALY,
1780,1763,CONSULATE GENERAL OF THE NETHERLANDS,
1781,1763,CONSULATE GENERAL OF NORWAY,
1782,1763,CONSULATE GENERAL OF EL SALVADOR,
1783,1763,CONSULATE GENERAL OF HONDURAS,
1784,1763,CONSULATE GENERAL OF ISRAEL,
1785,1763,CONSULATE GENERAL OF DOMINICAN REPUBLIC,
1786,1763,CONSULATE GENERAL OF ECUADOR,
1787,1763,CONSULATE GENERAL OF FRANCE,Consulate General of France
1788,1763,CONSULATE GENERAL OF THE FEDERAL REPUBLIC OF GERMANY,
1789,1763,CONSULATE GENERAL OF UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,
1790,1763,CONSULATE GENERAL OF GUATEMALA,
1791,1763,CONSULATE GENERAL OF HAITI,
1792,1763,CONSULATE GENERAL OF PANAMA,
1793,1763,CONSULATE GENERAL OF PORTUGAL,
1794,1763,CONSULATE GENERAL OF JAMAICA,
1796,1763,CONSULATE GENERAL OF MEXICO,
1797,1763,CONSULATE GENERAL OF NICARAGUA,
1798,1763,CONSULATE GENERAL OF JAPAN,
1799,1763,CONSULATE GENERAL OF PARAGUAY,
1800,1763,CONSULATE GENERAL OF SPAIN,
1801,1763,CONSULATE GENERAL OF THE REPUBLIC OF SURINAME,
1802,1763,CONSULATE GENERAL OF TAIWAN,
1803,1763,CONSULATE GENERAL OF URUGUAY,
1804,1763,CONSULATE GENERAL OF SWITZERLAND - ATLANTA,
1805,1763,ROYAL THAI CONSULATE GENERAL (HONORARY) CORAL GABLES,
1806,1763,CONSULATE GENERAL OF TUNISIA - WASHINGTON,
1807,1763,CONSULATE GENERAL OF VENEZUELA - NEW ORLEANS,
1808,1763,CONSULATE GENERAL OF TRINIDAD & TOBAGO,
1813,1813,"VIETNAM VETERANS OF AMERICA, INC. CHAPTER #620 HIALEAH, FLORIDA",VVA
1816,1816,U.S. FOOD AND DRUG ADMINISTRATION,
1817,1816,FDA - OFFICE OF CRIMINAL INVESTIGATIONS,
1818,1816,FDA - OFFICE OF CONSUMER COMPLAINT,
1819,1819,"NATIONAL CENTER FOR VICTIMS OF CRIME, INC.",
1821,1821,"BRAIN INJURY ASSOCIATION OF FLORIDA, INC",
1822,1821,BRAIN INJURY - FAMILY/COMMUNITY SUPPORT PROGRAM,
1823,1823,"PORT SAINT LUCIE HOSPITAL, INC.",
1824,1823,PORT SAINT LUCIE HOSPITAL - DUAL DIAGNOSIS PROGRAM,
1825,1825,NATIONAL SUICIDE PREVENTION LIFELINE,Lifeline
1827,1827,FLORIDA ALLIANCE FOR ASSISTIVE SERVICES AND TECHNOLOGY,FAAST
1828,1827,FAAST - REGIONAL DEMONSTRATION CENTER: SOUTH FLORIDA,
1830,1830,"CHAPMAN PARTNERSHIP, INC.",Community Partnership for Homeless and/or Homeless Assistance Center (HAC)
1831,1830,CHAPMAN PARTNERSHIP - HOMELESS ASSISTANCE CENTER (HAC1),COMMUNITY PARTNERSHIP FOR THE HOMELESS
1832,1830,CHAPMAN PARTNERSHIP - HOMELESS ASSISTANCE CENTER (HAC2),COMMUNITY PARTNERSHIP FOR THE HOMELESS
1835,1835,"FLORIDA ADOPTION INFORMATION CENTER, INC.",Daniel Kids
1837,1837,UNIVERSITY OF MIAMI - MAILMAN CENTER FOR CHILD DEVELOPMENT,UM
1840,1837,UM - MAILMAN CENTER - CRANIOFACIAL (CLEFT LIP & PALATE) CLINIC,Mailman Center
1843,1837,UM - MAILMAN CENTER - DEVELOPMENTAL & BEHAVIORAL PEDIATRICS,Mailman Center
1845,1837,UM - MAILMAN CENTER - EARLY DISCOVERY SERVICE PARTNERSHIP,MAILMAN CENTER
1846,1837,UM - MAILMAN CENTER - AUDIOLOGY (HEARING) SERVICES,Mailman Center
1851,1837,UM - MAILMAN CENTER - BEHAVIORAL PEDIATRICS CLINIC,
1853,1853,"EVE'S CLINIC REFERRAL SERVICES, INC.",A EVE'S CLINIC AND REFERRAL SERVICE
1855,1853,EVE MEDICAL CENTER OF KENDALL,
1856,1856,CITY OF WEST MIAMI,
1857,1856,CITY OF WEST MIAMI - SENIOR SERVICES PROGRAM,
1858,1858,EYECARE AMERICA,
1859,1858,EYECARE AMERICA - SENIORS EYECARE PROGRAM,The National EyeCare Project (NECP)
1860,1858,EYECARE AMERICA - GLAUCOMA EYECARE PROGRAM,
1861,1861,MEYGA CENTER,MULTIETHNIC YOUTH GROUP ASSOCIATION
1865,1865,"ALTERNATIVE PROGRAMS, INC.",
1866,1865,ALTERNATIVE PROGRAMS - ALTERNATIVE TO INCARCERATION,
1867,1865,ALTERNATIVE PROGRAMS - THE LAST CHANCE PROGRAM,
1868,1865,ALTERNATIVE PROGRAMS - IMPROVING COMMUNITY CONTROL,
1869,1869,"HIS HOUSE CHILDREN'S HOME, INC.",
1870,1869,HIS HOUSE CHILDREN'S HOME - RESIDENTIAL CARE PROGRAM,
1884,1884,"SOUTH FLORIDA YOUTH SYMPHONY, INC.",SFYS
1886,1886,THE MIAMI PROJECT TO CURE PARALYSIS,
1888,1888,FLORIDA DEPARTMENT OF JUVENILE JUSTICE,
1889,1888,JUVENILE JUSTICE - JUVENILE DETENTION CENTER,
1890,1888,JUVENILE JUSTICE - CASE MANAGEMENT SOUTH - PROBATION,
1891,1888,DEPARTMENT OF JUVENILE JUSTICE - PROBATION,
1892,1888,JUVENILE JUSTICE - CASE MANAGEMENT CENTRAL - PROBATION,
1893,1893,"CHRYSALIS HEALTH, INC.",
1894,1893,CHRYSALIS HEALTH - ADULT MENTAL HEALTH AND SUBSTANCE ABUSE OUTPATIENT SERVICES,
1897,1893,CHRYSALIS HEALTH - ADULT PSYCHIATRIC SERVICES,
1898,1898,EAST LITTLE HAVANA COMMUNITY DEVELOPMENT CORP.,
1904,1904,"AMERICAN DIABETES ASSOCIATION, INC.",
1905,1904,AMERICAN DIABETES ASSOCIATION - FORT LAUDERDALE,
1967,1967,"THE BISCAYNE FOUNDATION, INC.",
1970,1970,"LIFE IMPACT, INC.",
1972,1972,"YES INSTITUTE, INC.",
1974,1972,YES INSTITUTE - COMMUNICATION SOLUTIONS,
1980,1980,"REGIS HOUSE, INC.",
1983,1980,REGIS HOUSE - FAMILY EMPOWERMENT PROGRAM,
1984,1980,REGIS HOUSE - MELROSE ELEMENTARY AFTER SCHOOL PROGRAM,
1985,1985,AREA HEALTH EDUCATION CENTER,AHEC
1986,1985,AHEC - MIAMI-DADE COUNTY,MIAMI-DADE COUNTY AHEC
1989,1989,"UNITED MARTIAL ARTS ACADEMY, INC.",
1990,1989,UNITED MARTIAL ARTS - AFTER SCHOOL AND SUMMER CAMP,UNITED MARTIAL ARTS - AFTER SCHOOL AND SUMMER CAMP
1991,1991,"CATALYST MIAMI, INC.",
1992,1991,CATALYST MIAMI - PUBLIC ALLIES MIAMI,HSC; CATALYST MIAMI
1993,1991,CATALYST MIAMI - IMAGINE MIAMI,Formerly known as Human Service Coalition
1997,1991,CATALYST MIAMI - LEADERSHIP DEVELOPMENT,"CATALYST MIAMI, HSC, PTLI, CLTI, Step Up Miami"
1999,1991,CATALYST MIAMI  - FLORIDA KIDCARE - DOWNTOWN MIAMI,HSC; CATALYST MIAMI
2000,1991,CATALYST MIAMI - PROSPERITY CAMPAIGN,HSC ; CATALYST MIAMI
2003,2003,"SAMARITIAN COUNSELING CENTERS, INC.",COUNSELING MINISTRY OF SOUTH FLORIDA CMSF
2017,2017,"FELLOWSHIP OF CHRISTIAN ATHLETES, INC.",FCA
2018,2017,FELLOWSHIP OF CHRISTIAN ATHLETES - MIAMI,FCA - MIAMI
2019,2019,"THE DAVE AND MARY ALPER JEWISH COMMUNITY CENTER, INC.",DAVE AND MARY ALPER JCC
2021,2019,DAVE AND MARY ALPER JCC - AFTER SCHOOL PROGRAM,
2022,2019,DAVE AND MARY ALPER JCC - SUMMER CAMP,
2023,2019,DAVE AND MARY ALPER JCC - SPECIAL NEEDS PROGRAM,
2028,2028,"NEW HOPE C.O.R.P.S., INC.",
2029,2028,NEW HOPE C.O.R.P.S. OUTPATIENT / DUI COUNSELING,
2030,2028,NEW HOPE C.O.R.P.S. OUTPATIENT DRUG & ALCOHOL ADDICTION SERVICES,
2031,2028,NEW HOPE C.O.R.P.S. RESIDENTIAL TREATMENT PROGRAM,
2033,2028,NEW HOPE C.O.R.P.S. RESIDENTIAL MEN'S PROGRAM,
2034,2034,CHAI LIFELINE,
2035,2034,CHAI LIFELINE - SOUTHEAST,
2036,2036,"TRAUMA RESOLUTION CENTER, INC.",
2041,2041,"THE HOLIDAY PROJECT, INC.",
2042,2041,THE HOLIDAY PROJECT - SOUTH FLORIDA,
2051,2051,DRESS FOR SUCCESS MIAMI,SUITED FOR SUCCESS
2052,2051,DRESS FOR SUCCESS MIAMI - SUITED FOR SUCCESS - CAREER GEAR,SUITED FOR SUCCESS
2054,2054,BRIDGING FAMILIES AND COMMUNITIES,BFC
2055,2054,BRIDGING FAMILIES AND COMMUNITIES COLLABORATIVE,BFC
2056,2054,BRIDGING FAMILIES AND COMMUNITIES - CARE COORDINATION,BFC
2057,2054,BRIDGING FAMILIES AND COMMUNITIES - MENTAL HEALTH CONSULTATION,BFC
2058,2058,BLACK BUSINESS ASSOCIATION,BBA
2060,2060,"ALLIANCE FOR GLBTQ YOUTH, INC.",The Alliance
2061,2060,ALLIANCE FOR GLBTQ YOUTH - GROUP COUNSELING,The Alliance
2062,2060,ALLIANCE FOR GLBTQ YOUTH - CARE COORDINATION PROGRAM,The Alliance
2063,2060,ALLIANCE FOR GLBTQ YOUTH - INDIVIDUAL COUNSELING,The Alliance
2070,2070,GREATER MIAMI CHAMBER OF COMMERCE,
2072,2072,FIRST STEP MOBILE SERVICES,
2073,2072,FIRST STEP MOBILE SERVICES - HIV UPDATE,
2074,2072,FIRST STEP MOBILE SERVICES - WATER SAFETY FOR PARENTS AND CAREGIVERS,
2075,2072,FIRST STEP MOBILE SERVICES - BLS/HEALTHCARE PROVIDER TRAINING,First Step Health & Safety
2076,2072,FIRST STEP MOBILE SERVICES - FIRST-AID,
2077,2072,FIRST STEP MOBILE SERVICES - HEART SAVER PEDIATRIC CPR TRAINING,
2078,2072,FIRST STEP MOBILE SERVICES - (OSHA) BLOOD BORNE PATHOGEN TRAINING,First Step Health & Safety
2079,2072,FIRST STEP MOBILE SERVICES - A.E.D. (AUTOMATED EXTERNAL DEFIBRILATOR) TRAINING,
2082,2082,MIAMI-DADE COUNTY DEPARTMENT OF PUBLIC WORKS AND WASTE MANAGEMENT,M-DC DEPARTMENT OF PUBLIC WORKS AND WASTE MANAGEMENT
2084,2082,M-DC DEPARTMENT OF PUBLIC WORKS - MOSQUITO CONTROL,
2085,2085,"NATIONAL CRIME PREVENTION COUNCIL, INC.",
2091,2091,SYLVESTER COMPREHENSIVE CANCER CENTER,
2098,2098,ACF ADOPTIONS,
2100,2098,ACF ADOPTIONS - BECOMING AN ADOPTIVE PARENT,
2101,2098,ACF ADOPTIONS - ADOPTIVE PARENT PROGRAM,
2104,2104,"AMERICANS FOR IMMIGRANT JUSTICE, INC.",AI Justice
2106,2104,AI JUSTICE - LUCHA,Americans for Immigrant Justice (AI Justice)
2107,2104,AI JUSTICE - IMMIGRATION UNIT,Americans for Immigrant Justice (AI Justice)
2108,2104,AI JUSTICE - IMMIGRANT CHILDREN'S LEGAL AND SERVICE PARTNERSHIP (ICLASP),Americans for Immigrant Justice (AI Justice)
2109,2109,"FLORIDA FILM INSTITUTE, INC.",FFI
2110,2109,FFI - SUMMER FILM CAMP,FLORIDA FILM INSTITUTE
2117,2117,"FRIENDSHIP CIRCLE OF MIAMI BEACH AND NORTH DADE, INC.",
2121,2121,"DRUG FREE YOUTH IN TOWN, INC.",DFYIT
2126,2126,SPECIAL OLYMPICS FLORIDA - MIAMI-DADE COUNTY,
2128,2126,SPECIAL OLYMPICS FLORIDA - MIAMI-DADE COUNTY - CAMP SHRIVER,
2129,2129,TACOLCY PROPERTY MANAGEMENT CORPORATION,Edison Tri-Plex Community
2131,2131,NEW TESTAMENT CHURCH OF GOD - LITTLE ANGELS ACADEMY,
2132,2131,NEW TESTAMENT CHURCH OF GOD - LITTLE ANGELS ACADEMY - SUMMER CAMP PROGRAM,
2133,2133,"CAMACOL, LLC.",LATIN CHAMBER OF COMMERCE
2135,2135,"ARISE FOUNDATION, INC.",
2145,2145,OPA LOCKA COMMUNITY DEVELOPMENT CORPORATION,
2146,2145,OLCDC - REHABILITATION AND HOME IMPROVEMENT LOAN PROGRAM,
2148,2148,"HEALTH COUNCIL OF SOUTH FLORIDA, INC.",
2153,2153,"BEST BUDDIES FLORIDA, INC.",
2154,2153,BEST BUDDIES - E-BUDDIES PROGRAM,
2155,2153,BEST BUDDIES - VOLUNTEER OPPORTUNITIES,
2156,2153,BEST BUDDIES - MIAMI,
2157,2157,"AMERICAN VETERANS ALLIANCE, INC.",
2159,2159,"HOSPICE CARE OF SOUTH FLORIDA, INC.",
2169,2169,VALUE CARE,
2171,2171,"THE ALEPH INSTITUTE, INC.",
2172,2171,"ALEPH INSTITUTE - ""SPARK OF LIGHT"" PRISON PROGRAM",
2176,2176,"ADVOCATE PROGRAM, INC.",
2177,2176,ADVOCATE PROGRAM - D.A.T.E. PROGRAM - MIAMI,
2178,2176,ADVOCATE PROGRAM - PRE-TRIAL DIVERSION,
2179,2176,ADVOCATE PROGRAM - PSYCHO-EDUCATIONAL GROUPS,
2180,2176,ADVOCATE PROGRAM - CLINICAL SERVICES UNIT - WEST DADE,
2181,2176,ADVOCATE PROGRAM - D.A.T.E. PROGRAM - MIAMI GARDENS,
2182,2176,ADVOCATE PROGRAM - DOMESTIC VIOLENCE UNIT,
2183,2176,ADVOCATE PROGRAM - MISDEMEANOR & TRAFFIC PROBATION,
2184,2176,ADVOCATE PROGRAM - D.U.I. SCHOOL - NORTH MIAMI,
2185,2176,ADVOCATE PROGRAM - JUVENILE SERVICES,
2186,2176,ADVOCATE PROGRAM - D.U.I. SCHOOL - CUTLER BAY,
2187,2176,ADVOCATE PROGRAM - D.U.I. SCHOOL - WEST DADE,Advocate Program
2188,2188,2-1-1 CHARLOTTE COUNTY HUMAN SERVICES,
2190,2190,"ARTS BALLET THEATRE OF FLORIDA, INC.",
2192,2190,ARTS BALLET THEATRE - ARTS BALLET GOES TO SCHOOL,
2193,2190,ARTS BALLET THEATRE - DANCING WITH DISABILITIES,
2194,2194,U.S. DEPARTMENT OF LABOR,
2195,2194,U.S. DEPARTMENT OF LABOR - NATIONAL CONTACT CENTER,
2197,2194,U.S. DEPARTMENT OF LABOR - UNEMPLOYMENT COMPENSATION APPEALS OFFICE,
2198,2194,U.S. DEPARTMENT OF LABOR - EMPLOYEE BENEFITS SECURITY ADMINISTRATION - MIAMI DISTRICT OFFICE,EBSA
2199,2199,"2-1-1 TAMPA BAY CARES, INC.",
2206,2206,U.S. DEPARTMENT OF STATE,
2208,2206,U.S. DEPARTMENT OF STATE - MIAMI PASSPORT AGENCY,
2209,2206,U.S. DEPARTMENT OF STATE - BUREAU OF CONSULAR AFFAIRS,
2210,2210,CENTER FOR INDEPENDENT LIVING OF SOUTH FLORIDA,CILSF
2212,2210,CENTER FOR INDEPENDENT LIVING OF SOUTH FLORIDA - NORTHEAST,
2213,2213,"WESLEY HOUSE FAMILY SERVICES, INC.",
2221,2221,"9 TO 5 NATIONAL ASSOCIATION OF WORKING WOMEN, INC.",
2223,2223,"PEACE EDUCATION FOUNDATION, INC.",
2228,2228,2-1-1 BREVARD,
2230,2230,"FLORIDA COUNCIL ON COMPULSIVE GAMBLING, INC.",
2231,2230,FLORIDA COUNCIL ON COMPULSIVE GAMBLING - HELPINE,
